ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Positive,Negative,Overall,Delta
1619,Patch Set 5:I tried working with your previous suggestion of handling things in the UI. I don't know if I misunderstood what you meant.,5,3538,2016/2/11 23:15,2016/2/11 22:20,2016/2/11 22:20,0,MERGED,1,218,4,6,15,1,-1,0,0
1624,Patch Set 8:Thanks for the clarification. I don't know what my brain was thinking earlier.,8,3538,2016/2/15 22:03,2016/1/27 0:00,2016/2/15 21:51,477,MERGED,3,318,3,5,15,2,-1,1,1
1620,Patch Set 11:I just moved the source formatting changes to a separate review to make this more readable.,11,3538,2016/2/17 0:56,2016/1/27 0:00,2016/2/17 0:54,504,MERGED,3,180,2,5,15,1,-1,0,0
1621,Patch Set 11:(3 comments)This looks great! The method naming is arguably just my preference but it will be consistent with searchByTaskKey in the connector.,11,3538,2016/2/17 1:08,2016/1/27 0:00,2016/2/17 0:54,504,MERGED,3,180,2,5,15,4,-2,1,2
1618,"Patch Set 14: Code-Review-1(3 comments)I'm confused by the inconsistencies with what exceptions are being caught/thrown in OpenRepositoryTaskJob, perhaps it should be simplified.",14,3538,2016/2/25 23:25,2016/1/27 0:00,2016/2/23 20:26,668,MERGED,3,199,3,4,15,1,-2,-1,-1
1622,Patch Set 15: Code-Review+2I've tried this out and it works well. Any objects to merging this?,15,3538,2016/2/25 23:46,2016/1/27 0:00,2016/2/25 23:43,719,MERGED,3,201,4,8,15,1,-1,0,0
1623,Patch Set 15:I am just confused by the error handling in that one method. But if you think it's correct then I don't object.,15,3538,2016/2/25 23:48,2016/1/27 0:00,2016/2/25 23:43,719,MERGED,3,201,4,8,15,1,-1,0,0
1625,Patch Set 1:This change should resolve the problem of compatibility with the Eclipse Infocenter.I moved the intro content from the infra.doc bundle to the uml.diagram.wizards bundle because that one actually provides the action that is contributed to the Welcome dashboard.  It's unfortunate that the New Model wizard is defined in the UML Layer; this will just be another thing to move when that wizard is (eventually) promoted to the Infra Layer.,1,3545,2016/2/25 15:37,2016/2/25 15:31,2016/2/25 15:32,0,MERGED,13,220,2,4,2,1,-2,-1,-1
1626,"Patch Set 2:I don't normally use Windows, but I fired this up in a Windows VM and I don't see any difference in behaviour.  I expected to see pulsing or progress shown on the task bar icons on startup (mirroring the splash progress), and on job progress (I repeatedly tried cleaning all projects to trigger a rebuild).What are some definite ways to trigger this behaviour?",2,3549,2016/2/16 4:08,2016/2/14 17:18,2016/2/14 21:25,4,MERGED,3,455,3,8,7,1,-3,-1,-2
1627,"Patch Set 2:I would like to confirm the functionality myself, but when I'm trying to test my attached test program (see bug 471310) this won't start the legacy workbench at all (Regardless whether I have performed changes or not), it just starts a very empty application without activating the workbench configurer. If you cannot confirm this non-functionality of the legacy application startup: Could you please provide me a specific way against which target platform I should try to start the test application?",2,3549,2016/2/16 6:16,2016/2/14 17:18,2016/2/14 21:25,4,MERGED,3,455,3,8,7,1,-2,-1,-1
1628,"Patch Set 2:> I would like to confirm the functionality myself, but when I'm > trying to test my attached test program (see bug 471310) this won't > start the legacy workbench at all (Regardless whether I have > performed changes or not), it just starts a very empty application > without activating the workbench configurerI was seeing this too, and I see *nothing* on the console <sigh>.  I haven't tried delving into the issue, but I found that loading in all of the bundles in platform-ui seemed to solve the problem.",2,3549,2016/2/16 14:57,2016/2/14 17:18,2016/2/14 21:25,4,MERGED,3,455,3,8,7,1,-2,-1,-1
1629,"Patch Set 2:Alex: I tried to do the same, but when trying to do so, I got an NPE in org.eclipse.e4.ui.internal.workbench.ResourceHandler. The @Inject c'tor gets called, but not the @PostConstruct method. Within the getResource method the resourceSetImpl field is null, if called by E4Application.loadApplicationModel. Could you successfully start my test program and if so, could you explain me, which other bundles you did got from any other git project? I'll give it a second try during this weekend, but any hints from you before that would be very much appreciated.",2,3549,2016/2/17 18:25,2016/2/14 17:18,2016/2/14 21:25,4,MERGED,3,455,3,8,7,3,-1,1,2
1630,"Patch Set 2:Brian: (My apologies for the inappropriate ""Alex"") I checked now also the project eclipse.platform.runtime out which seemed to solve my startup problems and I can now run my test program. Two relevant observations from my Windows 7 machine:(a) The tool bar contribution (""Task!"") runs now and triggers the system task bar as expected. This fixes my most serious concern in regard to honoring the IProgressConstants2.SHOW_IN_TASKBAR_ICON_PROPERTY flag.(b) I can confirm that the system task bar is *not* yet triggered during the RCP startup process, there exists two reasons for this:(b.1) Previous 3.x Workbench code did enter in WorkbenchAdvisor.openWindows() a different code branch, because the lineIStatus status = myConfigurer[0].restoreState();could give a not-OK-status, this is no longer possible, because now WorkbenchConfigurer.restoreState() *always* returns OK_STATUS.(b.2) Now Workbench.createAndRunWorkbench does not wrap the splash handlers progress monitor using TaskBarDelegatingProgressMonitor.(b.3) My test program omits to set SHOW_PROGRESS_ON_STARTUP=true in the plugin_customization.iniTherefore my action items for this week end are:- Upload an improved test program that ensures that the startup presents progress on startup- Try to fix the second unwrapped progress monitorMy most serious concerns for this issue are fixing to honor IProgressConstants2.SHOW_IN_TASKBAR_ICON_PROPERTY. If I fail to complete my tasks during that weekend I would suggest to split the missing startup progress report using the system task bar into a second issue. Does that sound like a feasible approach?",2,3549,2016/2/19 21:17,2016/2/14 17:18,2016/2/14 21:25,4,MERGED,3,455,3,8,7,2,-2,-1,0
1634,"Patch Set 3:This commit removes again the previously restored TaskBarDelegatingProgressMonitor, because it has no effects, since during its invocation there is no OS window available to which the system task feedback could become visible. I needed to cleanup some generic warnings because their huge number made it nearly impossible to work within the Workbench class.",3,3549,2016/2/20 12:48,2016/2/14 17:18,2016/2/20 12:15,138,MERGED,3,347,3,5,7,1,-1,0,0
1635,"Patch Set 3:Thanks Daniel.  It took me ages but I was able to verify the functionality.  Could you back out the changes to Workbench.java: they look to be generalizations of the code, and should be done separately.",3,3549,2016/2/21 5:28,2016/2/14 17:18,2016/2/20 12:15,138,MERGED,3,347,3,5,7,1,-1,0,0
1632,"Patch Set 4:Brian: I agree that the Workbench changes should be handled elsewhere, the last commit should restore that.",4,3549,2016/2/21 10:35,2016/2/14 17:18,2016/2/21 10:32,161,MERGED,2,322,2,4,7,1,-1,0,0
1631,Project policy requires all submissions to be a fast-forward.Please rebase the change locally and upload again for review.,5,3549,2016/2/23 18:15,2016/2/14 17:18,2016/2/23 18:14,216,MERGED,2,322,3,6,7,1,-1,0,0
1633,"Patch Set 6:I had begun to wonder if StandardTrim was the right place for installing the TaskBarProgressMonitor. But given that the adviser controls whether the progress should be shown in the window, it seems reasonable.",6,3549,2016/2/26 21:20,2016/2/14 17:18,2016/2/23 18:15,216,MERGED,2,322,2,4,7,1,-1,0,0
1636,"Patch Set 1:Bitwise algebra has never been my forte... Can you explain/justify the behaviour change introduced by this patch, and give an example of a state that would get incorrectly attributed before and is now fixed? In the commit message ideally.",1,3557,2016/1/25 21:54,2016/1/25 21:02,2016/1/25 21:12,0,MERGED,1,34,3,6,3,1,-1,0,0
1637,"Patch Set 1:Sure, I've always had fun with bit banging! This is all too explicit for the commit message though.Ok, you start and you have a state, these states are bitmasks... the bitmask therefore can have 2 or N states at once.An example EXIT_TRACE == EXIT_ZOMBIE | EXIT_DEAD would not qualify as EXIT_DEAD... even though it should.with a switch, you would be forced to enumerate the powerset of the N values, so 1024 possible cases... this is not super testable.So we can check each bit one at a time. To do that, we make individual masks. A mask is a simple 1 shifted to the right position. Then you BITWISE and function between the said mask and the value. If this is 0, it means the bit was not present.I will update the commit message with an example, but I don't want to be this verbose in there unless you think it's necessary.",1,3557,2016/1/25 22:08,2016/1/25 21:02,2016/1/25 21:12,0,MERGED,1,34,3,6,3,3,-1,1,2
1638,"Patch Set 1:Yeah I understand bitmasks and such, thanks for the explanation though! :)Indeed, if these states are ""flags"", which means more than one can be active at the same time, it'd be better to use masks than a case/switch.I'm just saying the patch should be clear about what behaviour is being changed here. It's not clear if it's just a refactor or a bug fix.",1,3557,2016/1/25 22:14,2016/1/25 21:02,2016/1/25 21:12,0,MERGED,1,34,3,6,3,3,-1,1,2
1639,"Patch Set 3:Thanks for pointing it out, I did forget about it!Hmm, I didn't note it before, but adding new methods for things used in just one place doesn't seem really worth it, especially since it's just one line... You could just put a comment above each check:  /* Check if the thread is running */  if (state == 0) {    ...  /* Check if the thread is waiting */  } else if ((state & (LinuxValues.TASK_INTERRUPTIBLE |                       LinuxValues.TASK_UNINTERRUPTIBLE)) != 0) {    ...  /* Check if thread is dead */  } else if ((state & LinuxValues.TASK_DEAD) != 0;) {    ...  /* Unknown/unsupported state */  }┬áelse {    ...  }would be less function-call-spaghetti",3,3557,2016/2/26 2:05,2016/1/25 21:02,2016/1/25 23:04,2,MERGED,1,36,7,12,3,2,-1,1,1
1640,"Patch Set 3:> adding new methods for things used in just one place doesn't seem really worth it, especially since it's just one line...Adding new methods that can be eventually ported to the interface as default methods and are reflecting the Linux kernel file structure IMO is totally justifiable.Also, I very much disagree with adding comments to unclear code instead of making clear code. * The JVM is pretty smart, it will inline this, and the performance will be identitical.* These are private statics, you don't have to worry about inheritance surprises or whatnot. And if anyone ever does, we can re-use the checks. * It's also easier to follow a check like this.",3,3557,2016/2/26 15:41,2016/1/25 21:02,2016/1/25 23:04,2,MERGED,1,36,7,12,3,4,-2,1,2
1641,"Patch Set 3:I am able of course to be convinced, but I would need some arguments that are more than: this is not worth doing. Since it is already done.",3,3557,2016/2/26 15:45,2016/1/25 21:02,2016/1/25 23:04,2,MERGED,1,36,7,12,3,1,-1,0,0
1642,Patch Set 3: Code-Review+2Such small utility functions are quite common in the linux code base. I like it.,3,3557,2016/2/26 18:13,2016/1/25 21:02,2016/1/25 23:04,2,MERGED,1,36,7,12,3,2,-1,1,1
1643,Patch Set 3:(1 comment)I know this has been cherry-pick so it's too late for -1 but...,3,3557,2016/2/26 19:52,2016/1/25 21:02,2016/1/25 23:04,2,MERGED,1,36,7,12,3,1,-1,0,0
1644,Patch Set 3: Code-Review+2 Verified+1Can be submitted once the Platform Text change is submitted.,3,3561,2016/2/26 14:48,2016/2/22 11:48,2016/2/26 13:39,97,MERGED,6,14,3,5,3,1,-1,0,0
1645,Patch Set 3: Code-Review-1 Verified+1Looks good except for the instanceof checks against interfaces that are only needed in our implementation.,3,3562,2016/2/26 14:49,2016/2/22 11:48,2016/2/26 14:18,98,MERGED,6,45,2,3,4,1,-1,0,0
1646,"Patch Set 1: Verified-1We'll need to file a CQ for com.spotify.docker.client 3.3.1. Also for some reason dockerhub seems to be defaulting to v2 responses despite having set a configuration for v1, so I'll have to see what's happening here.",1,3572,2016/2/16 16:43,2016/2/16 15:55,2016/2/16 16:10,0,MERGED,5,38,2,4,4,1,-1,0,0
1647,Patch Set 1:This patch provides new icons for the new reverse debugging modes.  I felt the original icons were not very descriptive.  I tried to come up with something that the user could remember more easily.Let me know what you think?,1,3597,2016/2/25 20:44,2016/2/25 20:39,2016/2/25 20:39,0,MERGED,9,8,4,8,1,1,-1,0,0
1652,Patch Set 1:I *think* we need to update the pom.xml of clientbuilder with something like  <repositories>    <repository>      <id>platform-repo</id>      <layout>p2</layout>      <url>${platform-repo.url}</url>    </repository>    <repository>      <id>orbit-repo</id>      <layout>p2</layout>      <url>${orbit-repo.url}</url>    </repository>    <repository>      <id>jetty-repo</id>      <layout>p2</layout>      <url>${jetty-repo.url}</url>    </repository>  </repositories>,1,3599,2016/2/18 9:11,2016/2/18 9:05,2016/2/18 9:05,0,MERGED,3,15,3,4,5,1,-1,0,0
1657,"Patch Set 2:The failure is because of AstRoot class, which is in not exported package ""org.mozilla.javascript.ast"". I fixed this in .classpath and it's working in IDE... but obviosly not with Maven build.",2,3599,2016/2/18 9:30,2016/2/18 9:05,2016/2/18 9:22,0,MERGED,4,35,3,8,5,1,-3,-1,-2
1658,"Patch Set 2:I think the goal is to remove the ""extra-dependencies"" repo and to use Orbit repo directly.",2,3599,2016/2/18 9:50,2016/2/18 9:05,2016/2/18 9:22,0,MERGED,4,35,3,8,5,1,-1,0,0
1648,"Patch Set 4:Yes, it's true. My main motivation was to be able to use the bundle provided by Orbit and to slowly fade out the annoying extra-dependencies repository. But now it looks like it is more complicated than expected...I was quickly looking into the MANIFEST.MF, and if I'm not really mistaken the required package is exported:Export-Package: about_files,org.mozilla.classfile,org.mozilla.javascri pt,org.mozilla.javascript.annotations,org.mozilla.javascript.ast,...So... the question remains, why is the build really failing?",4,3599,2016/2/18 10:29,2016/2/18 9:05,2016/2/18 10:26,1,MERGED,3,29,3,7,5,2,-3,-1,-1
1649,"Patch Set 4:(In reply to comment #11)> So... the question remains, why is the build really failing?Caused by: java.lang.NoSuchMethodError: org.mozilla.javascript.Parser.parse(Ljava/io/Reader;Ljava/lang/String;I)Lorg/mozilla/javascript/ast/AstRoot;",4,3599,2016/2/18 10:32,2016/2/18 9:05,2016/2/18 10:26,1,MERGED,3,29,3,7,5,1,-4,-1,-3
1650,Patch Set 4:I'm using the same org.mozilla.javascript_1.7.5.v201504281450.jar library in my IDE.,4,3599,2016/2/18 10:33,2016/2/18 9:05,2016/2/18 10:26,1,MERGED,3,29,3,7,5,1,-1,0,0
1651,"Patch Set 4:I think I got it. In ""org.eclipse.rap.rwt\pom.xml"" there is a reference:<dependency>   <groupId>rhino</groupId>   <artifactId>js</artifactId>   <version>1.6R7</version>   <scope>compile</scope></dependency>the latest version in http://repo.maven.apache.org/maven2/rhino/js/ is 1.7R2, but it also throws the same error. There is no 1.7.5 available there.",4,3599,2016/2/18 11:00,2016/2/18 9:05,2016/2/18 10:26,1,MERGED,3,29,3,7,5,1,-2,-1,-1
1653,Patch Set 5:OK... the problem now is well known: Failed to create a temp file on /home/hudson/genie.rap/.hudson/jobs/rap-head-runtime-gerrit/workspace :-(,5,3599,2016/2/18 11:30,2016/2/18 9:05,2016/2/18 11:03,1,MERGED,4,37,5,15,5,1,-3,-1,-2
1654,"Patch Set 5:As a manual verification, would it make sense to compare the output of the compressor before and after the change?",5,3599,2016/2/18 15:46,2016/2/18 9:05,2016/2/18 11:03,1,MERGED,4,37,5,15,5,1,-1,0,0
1655,"Patch Set 5:(In reply to comment #17)> Patch Set 5:> > As a manual verification, would it make sense to compare the output of the> compressor before and after the change?I've already did that before pushing the change - the client.js file is identical. Controls Demo works fine.",5,3599,2016/2/18 15:57,2016/2/18 9:05,2016/2/18 11:03,1,MERGED,4,37,5,15,5,3,-1,1,2
1656,"Patch Set 5: Code-Review+2 Verified+1I checked a local build on my notebook and compared the output with a build from the master branch, including the output of the compressor. Everything looked good to me.",5,3599,2016/2/19 11:01,2016/2/18 9:05,2016/2/18 11:03,1,MERGED,4,37,5,15,5,2,-1,1,1
1659,"Patch Set 2:> I've fixed the gerrit build for ""maven-plugins"". It should be > better nowDo you have anything against pushing it?",2,3614,2016/2/18 17:19,2016/2/18 13:53,2016/2/18 14:26,0,MERGED,2,12,3,10,3,1,-1,0,0
1660,"Patch Set 2:Not yet in the framework, it is only proposed to be available as a convenience for any plug-in (internal or external) that might have a use for it.",2,3619,2016/1/27 15:02,2015/11/13 19:59,2016/1/25 18:06,1750,MERGED,2,140,4,5,10,1,-1,0,0
1661,Patch Set 2: Code-Review+1- I heard that isset() is faster than in_array()- The refactor of preg_match() in loop should help too,2,3630,2016/2/16 16:44,2016/2/14 11:24,2016/2/16 15:15,51,MERGED,1,211,4,11,2,1,-1,0,0
1662,"Patch Set 2: Code-Review+2 Verified+1Nightly build N20160217-0200 took 2h 24min, It will be expected to complete without trouble in shorter time.",2,3630,2016/2/17 15:47,2016/2/14 11:24,2016/2/16 15:15,51,MERGED,1,211,4,11,2,1,-1,0,0
1663,"Patch Set 2: -Code-Review -Verified> Nightly build N20160217-0200 took 2h 24min, It will be expected to > complete without trouble in shorter time.But now I will try in the final check",2,3630,2016/2/17 15:58,2016/2/14 11:24,2016/2/16 15:15,51,MERGED,1,211,4,11,2,1,-1,0,0
1664,AbandonedI notice some mistale in array definition. I will re-present code more correct.,2,3630,2016/2/18 12:37,2016/2/14 11:24,2016/2/16 15:15,51,MERGED,1,211,4,11,2,1,-1,0,0
1669,"Patch Set 1:Q: The annotations are also included in org.eclipse.osgi.services bundle. Would that be sufficient at runtime? AFAIK it's in all Eclipse distributions.I also think that including the annotations source might require a separate CQ. Could be an easy (re-use, subset) one, though.",1,3637,2015/9/11 13:12,2015/9/11 2:14,2015/9/11 2:40,0,MERGED,41,4813,3,5,8,1,-2,-1,-1
1670,"Patch Set 1:> Q: The annotations are also included in org.eclipse.osgi.services > bundle. Would that be sufficient at runtime? AFAIK it's in all > Eclipse distributions. >  > I also think that including the annotations source might require a > separate CQ. Could be an easy (re-use, subset) one, though.You're right -- this entire bundle isn't needed if org.eclipse.osgi.services can be used. I just have to figure out how to add that package (and only that package) to the permanent build path. I think modifying the Plug-in Dependencies container (in org.eclipse.pde.core) would do the trick. That can be handled after initial contribution.I'm going to remove org.eclipse.pde.ds.annotations.lib from the changeset.",1,3637,2015/9/11 15:02,2015/9/11 2:14,2015/9/11 2:40,0,MERGED,41,4813,3,5,8,1,-2,-1,-1
1667,"Patch Set 3:(7 comments)Looks good, super minor comments inlined.As PDE uses the Eclipse formatter, maybe you also want to switch to the Eclipse formatter?In general this functionality would also require tests, are you planning to add also a test bundle for this?",3,3637,2015/12/15 12:58,2015/9/11 2:14,2015/12/15 12:13,2289,MERGED,29,4453,3,4,8,2,-1,1,1
1668,"Patch Set 3:> As PDE uses the Eclipse formatter, maybe you also want to switch to > the Eclipse formatter?Do you mean to reformat using Eclipse formatter? I have Formatter set to Eclipse but don't automatically reformat changes. > In general this functionality would also require tests, are you > planning to add also a test bundle for this?Yes, I'm working on the unit tests -- thanks!",3,3637,2015/12/17 18:12,2015/9/11 2:14,2015/12/15 12:13,2289,MERGED,29,4453,3,4,8,3,-1,1,2
1666,"Patch Set 4:This contribution is over 1000 lines of code and a CQ may be needed[1].Project committers, please confirm if a CQ is needed by replying to this comment (in Gerrit), leaving the quote intact, and Genie will automagically create a CQ.[1] https://eclipse.org/legal/EclipseLegalProcessPoster.pdf.-genie:cq",4,3637,2015/12/17 18:06,2015/9/11 2:14,2015/12/17 18:06,2343,MERGED,29,4440,4,5,8,1,-1,0,0
1665,Patch Set 8:Build failure are only test errors. See https://bugs.eclipse.org/bugs/show_bug.cgi?id=468461,8,3637,2016/2/18 19:26,2015/9/11 2:14,2016/2/18 19:26,3857,MERGED,29,4440,3,5,8,1,-3,-1,-2
1671,"Patch Set 1:> does it work instead by adding it do the tycho-eclipserun dependencies?It's not the tycho-eclipserun goal that fails, it's the ""generate-documentation"" one, which uses maven-antrun-plugin.(Btw there is still a warning about ""task.properties cannot be found"", but I think that's due to the tycho-eclipserun goal, since we don't define compile_classpath for that one. However since the build.index target doesn't need that property so it doesn't break anything).Unless you are talking about adding a <dependency> block like the others that are already there for the maven-antrun plugin? As far as I can tell these are ""base Maven"" dependencies, not p2 ones. The wikitext.core.ant we need is in a p2 repo. I did find some wikitext stuff in Maven central, but it's at version 0.9.something so I'm guessing this is just a very old version we shouldn't use anymore.",1,3647,2016/2/18 0:34,2016/2/17 22:51,2016/2/17 22:55,0,MERGED,5,5,4,10,1,1,-3,-1,-2
1672,"Patch Set 1:> Unless you are talking about adding a <dependency> block like the others that are already there for the maven-antrun plugin?Ok nevermind, these are just to define the dependencies of the maven-antrun-plugin itself, like to give a specific version:https://maven.apache.org/guides/mini/guide-configuring-plugins.html#Using_the_dependencies_TagHowever, I notice maven-antrun-plugin 1.8 pulls in Ant 1.9.4 now, so we can drop these overrides, right?",1,3647,2016/2/18 0:47,2016/2/17 22:51,2016/2/17 22:55,0,MERGED,5,5,4,10,1,1,-1,0,0
1673,Patch Set 1:I've pushed https://git.eclipse.org/r/#/c/66781/ to remove the Ant version overrides. I'll let you judge if that's a good idea or not ;),1,3647,2016/2/18 0:54,2016/2/17 22:51,2016/2/17 22:55,0,MERGED,5,5,4,10,1,1,-1,0,0
1674,"Patch Set 1:sorry, I got my ""ugly ant hacks"" mixed up. I guess we could convert it to use eclipserun + ant application so that it figures out the dependencies. But that can be done separately.",1,3647,2016/2/18 3:19,2016/2/17 22:51,2016/2/17 22:55,0,MERGED,5,5,4,10,1,1,-1,0,0
1675,Patch Set 1: Code-Review+1==Code Review==Looks good to me.==Smoke tests==Create project.Create diagrams.==Functional tests==Create some transitions with restore links.,1,3653,2016/2/18 13:31,2016/2/4 14:57,2016/2/18 13:03,334,MERGED,2,22,4,8,1,1,-1,0,0
1676,Patch Set 1:waiting a review from Fanch to check the backport works fine on streams/1.1-maintenance,1,3653,2016/2/18 16:16,2016/2/4 14:57,2016/2/18 13:03,334,MERGED,2,22,4,8,1,3,-1,1,2
1677,"Patch Set 1:This contribution is over 1000 lines of code and a CQ may be needed[1].Project committers, please confirm if a CQ is needed by replying to this comment (in Gerrit), leaving the quote intact, and Genie will automagically create a CQ.[1] https://eclipse.org/legal/EclipseLegalProcessPoster.pdf.-genie:cq",1,3661,2016/2/17 1:17,2016/2/17 1:16,2016/2/17 1:16,0,MERGED,3563,678372,3,4,6,1,-1,0,0
1679,"Patch Set 1: Code-Review-1The cache activation in Neon might impact all CNF users and not only Sirius. I think the change should be documented and also the fact that if a triggerPoint/possibleChildren expression uses propertyTester which are dynamic, CNF extenders will have to listen to their changes in order to invalidate the cache. This appear like a regression to us: we use a CNF extension point and nothing tells us that property tester cannot be dynamic. When we use  org.eclipse.ui.menus extension point, there is nothing to do to keep this dynamic aspect of property tester(used in visibleWhen expressions for example)I still wonder if this a good idea to cache test expression results and ask implementers/extenders to invalidate the cache. Might you decide to invalidate the cache on refresh/update of the CommonViewer ? Then between to update/refresh, the test evaluation result should be consistent and stay cached.",1,3667,2016/2/12 10:26,2016/2/11 1:51,2016/2/11 1:53,0,MERGED,2,14,3,9,3,2,-2,-1,0
1680,"Patch Set 1:> Might you decide to invalidate the cache on refresh/update of the CommonViewer ?Invalidating the cache on refresh is a possibility, but to preserve cache effectiveness it should probably be limited to the refresh of the viewer input. Invalidating cache on update is probably not a good idea since update is intended to be lightweight operation.",1,3667,2016/2/12 21:04,2016/2/11 1:51,2016/2/11 1:53,0,MERGED,2,14,3,9,3,1,-2,-1,-1
1681,"Patch Set 1:I agree on the update case.  But when you call the refresh of the viewer input or directly on one specific entry point, you expect that the whole structure might change, and the cache might have to be invalidated in order to obtain the expected result.",1,3667,2016/2/15 8:23,2016/2/11 1:51,2016/2/11 1:53,0,MERGED,2,14,3,9,3,1,-1,0,0
1682,Patch Set 1:Would invalidating the cache on any refresh call allow existing Sirius code to work without any changes?,1,3667,2016/2/15 20:05,2016/2/11 1:51,2016/2/11 1:53,0,MERGED,2,14,3,9,3,1,-1,0,0
1683,"Patch Set 1:Hi Sergey, I launched our failing tests with CommonViewer modified to call the cache invalidation at the beginning of the refresh and they are ok. Then I tried some fast manual checks and everything lokked good.",1,3667,2016/2/16 8:45,2016/2/11 1:51,2016/2/11 1:53,0,MERGED,2,14,3,9,3,2,-3,-1,-1
1678,"Patch Set 2:In Sirius, this change is sufficient as we do not provide roots for our CNF view or for the Project Explorer. But I wonder if you might not keep the cache invalidation  in: . NavigatorContentService.update (for (de/re/)activation of extensions) . NavigatorContentService.updateService() called on input changed because of the (re)computation of the rootContentProviders which might be bound by their viewerContentBinding with isRoot set to true, or by the trigger points expression.Regards, Maxime",2,3667,2016/2/17 8:23,2016/2/11 1:51,2016/2/16 23:09,141,MERGED,2,31,3,5,3,1,-1,0,0
1684,Patch Set 1: Code-Review+1==Code Review==OK==Smoke tests==diagram creation: okproperties view: okmodel creation: ok==Functional tests==Test of message sort change on all available message type in palette: ok==Boundaries tests==created message have the good sort type.,1,3674,2016/1/20 13:18,2016/1/18 15:09,2016/1/18 15:09,0,MERGED,6,804,5,7,1,2,-1,1,1
1685,Patch Set 2: Code-Review+2This is similar to bug 307209.  We should use the same code for opening the zip file.,2,3675,2016/2/18 14:15,2016/2/18 4:10,2016/2/18 14:12,10,MERGED,1,7,2,4,3,1,-1,0,0
1687,Patch Set 1: Code-Review-1(12 comments)==Code Review==Some code refactor needed.==Smoke tests==Create project and model.Create a class.Associate css to an object.==Functional tests==Manage the Oval css style with link lf.==Remarks==This resolve JUnit tests failed.,1,3681,2016/1/29 12:28,2016/1/28 8:42,2016/1/28 9:54,1,MERGED,6,822,3,4,3,2,-3,-1,-1
1686,Patch Set 3: Code-Review+1==Code Review==Code looks good to me.==Smoke tests==Create project and model.Create a class.Associate css to an object.==Functional tests==Manage the Oval css style with link lf.==Remarks==This resolve JUnit tests failed.,3,3681,2016/2/16 13:46,2016/1/28 8:42,2016/2/9 13:15,292,MERGED,5,818,4,6,3,2,-3,-1,-1
1690,"Patch Set 2: Code-Review-1(1 comment)There are a lot of commented codes into AbstractPasteTest.I know that it is not your modification, but could you please check with the owner if those lines can be deleted.",2,3682,2016/1/14 17:00,2016/1/5 14:41,2016/1/14 10:29,211,MERGED,8,372,2,3,8,1,-1,0,0
1689,Patch Set 4: Code-Review-1==Code Review==Code is ok.==Smoke tests==Create new model: okCreate table: ok==Functional tests==use case: okundo/redo/undo: okundo/undo: KO an out of bounds occurs,4,3682,2016/1/28 16:04,2016/1/5 14:41,2016/1/28 10:46,548,MERGED,8,470,3,4,8,1,-1,0,0
1688,Patch Set 5: Code-Review+1==Code Review==Code is ok to me.==Smoke tests==project creation: oktable creation: okproperties view: ok==Functional tests==classtrtable creation: okpaste: okundo: okredo:ok,5,3682,2016/2/16 16:56,2016/1/5 14:41,2016/2/11 8:36,881,MERGED,8,470,2,3,8,1,-1,0,0
1691,Patch Set 3: Code-Review+1==Code Review==Looks good to me.==Smoke tests==- Create project.- Create diagrams.==Functional tests==- Create some transitions with restore links.,3,3685,2016/2/18 12:02,2016/2/4 14:57,2016/2/10 13:54,142,MERGED,2,22,4,7,3,1,-1,0,0
1692,Patch Set 3: Cherry PickedThis patchset was cherry picked to branch streams/1.1-maintenance as commit 69f6113bd79ee1e4d0c3dc30b7399c5b8f83fd30,3,3685,2016/2/18 13:03,2016/2/4 14:57,2016/2/10 13:54,142,MERGED,2,22,4,7,3,1,-1,0,0
1693,"Patch Set 1:This contribution is over 1000 lines of code and a CQ may be needed[1].Project committers, please confirm if a CQ is needed by replying to this comment (in Gerrit), leaving the quote intact, and Genie will automagically create a CQ.[1] https://eclipse.org/legal/EclipseLegalProcessPoster.pdf.-genie:cq",1,3686,2016/2/8 10:58,2016/2/8 10:57,2016/2/8 10:57,0,MERGED,21,3834,3,3,2,1,-1,0,0
1694,"Patch Set 1: Code-Review-1The classes ""GenerateHandlers.java"" and ""GenerateTypes.java"" must not be modified",1,3686,2016/2/9 15:03,2016/2/8 10:57,2016/2/8 10:57,0,MERGED,21,3834,3,3,2,1,-1,0,0
1695,Patch Set 1: Code-Review+1==Code Review==Code is ok to me.==Smoke tests==project creation: okdiagram creation: okproperties view: oktable creation: ok==Functional tests==error reproduce without patch can be with it: ok==Boundaries tests==assign value: ok,1,3690,2016/2/17 9:33,2016/2/11 14:29,2016/2/11 14:29,0,MERGED,2,1320,3,4,2,2,-1,1,1
1696,Patch Set 1: Code-Review+1==Code Review==code is ok.==Smoke tests==table creation: okproperties view: ==Functional tests==Label is well renamed.,1,3693,2016/2/16 10:45,2016/2/10 8:29,2016/2/10 8:29,0,MERGED,1,1,5,7,1,1,-1,0,0
1697,"Patch Set 2: Code-Review+1==Code Review==Code is ok, must work fine. No need to be tested.==Functional tests==nothing to test.",2,3694,2016/2/16 15:50,2016/2/10 9:56,2016/2/10 10:17,0,MERGED,1,28,5,7,2,3,-1,1,2
