ID,Overall,Text
3473,1,"Patch Set 14:> > Users, whom code we would like to remain compatible >  > Actually, those users are just the query backend implementations, > Rete and LS. I think the same argument can go for them: we can > break compatibility with them if we need to. And I guess, we want to eventually propagate this API instead of NavigationHelper for users who want to have Base index access, but no pattern matchers... Or do we? > > think hard whether we need anything else from the runtime context > in order to stabilize it for future versions. >  > Shouldn't we still have an AQRC, even an empty one, for adding > non-breaking changes in the future?We will have an AQRC with some basic functionality; but that can only be used to add _new_ functionality with clear default behaviour (e.g. optional features). If we want to remove functionality, or redirect existing ones, the issue will not be so easy. > I do have future ideas: Requesting binding-specific indexing > services, e.g. requesting that all instances are indexed for > retrieval based on the first variable. The point is, it is very > cheap to provide this service e.g. for EReferences in the forward > direction: the enumeration query can be answered by an eGet(), so > the backend might get by without actually indexing edge instances. > Of course, somehow the planner should be made aware of this > asymmetry in cost, so we probably need some performance indicators > in the meta context as well.Can we provide a default implementation for this feature based on current functionality? Can the existing behaviour work further with the new API (e.g. do we want to deprecate the old methods when we use this)? If both question is answered with yes, we can add it later when we plan to use/implement it without breaking existing index implementations."
3474,1,"Patch Set 14:> > Actually, those users are just the query backend implementations, > > Rete and LS. I think the same argument can go for them: we can > > break compatibility with them if we need to. >  > And I guess, we want to eventually propagate this API instead of > NavigationHelper for users who want to have Base index access, but > no pattern matchers... Or do we?Hmm, that's news to me. It does make some sense to offer this generic API that works with any supported matcher scope; but I think for EMF in particular, the NavigationHelper API (or a future version of it) is more user friendly.Even if we promote the IQRC to end-users in the future, that's hardly an argument to breaking compatiblity now. > Can we provide a default implementation for this feature based on > current functionality? I am not sure what to say. The ""seed"" parameter is already there for the enumerate/count/contains methods. The new functionality would just be that indexing services could be requested for specific bitvectors (which parts of the seed will be given?) as opposed to the entire input key. I believe the default implementation could just request that the whole key be indexed - it would be functionally correct, though it would not bring the performance benefits.> Can the existing behaviour work further with the new API (e.g. do we want to deprecate the old methods when we use this)?Yes and maybe. But we could also remove the old methods and change entirely to the more refined ones."
3475,1,"Patch Set 14:Ok, lets step back a bit here: who are the implementors and the users of the IQueryRuntimeContext API? Implementors are the Scope providers, and users backend providers? Is this correct? Rete and LS are not problematic, as they are developed in parallel with this API, so they can keep up with the API.The important question is, do we consider the chance that anyone else would implement some query backend in the future that will not be developed in VIATRA? If there won't be anyone, we should close down this API, and then the entire conversation will be moot, and we should indeed consider only the implementors of scopes.However, and I believe, this is the case, if we want to have an API for externals to provide backend implementations, the IQueryRuntimeContext API should remain compatible for both users and implementors, and appropriate steps should be taken to avoid breakage (e.g. the methods there will be in 1.4 should be stable enough). > Even if we promote the IQRC to end-users in the future, that's > hardly an argument to breaking compatiblity now.We have already broken compatibility. By adding new methods to the interface that was implemented directly by scope providers they have to be updated. The only thing we can do is avoid the users of the interface to break as well. > > Can we provide a default implementation for this feature based on > > current functionality? >  > I am not sure what to say. The ""seed"" parameter is already there > for the enumerate/count/contains methods. The new functionality > would just be that indexing services could be requested for > specific bitvectors (which parts of the seed will be given?) as > opposed to the entire input key. I believe the default > implementation could just request that the whole key be indexed - > it would be functionally correct, though it would not bring the > performance benefits.Ok, this means, if we want to add this feature in the future, we could add this without API breakage. This means, we can wait until somebody explicitly wants to use such a functionality to add it. > > Can the existing behaviour work further with the new API (e.g. do > we want to deprecate the old methods when we use this)? >  > Yes and maybe. But we could also remove the old methods and change > entirely to the more refined ones.That is my main point: we should not remove/change old methods from an API (if it is an API), but should aim not to have to change them."
3480,1,Patch Set 4:(8 comments)Sorry for my belated response. See my comments below.
3482,0,"Patch Set 4:> I know I am a bit late to the party, but I think if we have orthogonal variants of indexing ""levels"" then we shouldn't try to implement it as a scale (none < statistics <? notifications < both < full) and should instead treat them as flags (statistics, notifications, instances).On the indexing API, this does make a lot of sense, and it would definitely be more future-proof. However, on the implementation side (the actual base index), the concerns are not truly orthogonal (e.g. if we have 'instance' indexing, we get stats and notifications practically for free), so there are only really these 5 modes of operation. The nontrivial part of the lattice logic must be provided somewhere (e.g. if matcher backend A requests instance and notification indexing, we do nothing when backend B later requests stats). So with a bit more work, we could probably have ├übel's service flags on the IQRC API, and the indexing level enum or something equivalent in the base index itself. Is it worth it?Also, what's the nicest way to provide the 'flags'? @Data class with three boolean fields? EnumSet for a three-valued enum representing the three services? Constants with values 0b001, 0b010 and 0b100 that can be binary OR-ed, like in the good old times?"
3483,1,"Patch Set 4:> On the indexing API, this does make a lot of sense, and it would > definitely be more future-proof. However, on the implementation > side (the actual base index), the concerns are not truly orthogonal > (e.g. if we have 'instance' indexing, we get stats and > notifications practically for free), so there are only really these > 5 modes of operation.I agree, the indexing API should future-proof and the backend independent interface should not use an enum that is currently defined based on EMF specifics (i.e. how the base index behaves wrt. free notifications with availability of instances). > The nontrivial part of the lattice logic must be provided somewhere > (e.g. if matcher backend A requests instance and notification > indexing, we do nothing when backend B later requests stats). So > with a bit more work, we could probably have ├übel's service flags > on the IQRC API, and the indexing level enum or something > equivalent in the base index itself.Yes, I think the specific Enum can be pushed down to that level (especially considering Gabor's comments about reregistration. > Is it worth it?Regardless of the design, changing IQueryRuntimeContext should be done with extreme care.I think from the user side of the API, we need the following:- is a given input key indexed with the given level?- ensure given key is indexed with the given level! (if I understand correctly, calling this multiple times inside coalesceTraversals will ensure that the actual computation happens at the same timeThis way, the ""user"" (Rete and local search) doesn't care about lattices and joins, it only specifies what levels it wants. Then, if we are 100% sure that these levels are only statistics, notifications and instances, we can have an enum with those three values (without none and both). Otherwise, make it an interface similar to IInputKey (note how a given implementation checks whether a given key is valid for a give context)."
3484,1,"Patch Set 4:> > On the indexing API, this does make a lot of sense, and it would > > definitely be more future-proof. However, on the implementation > > side (the actual base index), the concerns are not truly > orthogonal > > (e.g. if we have 'instance' indexing, we get stats and > > notifications practically for free), so there are only really > these > > 5 modes of operation. >  > I agree, the indexing API should future-proof and the backend > independent interface should not use an enum that is currently > defined based on EMF specifics (i.e. how the base index behaves > wrt. free notifications with availability of instances). >  > > The nontrivial part of the lattice logic must be provided > somewhere > > (e.g. if matcher backend A requests instance and notification > > indexing, we do nothing when backend B later requests stats). So > > with a bit more work, we could probably have ├übel's service flags > > on the IQRC API, and the indexing level enum or something > > equivalent in the base index itself. >  > Yes, I think the specific Enum can be pushed down to that level > (especially considering Gabor's comments about reregistration. >  > > Is it worth it? >  > Regardless of the design, changing IQueryRuntimeContext should be > done with extreme care. > I think from the user side of the API, we need the following: > - is a given input key indexed with the given level? > - ensure given key is indexed with the given level! (if I > understand correctly, calling this multiple times inside > coalesceTraversals will ensure that the actual computation happens > at the same time >  > This way, the ""user"" (Rete and local search) doesn't care about > lattices and joins, it only specifies what levels it wants. Then, > if we are 100% sure that these levels are only statistics, > notifications and instances, we can have an enum with those three > values (without none and both). Otherwise, make it an interface > similar to IInputKey (note how a given implementation checks > whether a given key is valid for a give context).I understand your concerns. It is clear that the API should reflect the services provided by the base indexer, and the IndexingLevel enum approaches this concept from the implementation side. After reading your comments, I think it would be better to use flags on the API, and the indexing level would remain specific to the NavigationHelper. The flags could be unambiguously transformed to the base indexer levels by the IQRC implementation. For flags, using bitfields or @Data classes are either acceptable in my opinion.What do you think about this approach?"
3485,0,"Patch Set 4:Bal├ízs: I'm satisfied with your plan. Do we have the time budget for it? P.S. I would prefer EnumSet over bitfield, with an enum like IndexerService {STATISTICS, NOTIFICATION, INSTANCES}."
3486,1,"Patch Set 4:The problems you are mentioning here are very much inline what I was saying in I398c168fafe5f6c510aa53b8d6068564a3db3f4a about the current state of enum usage.To sum up, clients should request a kind of ""minimum indexing level"", e.g. stats should be available for this and notifications for that, etc. and it should be the indexers responsibility to calculate the correct inner behavior (e.g. if a type is already instance-indexed, the stat indexing status should be true by default). > Also, what's the nicest way to provide the 'flags'? @Data class > with three boolean fields? EnumSet for a three-valued enum > representing the three services? Constants with values 0b001, 0b010 > and 0b100 that can be binary OR-ed, like in the good old times?Lets not do constant values, they are night impossible to use as a client, see SWT... On the other hand, EnumSet seems nice to me."
3487,0,"Patch Set 4:I aggree with using EnumSet, if ├übel has no objections, then it is settled. G├íbor: I believe we must make time for it, a good API is essential. Zolt├ín: Do we want to include the API change in 1.3?"
3491,0,Patch Set 1:(5 comments)I have started writing my comments before Patchset 2 arrived; I have seen those changes and they are fine by me.
3493,0,"Patch Set 13: Code-Review+1Sorry for the late review, looks good to me."
3500,0,"Patch Set 3: Code-Review+1(1 comment)Looks fine by me; I had only one minor formatting issue.However, I would like to hear what G├íbor thinks about this as well."
3508,0,Patch Set 16: Code-Review+1Looks good to me. Thanks for the good work.
3516,1,Patch Set 1:> We should remove EclipseBannerPic and Idea.jpg... Those are 2001-era images.That doesn't mean they are unused.See e.g. https://www.eclipse.org/jdt/core/dev.phpand https://www.eclipse.org/jdt/core/r3.0/main.htmlPlease don't wait another week with restoring these images. You can delete some of them in a separate bug (after searching for references and maybe checking the server logs).
3541,0,Patch Set 1: Code-Review+1may you nmerge this little contribution.usefull for sysml and designer.thanks
3548,1,"Patch Set 1:Shall I contribute a new patch with joined lines?  After all, this is not code in the first place, and there are so many lines because each attribute is on a separate line. It's silly to waste the IP staff time on this."
3549,1,"Patch Set 1:> Shall I contribute a new patch with joined lines?  After all, this > is not code in the first place, and there are so many lines because > each attribute is on a separate line. It's silly to waste the IP > staff time on this.According to the EclipseLegalProcessPoster.pdf (comment 2), CQ is required for all content including XML files. I think joining the lines to reduce the line count to < 1000 would make the file less readable/maintainable.I'll create a CQ and explain to the IP team what the file is about. This can lower their effort"
3564,0,"Patch Set 6: Code-Review+1Hi Martin,thanks for the new PS. Looks good! I only did a minor rename and updated the copy-right header in one file. Thanks!"
3566,0,Patch Set 1:(2 comments)Thanks for the fix! Looks good! Only a few minor questions inline.
3567,0,"Patch Set 1:(2 comments)Hello Philip,Thank you for your review! I made some changes to address your comments."
3576,1,"Patch Set 2: Code-Review+2 Verified+1well then if we are agree, let's merge! Alex, I will press on submit tomorrow mourning unless there are objections. I think this addresses our concerns, it's clearer and opening up the path for some very interesting features down the road. (re-usable handlers and such)"
3577,1,"Patch Set 2: Code-Review+1lgtmdefault methods sure are useful, that would be a pain to change if it broke the API every time."
3578,0,Patch Set 2:Thank you! New LTTng event matching down the road!
3580,1,"Patch Set 1:(1 comment)It's the way I see it, but I may be wrong..."
3591,1,"Patch Set 3:sorry, I misclicked and accidentally rebased."
3596,1,"Patch Set 1:(1 comment)Some comments, I'm sorry I didn't see the review"
3602,1,"Patch Set 3: Code-Review-1(7 comments)Some commentsWorks well for Ctf traces, fails miserably with any other trace type ;-)"
3606,0,"Patch Set 6:I updated the javadocs a bit. But this is getting good! I'll try it with a few traces, just to see if 16 is the right number and not too low in general... anyway..."
3607,0,"Patch Set 7: Code-Review+1 Verified+1Fine with me, for what I tested. 16 may be a bit low now, but I prefer it too low than too high. If someone has a better suggestion for the number, then go ahead, but the functionality is as advertised and it is really cool to have an idea of the progress going on."
3608,0,Patch Set 7: Code-Review+1I am fine with the change.
3619,0,"Patch Set 4:> > Should there be a test for this? Maybe an existing one can be > > augmented to make sure the channel info is populated? >  > I augmented an existing one, I think this is enough coverage. If > you think otherwise, please let me know :) >  > Also, I was wondering if the fields should be named > numberOfDiscardedEvents and numberOfLostPackets, since we are > storing a numbers and not actual events or packets. The methods > getDiscardedEvents and getLostPackets might be misleading, what do > you think?I think using numberOfDiscardedEvents and numberOfLostPackets is a good idea"
3628,0,Patch Set 6:> I just updated the commit messageThank you! :)
3629,0,"Patch Set 6:I just noticed that there is a section ""Properties View"" in the documentation that could be updated. Could you add the new properties there? Everything else looks good!"
3640,1,"Patch Set 2:- I'd be OK if the two variants of Utils.drawText() that perform trimming would be changed to trim using an ellipsis.- The averageCharWidth can't be cached in Utils, it is different for every font. But the Utils shouldn't need it, it uses textExtent().- The early exit based on the bounds width should remain in the view implementations, that's what is using the averageCharWidth.- The cached averageCharWidth in the views probably does not take into account the different fonts when zooming vertically, however it's only used as a width treshold, maybe it's OK?- It's much too costly in Linux GTK to get the averageCharWidth (and/or font metrics) from the GC for every drawing operation."
3642,0,"Patch Set 3: Code-Review+1 Verified+1(1 comment)Looks good, minor comment if you wish to update it."
3646,0,"Patch Set 3:I confirm this makes a big difference on the C++ traces I deal with on a daily basis, where templates names can get really really long :)It would be nice to get the bisection implemented to scan in logaritmic time (instead of linear), but maybe that can come later?"
3647,0,"Patch Set 3:it would be great in any case to get this in ASAP, it is very easy to make get TraceCompass on its knees without this patch (scrolling can get as slow as 1 frame every 10 seconds)"
3648,0,"Patch Set 3:> It would be nice to get the bisection implemented to scan in logaritmic time (instead of linear), but maybe that can come later?Sure, that can always be added afterwards. This patch already* adds the ellipsis-adding logic in the Utils class* changes the iteration from backwards to forwardsWhich is already a big change! But future optimizations are always possible."
3657,1,Patch Set 8:I think it would be good to get this in soonish because it is causing a lot of build failures.
3670,0,"Patch Set 4:I can confirm this helps speed up the UI, especially with big traces. Can we get this in? :)"
3680,1,"Patch Set 2:Vikas, I don't think that change is responsible for the test failures, as it was successful earlier."
3683,0,"Patch Set 2:Thanks for the review, I think you are right, the first implementation is the best."
3689,0,Patch Set 1: Code-Review+2 Verified+1Looks good.
3731,1,"Patch Set 4: Code-Review+2Looks good to me, the ProgressBar test snippets work nicely, and the Eclipse loading bar is functional on both GTK2 and GTK3. No test failures."
3732,0,"Patch Set 4: Code-Review+2Solves the issue for me, takes an approach similar to background colors. Looks good."
3736,0,"Patch Set 1:looks good. Matthew, could you have a second look?"
3742,1,"Patch Set 2: Code-Review+2 Verified+1Previously approved, trivial rebase"
3743,1,Patch Set 1: Code-Review+2 Verified+1I think we should consider using a SafeRunner where the table resolves aspects. The consequences are too severe when an exception happens so a pessimistic approach would make sense I think.
3759,0,"Patch Set 4: Code-Review+2 Verified+1Thanks, Philip.  I had added the 'tooling' statement in the exclusions in one project, but not in the inclusions in the other.  It was extra effective for my use case!"
3761,0,"Patch Set 2: Code-Review-1(2 comments)Thanks for the update on the developer setup!When testing it, I realized that the compare and compare tests plug-ins won't get imported into the workspace. Looking at the setup file, I think this is because of wrong patterns in the projects import tasks.I'll give it another test and push a new PS that fixes this problem, if it works."
3762,0,"Patch Set 3: Code-Review+1PS3 fixes the patterns. Now it works for me. Christian, can you verify that it works for you too now? Thanks!PS: I didn't mean to change the author of this commit, but since I'm not a committer on this project, I can only push in my name. Please change the author back to yours before merging. Thanks!"
3767,0,"Patch Set 7:I am adding Marc-Andre as reviewer, he is really good at spotting issues with the .prefs."
3771,1,Patch Set 1:The patches that depended on it failed. I did a small update to make them work.
3777,0,Patch Set 3:BTW I always saw few opened .pack files from *different* repositories used during tests on Linux just before the test failed. The problem there is that repository.close() don't close opened object databases because for some reason the internal use count says that nothing is opened (however the pack files were opened!).
3780,0,"Patch Set 4:> Ok, just get this in. It is great, we need it!Woops, didn't wait for the tests. Hopefully it's fine!"
3781,0,"Patch Set 3: Code-Review+2 Verified+1Ok, just get this in. It is great, we need it!"
3790,0,Patch Set 1:(1 comment)Just a small question :-)
3796,1,"Patch Set 1:Sorry Andrey, I missed this. Belated +1 from me."
3821,1,Patch Set 1: Code-Review+1here we have a fault because this patch is not tested...
3823,0,"Patch Set 3: Code-Review+2 Verified+1Change looks good, verified the patch with IE11 on Win7."
3826,1,"Patch Set 12: Code-Review+1> (1 comment) >  > I spent a bit time looking through the patch.  I won't stand in the > way of this patch, but I found the original code confusing and > these changes don't improve it. >  > My confusion stems from that 'Maximizable Children' isn't really > documented anywhere.  Nor are the special cases that MinMaxAddon > has to handle ÔÇö and how Maximizable Children changes those special > cases.  The special case handling code seems to be inserted > directly into the code, which makes it hard to reason about.  > Especially for whomever comes next to change the behaviour for > another piece. >  > I haven't actually tried running with the changes, but it seems to > me that there's a case that's not tested where a stack within the > MArea is minimized.  What happens if I switch perspectives?  That > minimized stack should be carried across, since the area is shared.Hi Brian,I think the new patch set addresses your comment, do you agree?If so, I would accept this now..."
3827,1,"Patch Set 3:(5 comments)Sounds like an interesting idea ÔÇö but it really needs some tests, and some stylistic practices need to be backed out (i.e., use of Class#isInstance() and Class#cast() is inconsistent with the rest of the code).Have you thought about loosening the restriction from MArea to MGenericTile?  It would be nice to have a M1+M2+'M' that would progressively maximize a part within its PSC ancestry; it could be handy for the Debug perspective, for example."
3828,1,Patch Set 3:I updated the patchset based on your comments.I like the idea to create a generic solution. I would suggest to open a new bug for the more generic solution using the MGenericTile as it will require more time to get it right.
3829,1,"Patch Set 9: Code-Review+2From my point of view, Brians comments have been adressed and tests have been added accordingly. I would accept this now. @Brian: Any objections?"
3830,1,"Patch Set 9:(1 comment)I spent a bit time looking through the patch.  I won't stand in the way of this patch, but I found the original code confusing and these changes don't improve it.  My confusion stems from that 'Maximizable Children' isn't really documented anywhere.  Nor are the special cases that MinMaxAddon has to handle ÔÇö and how Maximizable Children changes those special cases.  The special case handling code seems to be inserted directly into the code, which makes it hard to reason about.  Especially for whomever comes next to change the behaviour for another piece.I haven't actually tried running with the changes, but it seems to me that there's a case that's not tested where a stack within the MArea is minimized.  What happens if I switch perspectives?  That minimized stack should be carried across, since the area is shared."
3848,0,"Patch Set 6: Code-Review+2 Verified+1Simple fix, thanks!I rebased it on latest master, it had a merge conflict (these methods don't throw AttributeNotFoundException anymore)."
3898,0,"Patch Set 7: Code-Review-1(10 comments)Hello Stefan,I didn't have the time to make a full review but I can't continue right now so I publish a partial review. More to come soon (I hope!)"
3899,0,"Patch Set 7: Code-Review-1(8 comments)Thanks for your partial review, Laurent! While doing a review on my own and incorporating your review, I found a problem that when only the UML file is changed, the approach won't work too.I re-investigated this problem and thought about it a while... the nicest way would be to avoid loosing the information on the resources in scope during the minimization; that is, minimizing the scope but storing somewhere which resources had been in scope at the beginning. Then it would be very easy to check if a .di file was in the scope.Ideally, we could change that in the ComparisonScopeBuilder. However, e.g. the EMFModelProvider calls the IdenticalResourceMinimizer before the ComparisonScopeBuilder is even used to create the scope later down the road. Thus, there is no central point that we could change in order to retain the list of original resources in the scope.(On a side note, I stumbled across a potential source if problems: SynchronizationModel.getResources() is created lazily. If getResources() is called before the minimizer is applied to the SynchronizationModel, it'll contains the original set of resources also after the minimization. If it is called afterwards, it won't contain it. Sometimes getResources() it is called before the minimization step, such as in org.eclipse.emf.compare.ide.ui.internal.logical.EMFModelProvider.getOrComputeLogicalModel(IFile, ResourceMappingContext, IProgressMonitor), sometimes it isn't. So we cannot trust that the getResources() is minimal or not. I'll add a task for myself to open a separate BR on that.)So my best remaining idea so far: remove the comparison scope adapter introduced in this review again and instead introduce a postprocessor that checks if any .di file exists for the matched resources and if yes, mark the comparison as a PapyrusComparison.For marking the comparison as a Papyrus, the nicest way would be introducing a context field into the Comparison model. If we don't want to change the comparison model, we again could add an adapter to it in order to mark it. But that's not particularly clean :)What do you think about the above mentioned postprocessor approach? It is not super-efficient, as we theoretically had the information already that we obtain again in the postprocessor. But at least we only do it once for each comparison instead of checking it again and again in the different UI components."
3900,0,"Patch Set 7: -Code-ReviewHello Philip, thank you for your thorough analysis.I think it'd be nice if SynchronizationModel had a method providing the URIS of all the resources that are involved in its non-minimized form.Do you think it would solve the problem?"
3913,0,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...
3919,0,"Patch Set 3:> yeah, I was asking not for this patch but in general, thanks.sounds good!"
3922,0,"Patch Set 2:Matthew, does this look good to you as well?"
3924,1,"Patch Set 2:> lgtm. question, should this be it's own function to make sure we > don't forget a line when moving things around?It's pretty standard in SWT code to have one block of code for each [widget creation + setting it up]. We could extract those blocks in functions to reduce complexity but at the same time, I think we'd have to do that all the time otherwise it would be pretty inconsistent. I think maybe it's best to do that just for more complicated widgets like composites with many children, listeners, etc."
3925,0,"Patch Set 2:yeah, I was asking not for this patch but in general, thanks."
3950,0,"Patch Set 3:@Alex, I think this patch is in good hands, right?"
3951,0,"Patch Set 3: Code-Review+2 Verified+1Looks good. From my own run of the benchmarks, the vertical scaling presents no problem. And the loading cache brought the most performance impact, this patch in itself has a negligible impact (given most of the nodes are in cache anyway), but it does make sense to synchronize only when needed."
3952,0,Patch Set 1:This should be compared to the lru hashmap Loic proposed. It would be interesting to also see the performance gains for concurrent reads.
3962,1,"Patch Set 2:> What would a test exercising this look like?I'm not sure. It might be a smart HTTP kind of transport with the client trying to fetch the commit of a tag while using only advertised validator policy, which isn't reasonable because you can't actually set up that kind of code.This mostly just helps us avoid a small bit of validation work if the client does ask for the commit of an annotated tag."
3964,0,"Patch Set 1: Code-Review+1Looks good, thanks a lot!"
3967,0,Patch Set 2: Code-Review+2Thanks for fixing this!
3993,1,Patch Set 1:(3 comments)I left a few comments.I'll fix the build failure in another commit and then you can rebase on that.  The failure is unrelated to this change
3996,0,"Patch Set 2:I am fine with this, any reason not to return emptylist instead of null?"
3999,0,Patch Set 2: Code-Review+1code looks fine to me.
4000,0,"Patch Set 2: Code-Review+2Ok, I read the code thouroughly and understand it. It appears to be very nice cleanup and decouples the data from the process, which is good."
4003,0,Patch Set 2:finally got the time to test it!
4023,0,Patch Set 4: -Code-Review> I have only seen that string in MIConsoleStreamOutputs when starting > a core debugging sessionThat is what I was hoping for.  So this change should not impact other launches.
4030,0,Patch Set 1: Code-Review+1Thank you Benoit for creating the icon so quickly!The icon in the welcome page has now a white circular background making the Papyrus IM logo more visible. Looks good to me!
4052,1,Unspecified merge failure: REBASE_MERGE_CONFLICT
4066,0,Patch Set 5: Code-Review+2 Verified+1looks good
4069,0,Patch Set 4: Code-Review+2 Verified+1Looks good
4087,0,"Patch Set 5:@Alex, do you find time to review this patch? Thanks!"
4094,0,"Patch Set 6:(3 comments)Looks good, could you please review the number of jobs? the other suggestions are optional."
4098,1,"Patch Set 8:Looks good to me, as a disclaimer: I haven't tried if it works :-)"
4099,0,"Patch Set 8:> Looks good to me, as a disclaimer: I haven't tried if it works :-)It works for me ;) Ok, I will fine someone to test it before I will merge it. Thanks for review."
4100,0,"Patch Set 8:@Dawid, please if you will have a moment try this patch with 1-2 larger projects to see if nothing breaks on OSX. Thanks :)"
4144,0,"Patch Set 1: Code-Review+1(1 comment)Apart from the small change, looks good."
4149,0,Patch Set 1:@Romancould you please do some additional testing with the several use cases of the NatCombo on editing and filtering? My tests are looking good and I don't get feedback from the originator. I would like to be sure this is not breaking any case before considering it delivered with the next release.
4150,0,"Patch Set 1: Code-Review+2 Verified+1I was able to reproduce the NPE in GlazedListsFilterExample simply by opening the filter combo on the Gender or Married column and then clicking somewhere else without selecting something int the combo. This patch successfully fixes the problem.Apart from that I tried a variety of other editor/filter configurations, but - so far - couldn't find a problem with the patch. I can't really test it in my current project, since most of the time we use custom editors/filters that do not make use of NatCombo."
4178,0,"Patch Set 2:(1 comment)Thanks so much, Martin.  We are so close!  Just one last quibble.  While that's in progress, I'll get the CQ started."
4181,0,Patch Set 2:(1 comment)That is great news! Thank you so much for your very fast feedback!
4186,0,"Patch Set 1:(19 comments)This looks really great.  Clean code, well-thought abstractions in the API, thorough documentation and tests.  Thanks!  It's an excellent contribution.I do have comments, though, about some naming that I don't like (alas, fairly pervasive) and some other quibbles about the details."
4189,0,"Patch Set 1:(2 comments)Let's just set the version to since 1.2.1 and move forward.(Most of since are absent in extension point, or wasn't updated when renaming the plugin) @Martin: Thx for this great contribution"
4190,0,"Patch Set 1:(27 comments)Dear Christian and dear Benoit,Thank you for your kind words and your in-depth reviews. It is really nice to see such an interesting discussion about the different aspects. The code is now adapted according to your feedback. Specifically, I agree that the naming was not perfect before and could have led to confusion. I therefore changed the name to 'ProfileNamespaceURIPattern' as suggested by Christian and also changed some method names. Furthermore, I aligned the message format indices with the indices of the pattern groups and bumped the version to 1.2.1 in the extension point, manifest and pom file."
4197,0,"Patch Set 1: Code-Review+1I am fine with this, I think Francis should approve."
4199,0,"Patch Set 1: Code-Review+2 Verified+1OK, looks good."
4224,0,"Patch Set 1: Code-Review+1I works for me, my steps - commit a first model  - modify (remove a class) - save the file  - launch the diff=> no rendering problems@Philip: I think that is would be for the best if you also review this one."
4225,0,"Patch Set 1: Code-Review+1I've now tested it and it works well, thanks!"
4247,0,Patch Set 2:Build SUCCESSFUL. Now starting integration tests...
4299,0,"Patch Set 1:Bernd, do you want to submit this? Bruno has a patch with the same change (and other stuff) so it would be nice to merge yours first so that he can rebase."
4313,1,"Patch Set 1:Thomas, can I trouble you with a review? Dani, agrees with the change, see https://bugs.eclipse.org/bugs/show_bug.cgi?id=490752#c4"
4314,1,"Patch Set 1:> Thomas, can I trouble you with a review? Dani, agrees with the > change, see https://bugs.eclipse.org/bugs/show_bug.cgi?id=490752#c4I'm probably the wrong person to decide if this should be removed or not.  I'm not against removing it, but I don't think the menu is out of place."
4325,0,"Patch Set 12: Code-Review+2 Verified+1Error on website build is not related to patch. I will merge to add a first IDL support to designer. If there are problems, we can still correct these later."
4329,0,Patch Set 3: Code-Review+1Folders/Files structure seems good to me.
4368,0,Patch Set 1: Code-Review+2ok for me. thanks
4369,1,Patch Set 1:Please do not push patch without an associated bug.
4371,0,"Patch Set 2:Mickael, can we merge this? I would love to use that feature in my daily work."
4406,1,Patch Set 3: Code-Review+2Patch set 3 only:* remove System.out* a check not linked to these tests and that is dependent of the OS font.
4448,0,Patch Set 1: Code-Review+2looks harmless
4459,0,Patch Set 1: Code-Review+2This pleases me.
4569,0,"Patch Set 4: Code-Review+2 Verified+1Yeah, instanceof could be fixed at the same time as the other fields in that state provider.Thanks for the reviews guys!"
4573,1,"Patch Set 2:(10 comments)It looks good, I had done the similar work in my patch about using has_debug_link/has_build_id.  It should be able to rebase without too much difficulty."
4574,0,"Patch Set 2:I am ok with this if you do what Simon says, but for later, in master, I think UstDebugInfoBinaryAspect should be  UstDebugInfoBinaryAspect and UstDebugInfoPicBinaryAspect... Most of the time we have two code branches for fIsPIC and one for !fIsPIC"
4594,0,Patch Set 1: Code-Review-1media-wiki is not there!
4595,0,Patch Set 1: Code-Review+1It turns out the user guide was already updated! some merge conflict that flew under the radar (just what we like hearing the day before RC4)
4596,0,Patch Set 1: Code-Review+2 Verified+1Good catch!
4618,0,Patch Set 1: Code-Review+2nice catch!
4619,1,"Patch Set 4:Oops, I thought this was from a committer, sorry all."
4622,1,"Patch Set 2:JC, I'm submitting _YOUR_ patch. The power is overwhelming."
4637,1,"Patch Set 1:Positing a fix for the current broken Gerrit build in the Codegen component:  the target platform includes the 'nightly' repository, which is so out-of-date as to still require the CPP Profile from the days before the Papyrus Designer repository."
4666,1,Patch Set 1: Code-Review+1==Code Review==ok for me==Regression tests==test verified: - oep.diagram.sequence.tests.bug.m7.TestTooltip_402964.testSynchronousMessage - oep.diagram.sequence.tests.bug.pro20130916.MessageStereotypesTest.testSynchronousMessagewithout fix : Failedwith fix    : Passed => ok for me
4669,0,"Patch Set 1:Looks like a good candidate for a test rule, because it's something that needs to happen before and after each test."
4670,1,"Patch Set 1:> Looks like a good candidate for a test rule, because it's something that needs to happen before and after each test.Probably, but actually, I wonder how these tests would behave if we had an expansion model contributed via an extension point. This currently happens only in extra/non-Papyrus plug-ins I think, so we don't have this scenario in our test suite. But this could definitely happen, and I'd expect this to cause a lot of chaos"
4691,1,"Patch Set 7: Code-Review-1(2 comments)A tiny tiny detail + need to update a test suite probably, don't you? Sorry for not noticing that earlier..."
4692,0,"Patch Set 7:(2 comments)Ah yes, thank you very much for your very fast review!"
4694,0,"Patch Set 4: Code-Review-1(8 comments)Nice work!I only mentioned some minor style nitpicks inline. Thanks!After you addressed those, I'll +2 this change."
4695,1,"Patch Set 4:(1 comment)Sorry, forgot saving one remark."
4696,0,Patch Set 4:(9 comments)Thank you for your detailed review!
4697,1,"Patch Set 6: Code-Review-1(2 comments)I'm not sure the fiw really takes the best solution.Plus, I think this is the perfect case to start using the new testing framework so that we make sure the 2 conflict detectors behave the same here!"
