ID,Overall,Text
11028,1,"Patch Set 2:Not providing a code review - don't feel qualified b/c I don't understand all of the logic.The fix worked for the test document on Mint 12.04.  (16.04 already worked before the fix.)  However, I'm afraid that too much may have been changed in the code - so that it works for this instance, but doesn't work in other situations.  In this case, nDstLocation was always 0, so nDstLocation<<1 (multiply by 2, right?) didn't do anything this time, but in other situations it might be critical. Also, if nOutDimention == 1, you will have a divide by zero exception.So perhaps your logic is fine (I don't know), but my gut feeling is that it fits the test case only and will break other situations."
11036,1,Patch Set 9:@Thorsten: So i think i may have been confused by your message and you were only referring to the end/beginning notification and i was referring to the replace all notification dialog. So akshay will be reverting the end/beginning notification labels.
11037,0,Patch Set 10:> First off - great work here!Thanks! :) > My suggestion is to pull the removal of the notification from this > patch thoughRestored notifications in patch set 10
11040,0,"Patch Set 10:> (7 comments) >  > Looks and works good :) > Some nitpicks, see below. >  > Another issue: When you expand the dialog, then close it, open > again, you have the large dialog with blank space below. >  > ""Comments"", ""Paragraph styles"" and ""Match character width"" are > missing an underline accelerator. Maybe they have never had one.Hi Samuel, the issue of dialog with huge margin is also in master.https://bugs.documentfoundation.org/show_bug.cgi?id=98437I'll check over the accelerator part and do all other fixes. Thanks :D"
11043,0,"Patch Set 8:> Is it possible to replace the msgbox > dialog that appears with 'Replace All' with having that text appear > in the label m_pSearchLabel.Yeah.. ok. I can be done for writer and impress, not for calc."
11044,0,"Patch Set 8: Code-Review-1First off - great work here!My suggestion is to pull the removal of the notification from this patch though, and get it merged ASAP - and discuss this aspect in the next design hangout. More from me in the bug.As a general suggestion: don't put too many things into one patch, not even when it's the same code you're touching."
11045,0,Patch Set 6:@bubli I've removed the nullptr fixes as it works fine without them now. I don't get the crashes anymore. Thanks :D
11049,1,"Patch Set 12: Code-Review-1> Yes it isnt as simple to achieve this with the new design, as you > would need to press 'Find Previous', then 'Replace', then 'Find > Previous', then 'Replace', ....This is awkward. > I believe it is more important to have the 'Find Previous' button > than the 'Backwards' checkbox, as we have this same mechanism in > the find toolbar and if a user accidentally pressed 'Find Next' and > skipped over an entry he wanted to replace, he would have to enable > 'Backwards' to get back to that occurrence and then disabled it to > continue on.True, but with the handling regression of backward replacing I'm notbuying this."
11051,0,Patch Set 16:Good work!Sure this is worth a mention in the release notes.
11052,0,Patch Set 16:> Good work! > Sure this is worth a mention in the release notes.Thanks! :)
11053,0,"Patch Set 16:> > Good work! > > Sure this is worth a mention in the release notes. >  > Thanks! :)I guess what Samuel meant was, it would be nice if you could add the change to https://wiki.documentfoundation.org/ReleaseNotes/5.2#GUI possibly with a screenshot of the new dialog."
11054,0,"Patch Set 16:> I guess what Samuel meant was, it would be nice if you could add > the change to https://wiki.documentfoundation.org/ReleaseNotes/5.2#GUI > possibly with a screenshot of the new dialog.Yes.. I've done it! Thanks @eike"
11059,0,Patch Set 7: Verified+1UI is perfect now with all of my suggestions incorporated and functionality is also good. Is it possible to replace the msgbox dialog that appears with 'Replace All' with having that text appear in the label m_pSearchLabel.
11060,1,"Patch Set 7: -VerifiedOne more UI suggestion - Have 'search direction' in 'other options' in the right column to 'search in'. Also there is a regression when i open 'other options' in Calc, and both search direction option buttons are selected, which doesnt happen in master."
11085,1,Patch Set 1: Code-Review+2is there a bug about this upstream?
11091,1,Patch Set 5:It turns out that I was looking at the wrong file. I changed the 2 constants to instead use the same constant name (OOLineHairline) as defined in another file in the SW module.
11092,1,"Patch Set 5:(2 comments)(removing moggi from CC, I assume he doesnt want to be bothered with Python).see inline comments -- and no Writer Tables have nothing to do at all with reportdesign (that something in LO Base). The UNO table bindings for Writer are implemented in sw/source/core/unocore/unotbl.cxx(more comments inline)"
11093,1,"Patch Set 5:> (2 comments) >  > (removing moggi from CC, I assume he doesnt want to be bothered > with Python). >  > see inline comments -- and no Writer Tables have nothing to do at > all with reportdesign (that something in LO Base). The UNO table > bindings for Writer are implemented in sw/source/core/unocore/unotbl.cxxYeah I realized this only later. I found the constant which was used and I replaced the 2's with it.  > (more comments inline)Thanks for the feedback. I changed this because the exact same code was repeated several times, I couldn't help but to put it into a function. I will keep that in mind."
11107,1,"Patch Set 4:The diff between patch sets 3 and 4 leaves me somewhat clueless.  Some of the changes look like a rebase, and then there's removal of trailing whitespace from two lines in sc/inc/fillinfo.hxx (that I had failed to flag when reviewing patch set 2).  But my comment to patch set 3 remains unaddressed.So please address that comment to patch set 3 in sc/inc/fielduno.hxx.And in the future, please keep separated patch sets that just do a rebase (and only do those when there is a pressing need) from patch sets where you modify your change.  That way, reviewing you change is easier."
11144,0,"Patch Set 2: Code-Review-1(5 comments)Good idea, like it!"
11149,0,"Patch Set 4:Thanks for pushing > I think if possible, it would be better to have this as an external > Python script, rather than a macro that you have to run directly > from inside LibreOffice, but if this does the job, it's definitely > better than not having any scripting here at all :-)As I saw it when writing the tool, the main consumer of the tool would be localizers checking that their changes to translations, or reorganizations to the menus, don't mess up accelerators. As I saw it it is probably easier for them to push a button in a document then running an external python script. >  > Niklas - thank you for making it happen!no problem"
11150,1,"Patch Set 3:> > However it does not list all submenues at the moment some > submenues > Wouldn't it be better then to use the UIConfigurationManager API to > get menu structure, and then theUICommandDescription singleton to > get menu labels?I found a few more mistakes and at the moment the only sub menu that I found that isn't listed is Edit -> Object. That one is highly context sensitive so I don't see it as a big problem."
11153,0,"Patch Set 3: Code-Review+2Let's merge it, we can iterate in the repository directly if there are follow up changes.I think if possible, it would be better to have this as an external Python script, rather than a macro that you have to run directly from inside LibreOffice, but if this does the job, it's definitely better than not having any scripting here at all :-)Niklas - thank you for making it happen!"
11155,1,"Patch Set 2:> > However it does not list all submenues at the moment some > submenues > > that are disabeld isn't reached by the accessbility api until it > is > > enabled. >  > Wouldn't it be better then to use the UIConfigurationManager API to > get menu structure, and then theUICommandDescription singleton to > get menu labels?Probably, however at the time I wrote the tool it was partly to test the accessibility API and it also revealed a bug there that has then been fixed. If I rewrite it, it has to be done at a later time though."
11175,0,"Patch Set 5:Good work, Jakub!Would you mind adding a note to the release notes about this (maybe with a screenshot)?Thanks"
11177,0,"Patch Set 3: Code-Review-1(1 comment)Looks good :)Just one nitpick, see below."
11223,1,Patch Set 1:(1 comment)Looks mostly good. I want to see at least an assert in that one place. While I doubt that there will be a case with i >= 100 but otherwise we have memory corruption and I'd like to find that through an assert and not through hours of debugging.
11225,0,Patch Set 2:(2 comments)nice work Laurent!
11230,0,Patch Set 1: Code-Review+2 Verified+1Looks great to me - thanks!
11253,0,"Patch Set 1:Please remember the second part ""into meaningful good comments"", this is a little more than just search/replace. But otherwise a good job."
11254,1,Patch Set 2:Hi jan. I would like to tell you that I haven't simply searched and replaced comments in the code. I searched on ooo bugzilla to add relevent/meaningful comments by using the bug numbers in the comments. And consulted the irc channel time-to-time. I didn't touch some parts when I didn't understand what they mean 100%. I appreciate if you could elaborate on your comment.
11256,1,"Patch Set 1:These changes supersedes the old ones, yes. The changes are the static keywords that the newest (this commit) plugin warns, which does not include the extern ""C"" blocks.The first commit with a different message has no additional meaning, I'll change that to the same message."
11283,1,"Patch Set 2:Thanks a lot for the review! I forgot about nullptrs, that's my bad.At this point, should I just resubmit this patch and abandon this one?"
11284,1,"Patch Set 2:> At this point, should I just resubmit this patch and abandon this > one?don't abandon it, just undo the changes in the 2 files with something like ""git checkout HEAD~ ...filename..."" and ""git commit --amend"", then upload it to gerrit again and gerrit should detect that it is a new revision of this change because it has the same Change-Id"
11285,1,Patch Set 4:No idea how I missed that.
11297,0,"Patch Set 1: Code-Review+2 Verified+1Nice catch, thanks! :-)"
11301,0,Patch Set 1: Code-Review+2 Verified+1Nice catch :)
11306,1,Patch Set 2:linux-only build / unit test failure is unrelated
11308,1,"Patch Set 4:Not sure what these status bar function numbers are, but should encoding a set of them in an xs:int in the configuration be a potential problem, there's also type oor:int-list, to instead encode it as a list of int."
11320,1,Patch Set 2: Code-Review-2At least the test needs a serious redesign. As mentioned I'm with bubli that this is not a good concept for a test.
11321,1,Abandonednew try
11326,1,"Patch Set 2:Is this part of tdf#90855, in which case the commit message is wrong."
11332,0,"Patch Set 1: Code-Review+2oh good catch, thanks"
11346,0,"Patch Set 4:(2 comments)oops, due to the IRC discussion i forgot to publish my comments :)"
11349,0,Patch Set 2: Code-Review+2Looks very sensible to me =) thanks for working on a simpler solution here ! =) Also looking forward to the unit test[s] ...
11350,0,"Patch Set 2:(2 comments)Just trivial changes to commit message would be great :)To do this, use git commit --amend and resubmit the patch. Thanks."
11361,1,"Patch Set 3: Code-Review-2I've updated the patch slightly, most notably I've added a on/off switch to the Writer's menu, and removed the env. var (not needed when there is a switch in the menu).Unfortunately I fear we have to abandon this approach because the sfx2 childwindows appear only inside the shell; while here it is desirable to show the notebookbar outside of the shell (ideally between the menu and the toolbars).Szymon - unless Samuel has an idea how to actually use the sfx2 childwindow but a better way, I fear we should not merge this; but still, this for sure counts as an advanced Easy Hack for the GSoC (please do quote me on this should anybody ask).Not abandoning it yet, for the case Samuel has a way how to fix the concern, and yet still use the childwindow..."
11362,1,"Patch Set 3:> Unfortunately I fear we have to abandon this approach because the sfx2 childwindows appear only inside the shell; while here it is desirable to show the notebookbar outside of the shell (ideally between the menu and the toolbars).Do we really need to have both the classic toolbars *and* the Notebookbar visible? I wouldn't have this as a requirement.Although it might become a problem that the Sidebar child window takes away width from the Notebookbar, but maybe there's a solution for that?"
11364,1,"Patch Set 3:This picture discusses the toolbar docking areas, not the childwindow docking areas; the childwindows (and sidebar too) are inside the thing that is marked as ""Document View"" in the picture.Wrt. the toolbars + notebookbar visible at the same time - that's not a requirement for the tabbed notebookbar for sure, but I fear still necessary for the other use cases, like the simplebar or extendedbar :-( - at least for some transition period.To improve the positioning in this patch though, it's actually possible to do:-    SetAlignment(SfxChildAlignment::TOP);+    SetAlignment(SfxChildAlignment::HIGHESTTOP);that positions that over the sidebar, but still, it's all inside the ""Document View""."
11365,0,"Patch Set 3: Code-Review-1Actually, I'm about to experiment with a 'more interesting' parent window here - if we can get the SystemWindow to be the parent, maybe we'll get somewhere? ;-)"
11366,1,"Patch Set 4:OK, so managed to plug it together; the core of the work still stays is the vcl (and has to, I'm afraid), but it is now created (and can be potentially managed) via the childwindow infrastructure.If we continue this way, I suppose we'll need to add some code to show / hide according to what the childwindow does, as we cannot just do a SetWindow(pNotebookBarWindow); but otherwise the approach looks usable - the buttons are clickable etc.I think I'll just remove .uno:Notebookbar from the menu.xml, and we can push this to master :-)"
11368,0,"Patch Set 2:Szymon: Awesome work, thank you!  It's great that you've cleaned up the not needed stuff at the same too :-)I'll check it a bit more deeper soon; but looks very good on the 1st sight."
11373,1,Patch Set 2: Code-Review-1(5 comments)So there seem to be still a few merge errors in the patch (e.g. in configure.ac) as well as the handling of ENABLE_GLTF which of course depends on ENABLE_OPENGL.Now for the bigger question that I tried to discuss with thorsten once. As I think we will never advertise such a build configuration (IMHO the concept is completely broken (either OpenGL is an optional dependency and no mandatory feature may depend on it or there is no need to make anything optional based on OpenGL)) you should make sure that there is a big warning in the configure output that nobody using this configuration can expect any help or support from the project. In general I think that adding that many #if statements that are not localized is a bad idea but as far as I know I'm the only one with sub objections.
11374,1,Patch Set 2:> (5 comments) >  > So there seem to be still a few merge errors in the patch (e.g. in > configure.ac) as well as the handling of ENABLE_GLTF which of > course depends on ENABLE_OPENGL. >  > Now for the bigger question that I tried to discuss with thorsten > once. As I think we will never advertise such a build configuration > (IMHO the concept is completely broken (either OpenGL is an > optional dependency and no mandatory feature may depend on it or > there is no need to make anything optional based on OpenGL)) you > should make sure that there is a big warning in the configure > output that nobody using this configuration can expect any help or > support from the project. In general I think that adding that many > #if statements that are not localized is a bad idea but as far as I > know I'm the only one with sub objections.The next upload will fix the problem you mentioned. This build configuration without dependencies to libraries not available on typical server installations has been around for ages. End users will of course not use them. But you are right that features that are needed to load/save/print/API-manipulate documents  should not depend on 'optional' libraries or should have a headless alternative.
11375,1,Patch Set 2:>  > This build configuration without dependencies to libraries not > available on typical server installations has been around for ages. > End users will of course not use them. But you are right that > features that are needed to load/save/print/API-manipulate > documents  should not depend on 'optional' libraries or should have > a headless alternative.Actually my argumentation is the other way around. Currently OpenGL is accepted as a dependency of LibreOffice and we have been adding features based on OpenGL so we should not make it optional. Any change to this policy would need to go through the ESC.
11378,1,"Patch Set 7:The request from the ESC was to evaluate whether we cannot do this as a rather trivial patch to glew/ itself.Was there any traction with that approach - it should be a few lines, of nice, isolated, maintainable work that doesn't give the impression that GL is going to be optional in future =)"
11419,1,Patch Set 1: Code-Review+1I rather like this =)Please bear in mind that you don't -really- need to have the virtual methods / overrides and the instance (I think) - since you will only ever have a single type of this per compiled-in platform variant.Then again - they do little harm.I suspect Stephan would have some esthetic comments here too =)
11421,1,"Patch Set 3:Yeah, I wanted to make it without classes too, but it looked more difficult, because these functions call other functions that need to be implemented for each platform (init/deInit/...) and so on.I guess I should try it again =)"
11422,0,"Patch Set 3:> Yeah, I wanted to make it without classes too, but it looked more > difficult, because these functions call other functions that need > to be implemented for each platform (init/deInit/...) and so on. >  > I guess I should try it again =)Not having looked at your changes in detail yet, just a generic remark:If there is a common skeleton of code across the different platforms, and just some functions need to be implemented differently, it's IMO fine to* have the common skeleton source code in one place,* have a common include file that declares the functions that need to be implemented per platform,* have per-platform source files defining those functions.That works for both C and C++ code.  See bridges/inc/bridges/cpp_uno/shared/vtablefactory.hxx for an example of a (non-virtual) C++ class VtableFactory that leaves some of its member functions (that all happen to be static, but that's irrelevant here) to be implemented per-platform."
11423,1,"Patch Set 2:What do you mean about virtual methods / overrides? I didn't see any better option that would allow to reduce code duplication :)The instance method/singleton, I added it because I need to pass C-style function to OS APIs instead of non-static class method. And inside that function I need to access the class members (callSignalHandler, etc.), so I cannot just make it static.Though maybe it is possible to make all class members static, but I think I saw some difficulties with this approach too..."
11434,1,"Patch Set 3:Yup, I was a bit of the same opinion as Eike. So I am a bit sorry now that I filed that Easy Hack;) It does not apply to all cases of typedefs for a std container."
11435,1,Patch Set 3:I apologize for the long absence
11442,0,Patch Set 1: Code-Review+1Looks great to me - nice to have a unit test too =)
11446,0,Patch Set 1: Code-Review+2 Verified+1If CI is happy to have more tests; so am I =)
11473,0,Patch Set 2:> tdf#59698Thanks :)
11480,1,Patch Set 1: Code-Review+2 Verified+1build failure is unrelated
11481,1,"Patch Set 2:Unfortunately this broke an --enable-werror build that uses a recent tool-chain:sw/qa/extras/ooxmlimport/ooxmlimport.cxx:1858:38: error: 'userSpaceScaleFactor' is deprecated: first deprecated in OS X 10.7 - Use -convertRectToBacking: or -backingScaleFactor instead [-Werror,-Wdeprecated-declarations]"
11482,0,Patch Set 10: Code-Review+1It's quite an improvement now.
11491,0,"Patch Set 6: Code-Review-1This is great progress, but the cuihyperdlg.cxx bitmaps are drawing on top of the text and it needs to be debugged."
11495,0,"Patch Set 4: Code-Review-1(1 comment)Great that you fixed the tab pages. However, don't hard-code the scale factor as that will break things for non-hidpi screens."
11496,0,"Patch Set 8: Code-Review+1I see a few more little tweaks of ways the hyperlink dialog box could be further improved, but this is a nice step forward."
11498,0,"Patch Set 3: Code-Review+1I don't have a strong opinion either way. I'm just glad you are working on it. I suggest seeing what a committer says. My build environment isn't working now so I can't even test it.BTW, can you look into doubling the bitmaps inside the various tab pages? That would be really great!"
11499,0,"Patch Set 3:> BTW, can you look into doubling the bitmaps inside the various tab > pages? That would be really great!Sure, the bitmaps in each tab which are next to the text fields right?Like in the Internet tab, the bitmap next to the target field."
11507,0,"Patch Set 2:This was discussed previously in a design session in November 2014 and all were fine with the implementation, but nobody took on the task, so i'm taking step 1 with getting the toolbar into the repo, atleast for people who want to try it out."
11515,1,"Patch Set 2:(2 comments)removed the static_cast to long, but i'm reluctant about the other change."
11536,1,"Patch Set 1:Hi Jan,I keep getting an error here. So, I fixed here............../ev/kadertarlan/libreoffice/sw/qa/python/check_table.py:432: DeprecationWarning: Please use assertEqual instead.  self.assertEquals(xChartdataprovider.ImplementationName, 'SwChartDataProvider')..........x..:1: parser error : Extra content at the end of the document"
11545,0,"Patch Set 11: Code-Review-1OUStringLiteral1 is still not used, as requested, the rest looks good now."
11550,0,Patch Set 10:(1 comment)One more nitpick. :-)
11551,1,"Patch Set 12: Code-Review+2Looks good to me now.Please, next time do one logical change in one commit, i.e. just the display page number would be better in a single commit, and so on -- if the commit introduces a regression, it's a nightmare to have git bisect result in a large commit. ;-)"
11556,1,Abandoned
11557,0,RestoredTalked with Sophie and she liked to get rid of the inconsistency
11558,1,"Patch Set 3:FYI, patch has been reverted with 6c26ef04cf4f47ee16d4cb96648b9627f3b69c28All this was about https://bugs.documentfoundation.org/show_bug.cgi?id=95385Next time please don't forget to include the tdf# bug number in the commit message's first line commit summary, e.g. tdf#95385So the bug is linked to a commit and commit notifications are sent to the bug."
11560,1,"Patch Set 1:This is a blind fix, please only approve it if you can reproduce the error pointed out by the Win-x86_62-merge-TDF locally, and it fixes the problem."
11561,0,"Patch Set 1: Code-Review+2fixes the build with 7.1A SDK on baseline, no runtime tests were perfomed on XP though"
11573,1,Patch Set 3:Sorry :( I didn't intend to rebase this patch.
11591,1,Patch Set 5:test fails successfully at line 2299 after reverting commit bb665affbd8870652ade3951d626d76e99143f67
11595,1,Patch Set 6:test still fails successfully at line 2299 after reverting commit bb665affbd8870652ade3951d626d76e99143f67
11596,1,"Patch Set 6: Code-Review+2i think the test would need to omit copying the first sequence field to trigger the scenario from tdf#63553, but the test fails with a different scenario so it's fine too"
11597,1,Patch Set 4: Code-Review-1(6 comments)the main problem is that the sequence fields and the reference fields weren't actually connected
11603,0,"Patch Set 1: Code-Review+2 Verified+1Looks fine to me - carefully done, thanks for that ! =)"
11612,0,"Patch Set 2:On the grounds that it looks reasonably sensible, kills the copy & paste etc. - good stuff - thanks Mohammed.I'd still like to see a shared short-list of recently-used currencies we can put at the top; but perhaps a next patch there =)"
11613,0,Patch Set 1: Code-Review+2Looks much better to me - thanks Mohammed !
11616,0,Patch Set 1: Code-Review+2 Verified+1Looks very sensible to me - thanks Marco =)
11617,0,Patch Set 2: Code-Review+2 Verified+1We have a clean Linux build now; and we had win + mac before; clearly just a transient error there.Thanks Marco ! =)
11621,0,Patch Set 3: Verified+1Looks and works nicely for me - thanks so much Jaskaran =) it was a surprisingly simple patch too; awesome.
11626,0,Patch Set 1: Code-Review+2 Verified+1Looks sensible to me - thanks Marco =)
11629,0,Patch Set 1: Code-Review+2 Verified+1Looks good - thanks :-)
11643,0,"Patch Set 8:> (2 comments) >  > /me was just playing with the newfangled ""inline edit"" feature to > fix these :)Thanks for the help. I'll do better in next patch. This was my first patch and I didn't know how everything works but slowly I'm getting a hold of it."
11645,0,"Patch Set 6:(2 comments)/me was just playing with the newfangled ""inline edit"" feature to fix these :)"
11646,1,Patch Set 3: Code-Review-2This is completely wrong. Most of these tests have nothing to do with ATL.
11647,1,"Patch Set 3:> This is completely wrong. Most of these tests have nothing to do > with ATL.But Mr.Mohrard, Mr.Stahl said that the failing tests could possible because of the reason that ATL hadn't been properly disabled. I was just getting started with LibreOffice, so I didn't have much knowledge about that. I just made the patch according to the tests that were failing. I must have misinterpreted his saying."
11648,1,"Patch Set 3: Code-Review-1(2 comments)> This is completely wrong. Most of these tests have nothing to do > with ATL.no it's not ""completely"" wrong, just the change in calc is wrong, the other tests are pretty much the ones i expected to fail, so it just needs a little tweak."
11664,1,"Patch Set 9:so do i see it right that CURL was actually shipping its own trusted CA database, and with this patch it uses (on linux) the NSS bundled CA database (nssckbi.so) instead?and this means that we can drop the nss-pem.patch too since that was some mystery stuff added for curl, presumably because curl's bundled CAs are stored as PEM ?"
11665,1,"Patch Set 9:> so do i see it right that CURL was actually shipping its own > trusted CA database, and with this patch it uses (on linux) the NSS > bundled CA database (nssckbi.so) instead? >  > and this means that we can drop the nss-pem.patch too since that > was some mystery stuff added for curl, presumably because curl's > bundled CAs are stored as PEM ?What I found is that without the --without-ca-bundle --without-ca-path curl configure option curl was activating a hard coded path that differed from TDF's build baseline (CentOS) wrt mine. Actually disabling ssl+curl in a cross build situation (e.g. build on rpm pack distro, use in a deb pack distro).The bundle curl config options refers to are CA certificates.This <https://curl.haxx.se/docs/sslcerts.html>, topic 'Certificate Verification' - point 3. below may give some terse explanation."
11666,1,"Patch Set 9:oh now i find it in curl's acinclude.m4dnl regarding the paths this will scan:dnl /etc/ssl/certs/ca-certificates.crt Debian systemsdnl /etc/pki/tls/certs/ca-bundle.crt Redhat and Mandrivadnl /usr/share/ssl/certs/ca-bundle.crt old(er) Redhatdnl /usr/local/share/certs/ca-root.crt FreeBSDdnl /etc/ssl/cert.pem OpenBSDdnl /etc/ssl/certs/ (ca path) SUSE- so (as usual) there is a ridiculous nightmare of pointless distribution incompatibility and this would pick some random path depending on the build host, which is going to be pretty useless anyway"
11667,1,Patch Set 9: Code-Review+2okay so if this would be able to pick something in /etc that's universally available it could be useful; in the current bleak reality it looks pointless and if removing it fixes a bug then all the more reason to get rid of it
11670,1,AbandonedBetter if I cherry-pick from master.Did a wrong operation
11675,1,Patch Set 1: Code-Review+2one build should be good enough for this trivial patch on master (using gerrit for master only to cherry-pick anyway)
11687,1,"Patch Set 2:That's true, but Help changes should be definitely avoided in 5.1 now because they would affect all translations."
11696,0,"Patch Set 2:> I cleaned up all calls to osl::Thread::wait and > osl::Condition::wait. So, tdf#84323 can be closed now.Thanks; closed it."
11702,1,"Patch Set 3:Hi Bj鈹溍俽n,of course this is only an in-between step due to working with the (old) Rectangles. In the future this may all go to basegfx::B2DRange where these values may be valid input.The reason shit happens here is that Rectangle::GetWidth() substracts Right from Left, both are long. Thus, the source data has double the range of the result. It is questionable (and I thought about and decided against) to correct this in the Rectangle itself - what value to return then...?Also preventing correction is that in Rectangle, sometimes Right being smaller than Left is *used* to e.g. express that the object is mirrored - one of the rasons to base basegfx::B2DRange on Min/Max, so that can not happen by design."
11703,0,"Patch Set 3: Code-Review+2Taking in now, loop unfolding is unquestionable and the rest is for security"
11707,1,"Patch Set 4:Yes, I thought about that when doing it, eventually to add a semaphor there, but decided against. Setting the flag is quite a single-operation and the last one the spawned task does. Even in the badest case (task switch at that moment) all would be good since only return and end-of-method codes are executed. It is no atomic opertation in the semaphor sense, but safe enough in this case from my POV.I will take a look at std::atomic_flag/std::atomic<bool>..."
11732,1,"Patch Set 3:> But having such ""sample"" certificates in the source code *will* > lead to some clueless person eventually using them for their > small-business lool setup, and then wondering how comes they got > pwned so quickly.:)Yeah, as soon as we have configuration file, I will remove them straight away. Its just that this SSL thing would be blocked/would be difficult to test if I do not keep them there for the time being. Just wanted to make it 'build and run' kind of setup for now :)"
11737,0,"Patch Set 1:From a UX perspective, there is no need to hide a feature like this just because most LTR users wont use it and there isnt a need to complicate thing with code to detect if a document/locale is set.Excel does the same - http://tr1.cbsistatic.com/hub/i/2015/06/03/e5ad33fc-0988-11e5-940f-14feb5cc3d2a/format_cells_alignment.jpg"
11739,0,Patch Set 2:I checked with Cor and Stuart and both were fine with this. You can read the bug report for their exact words. :D
11743,0,Patch Set 5: Code-Review+2 Verified+1Works nicely; looks good - some follow-on work possible but - lets get this in. Nice work Mohammed !
11744,0,"With those cleanups (and I hope) simplifications, we can merge this."""
11746,0,Patch Set 6:Agreed ! we really need a follow-on patch here to store the last say 4 currencies selected and have them at the top of the list; as well as sharing cut/paste code [horrors]. My hope is that Azorpid is working on both of those.
11747,1,"Patch Set 6:Sure, I will submit a patch soon to resolve the raised concerns. :)"
11750,1,"Patch Set 1:Ah, ignore previous comment, I am blind."
11753,1,Patch Set 2: Code-Review+1Ouch...This patch was supposed to be trivial; I didn't realized that it would break so much dialogs.So +1 for reverting it.
11758,0,Patch Set 1: Code-Review+2 Verified+1Looks good to me - thanks! :-)
11764,1,"Patch Set 1:This is not connected to a particular bug report - I have a sample problem finance mail-merge document but I can't submit it.  I can share it personally if you want to see it.Likely there is a deeper problem in copying the textnodes/fieldmarks for this exception to surface, but I haven't been able to discover that.  As far as I can see the source document has all the textnodes - they just don't show up during the mail-merge copy.Unhandled null pointer exception occurred between steps 6-7 of mailmerge."
11773,0,Patch Set 1: Code-Review+2Looks good to me! Thanks.
11774,0,"Patch Set 4:Hi Mike, I am checking the test document which uses all the possible cases, thanks for that. Need to cherry-pick and think about how this might be tested automatically..."
11775,1,"Patch Set 4:Hi Mike, the test doc is very complete, as it needs to be. Looks as if we are very close to what PPT does. Still, I see some differences.- Impressive how close we get in many cases- Green is hard to read against blue, if it is simple to change that I would prefer something with more ocntrast- Diffs on some pages, e.g. Page1, shape 'Oval 71'4th line, 2nd from left, centerd on PPT, left in our version. Other diffs 'Oval 73', 'Oval 74', 'Oval 75-79' (hard to see with green), 'Oval 91-99', 'Oval 111, 113-119'- More on other pagesI hope you do not think I am too nit-picking, but of course to get that right is central for compatibility. It might be that green and red mean something like 'this should work, this not' that I do not know. I did not compare to current state without your change yet, so cannot say if it got better/worse, will do so now.For automatic comparison (test case): Hm. That would need to compare against PPT state or against a saved PPT state. Do we have a bitmap compare - it would be possible to get a bitmap from a whole page in a good resolution and compare against a saved PPT one of that page. Also single shapes, but that may be too expensive/runtime extensive"
11776,0,"Patch Set 4:Hi Armin, thank you for looking into this! > - Green is hard to read against blue, if it is simple to change > that I would prefer something with more ocntrastI'll do that ASAP; the color choice was simply random. :( > - Diffs on some pages, e.g. Page1, shape 'Oval 71'4th line, 2nd > from left, centerd on PPT, left in our version. Other diffs 'Oval > 73', 'Oval 74', 'Oval 75-79' (hard to see with green), 'Oval > 91-99', 'Oval 111, 113-119' > - More on other pagesWell, I noticed that; though I only tested if the patch (targeted at one specific problem) does some regressions. > I hope you do not think I am too nit-picking, but of course to get > that right is central for compatibility.Well, I do wholeheartly agree; but imo the patch should be very specific, as it at least *looks* dangerous; so that it could be possible later to bisect right to it in case of a regression. I suppose other improvements should go in follow-ups, don't you agree? > It might be that green and > red mean something like 'this should work, this not' that I do not > know.No, I have mislead you with these colours; I only wanted to make things distinguishable. > For automatic comparison (test case): Hm. That would need to > compare against PPT state or against a saved PPT state. Do we have > a bitmap compare - it would be possible to get a bitmap from a > whole page in a good resolution and compare against a saved PPT one > of that page. Also single shapes, but that may be too > expensive/runtime extensiveI ask you to please guide (push) me in a promising direction, because I can't figure how to do this. If I'll be able to probrammatically generate a bitmap (preferably to file), I'll try to generate a reference bitmap from MSO to be able to test this; however, that would be silly to expect pixel-to-pixel match. Some fuzz would be required..."
11777,0,"Patch Set 4:Hi Mike, please have a look at HtmlExport::CreateImagesForPresPages, there a drawing::GraphicExportFilter is used to create images of the single pages. You can strip down, use a fixed format and set as source the page (xGraphicExporter->setSourceDocument(...)), a temp URL as target. HTH!"
11778,0,"Patch Set 4:Hmm; thanks for the reviews. Elsewhere I see strenous assertion from eg. Thorsten that it is impossible to get text reliably positioned, or rendered so that we can do any meaningful pixel comparisons =) and here we are blocking on that ?It would seem to me that fixing the colors, and getting this included - would be good; with some follow-up discussion on how to write the perfect bitmap / text comparison tool.Right ? Mike ?"
11780,1,Patch Set 6: Verified+1Wonderful fix Mike; thanks for going far further than the extra mile to add a unit test; shame we can't fit the (much larger and more comprehensive) test document into git - but it can live in bugzilla. Nice work !
11781,1,Patch Set 3:Thorsten - looks scary to me ? =)
11782,1,"Patch Set 3:@Mike: The only way to be sure is to check all combinations of ppt imports with MS's possible alignments (not to forget: vertical writing) and compare to current behaviour. Once for a CustomShape, once for a non-CS (e.g. graphic or OLE). Make sure that only the wanted case chnges. Sorry, no better idea here"
11783,0,"Patch Set 3: Code-Review-1What Armin says - it is somewhat unlikely that those cases are suddenly unused (of course not impossible).Additionally, please add a unit test for the bug you fix now (if not for the earlier problems ;)). aa94dd9a5b5db3c51d5de1b5a3e9c8d9e7a22b5c is a good example to use."
