ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,PREDICTED
2508,Change has been successfully cherry-picked as b85ce724410ef0a54f63cf68445e0f59641d5ab4 by David Tardon,1,2296,2016-08-30 08:42:39,2016-08-27 12:31:14,2016-08-27 12:38:31,68,MERGED,2.0,3.0,4,5,1,positive
2513,Change has been successfully cherry-picked as 5e4af6165881795f24fa4a5f6b831349e5390360 by pranavk,2,2301,2016-08-30 07:46:01,2016-08-30 05:46:58,2016-08-30 07:11:29,0,MERGED,1.0,4.0,2,3,2,positive
2517,Change has been successfully cherry-picked as 10d4c96b518c3f6576c8ac338b66f79984977bc6 by pranavk,3,2305,2016-08-30 07:44:59,2016-08-29 11:12:55,2016-08-30 07:11:29,0,MERGED,1.0,2.0,2,3,3,positive
2521,"Patch Set 13:Stephan, thank you for https://gerrit.libreoffice.org/#/c/28399/To be honest, I just copy-pasted your code. That's opensource! :)",13,2309,2016-08-26 13:34:32,2016-08-22 14:33:26,2016-08-26 13:09:03,0,MERGED,8.0,442.0,2,5,19,positive
2540,"Patch Set 2:Doxygen for SameContentListBox is still missing, please don't forget to add that. Thanks!",2,2325,2016-08-19 16:01:57,2016-08-18 13:21:58,2016-08-19 10:49:39,5,MERGED,10.0,127.0,2,2,3,positive
2543,Change has been successfully cherry-picked as 4ef79854ea1219186296480d69fb10b05d1810c3 by Yousuf Philips,2,2326,2016-08-29 12:44:11,2016-08-27 16:04:33,2016-08-27 16:04:33,44,MERGED,1.0,0.0,4,7,2,positive
2558,Patch Set 1:(1 comment)Please see my reply in code.,1,2339,2016-06-26 05:23:18,2016-06-19 17:23:51,2016-06-19 17:24:32,155,MERGED,3.0,7.0,4,8,4,positive
2574,Change has been successfully cherry-picked as f3ca27e5129a024e9c1cf0e9092ef358eca02394 by Ashod Nakashian,2,2344,2016-08-28 22:37:27,2016-08-28 18:41:34,2016-08-28 18:49:08,3,MERGED,1.0,1.0,2,3,2,positive
2582,Patch Set 1: Code-Review+2Looks very sensible to me - thanks Mert =) Perhaps best to get Cloph or Tomaz to look at this one though.,1,2352,2016-07-28 13:58:52,2016-07-27 17:37:19,2016-07-27 17:37:19,20,MERGED,1.0,13.0,5,6,1,positive
2631,"Patch Set 1: Code-Review+2 Verified+1Lets use this ""safe"" thing for 5-2 and I'll remove it for rects in master. But leave the rounding for clipping I guess.",1,2393,2016-08-21 11:49:26,2016-08-20 16:27:50,2016-08-20 16:38:42,19,MERGED,1.0,22.0,4,7,2,positive
2644,Change has been successfully cherry-picked as 92986a1d516195ed73ad2036ee0647a54baf84b6 by Michael Stahl,1,2405,2016-08-24 20:30:07,2016-08-12 14:19:57,2016-08-24 18:40:04,1,MERGED,8.0,60.0,3,5,2,positive
2655,Change has been successfully cherry-picked as e04bea2bad6839df08b1b631f1233d51088b9902 by Takeshi Abe,4,2415,2016-08-24 06:57:58,2016-08-23 09:17:58,2016-08-24 04:22:58,2,MERGED,1.0,16.0,3,5,4,positive
2658,Change has been successfully cherry-picked as d5fab973d0af95c433c5f6a9492014f7db642489 by Mark Hung,1,2418,2016-08-24 00:06:43,2016-07-28 12:20:26,2016-07-28 18:21:40,629,MERGED,3.0,32.0,3,5,1,positive
2668,Change has been successfully cherry-picked as 7a70cd77e44797d07a348993277b44a062868e9f by Eike Rathke,4,2425,2016-08-23 12:40:57,2016-08-19 18:18:52,2016-08-23 12:39:47,0,MERGED,3.0,69.0,3,6,4,positive
2696,Change has been successfully cherry-picked as 962719df881a8aefdec7f564293d1e0cd42a5540 by Noel Grandin,1,2451,2016-08-23 07:50:56,2016-08-22 18:47:45,2016-08-22 19:16:24,12,MERGED,1.0,1.0,4,6,1,positive
2699,Change has been successfully cherry-picked as a29a94d71d37575f7ed0b04ee7aa83af697a5efd by Noel Grandin,2,2454,2016-08-23 07:43:02,2016-08-21 17:56:21,2016-08-22 06:52:02,24,MERGED,2.0,11.0,4,6,2,positive
2704,Change has been successfully cherry-picked as 290b25af222124051cc611061de9caf8f1efe966 by Samuel Mehrbrodt,2,2458,2016-08-23 05:41:21,2016-08-07 19:46:15,2016-08-22 19:53:14,9,MERGED,3.0,11.0,3,5,2,positive
2711,Change has been successfully cherry-picked as 9e48eb5de069d6a5dad9e9668ce01f6805fc82cc by Markus Mohrhard,1,2465,2016-08-22 22:41:30,2016-08-19 19:28:19,2016-08-19 19:28:19,75,MERGED,1.0,6938.0,4,6,1,positive
2717,Change has been successfully cherry-picked as 12c152ccbf2890378b92e7d00ecc532fee36b83f by Yousuf Philips,1,2471,2016-08-22 11:47:45,2016-08-21 06:11:44,2016-08-21 06:11:44,29,MERGED,1.0,6.0,3,6,2,positive
2734,Change has been successfully cherry-picked as 76ad9b3451d82cf6b0079836fb5a1627677f4f83 by Ashod Nakashian,4,2486,2016-08-22 05:48:05,2016-08-21 16:56:35,2016-08-22 04:31:00,1,MERGED,3.0,78.0,2,3,4,positive
2735,Change has been successfully cherry-picked as 4b28a9a4fc2af4ecf151c50cc8f081a3e516b821 by Ashod Nakashian,4,2487,2016-08-22 05:46:38,2016-08-21 15:15:50,2016-08-22 04:31:00,1,MERGED,2.0,9.0,2,3,4,positive
2744,Change has been successfully cherry-picked as 59b88dab495126fbce00a859eca64536d2fb264c by Ashod Nakashian,4,2496,2016-08-22 05:04:56,2016-08-20 12:27:42,2016-08-22 04:30:59,0,MERGED,2.0,6.0,2,3,4,positive
2756,Change has been successfully pushed.,4,2508,2016-08-22 02:17:01,2016-08-19 08:51:13,2016-08-22 02:14:43,0,MERGED,2.0,16.0,2,5,4,positive
2759,"Patch Set 1: Code-Review+1 Verified+1There's a gerrit build ok, the other is ko but is unrelated with the patch.",1,2510,2016-08-21 10:49:16,2016-08-21 08:36:45,2016-08-21 08:36:45,2,MERGED,1.0,6.0,4,8,1,positive
2761,Change has been successfully cherry-picked as 6431e91eca9e44684066a32ed3d6411509dac781 by Giuseppe Castagno,1,2511,2016-08-21 06:32:58,2016-08-20 19:00:03,2016-08-20 19:33:13,10,MERGED,1.0,2.0,3,8,1,positive
2764,Change has been successfully cherry-picked as 32d160300e7bd51c0f273275a3d8872e55af9ad3 by Szymon K┼éos,4,2514,2016-08-18 09:07:59,2016-08-15 09:14:58,2016-08-15 11:37:56,69,MERGED,3.0,156.0,3,7,5,positive
2777,Change has been successfully cherry-picked as d01d60be2708c876eaf6b5b58ac784923286c24e by Samuel Mehrbrodt,7,2526,2016-08-19 06:56:02,2016-07-26 20:40:38,2016-08-16 19:55:30,59,MERGED,19.0,220.0,5,7,7,positive
2779,Patch Set 6: Code-Review+1 Verified+1Looks good to me. Did you want someone to review the code before its pushed in or do you plan to push it in yourself?,6,2526,2016-08-10 21:31:14,2016-07-26 20:40:38,2016-08-08 07:51:00,61,MERGED,19.0,220.0,4,6,7,positive
2782,"Patch Set 5:> Sorry gulsah, i was wrong about the removal of the up, left, down, > right, series and random entries. :)OK, doing now :)",5,2526,2016-08-08 07:29:56,2016-07-26 20:40:38,2016-08-03 17:42:44,109,MERGED,19.0,206.0,4,8,7,positive
2786,Change has been successfully cherry-picked as d80ad9847e93be3cd20de6b233379ad328c8550c by Samuel Mehrbrodt,1,2529,2016-08-19 05:35:08,2016-08-18 18:46:21,2016-08-18 18:50:56,10,MERGED,1.0,2.0,4,7,1,positive
2795,Change has been successfully cherry-picked as 0d5804cc8e26cbf315c85c3d1c5d62929f49b470 by Tor Lillqvist,1,2536,2016-08-18 20:24:02,2016-08-18 14:56:07,2016-08-18 14:57:13,5,MERGED,1.0,2.0,4,7,1,positive
2796,Change has been successfully cherry-picked as e3759a3154de534a5edfd69f7face5b5c29c1ea9 by Eike Rathke,1,2537,2016-08-18 20:23:12,2016-06-06 03:06:05,2016-08-06 03:48:40,304,MERGED,1.0,13.0,4,5,1,positive
2803,Change has been successfully cherry-picked as a355897f3efd562b7ac9b962877b6c104cd5a90e by Eike Rathke,3,2543,2016-08-18 16:20:03,2016-08-11 15:17:54,2016-08-16 18:25:38,45,MERGED,1.0,5.0,3,4,3,positive
2805,Change has been successfully cherry-picked as 5c1812103a6c0cd29dd18e546d29ee683f675f6d by Markus Mohrhard,2,2545,2016-08-18 16:04:02,2016-08-09 15:30:23,2016-08-18 13:06:41,2,MERGED,1.0,7.0,3,4,3,positive
2807,Change has been successfully cherry-picked as 0868f670374cdcf6c2610d91ff8702f59b2e0bd3 by Thorsten Behrens,9,2546,2016-08-18 14:24:25,2016-08-10 10:50:19,2016-08-18 12:23:23,2,MERGED,1.0,2.0,3,5,10,positive
2810,Change has been successfully pushed.,2,2548,2016-08-18 13:33:09,2016-08-18 11:37:42,2016-08-18 13:32:51,0,MERGED,2.0,41.0,2,5,2,positive
2811,Change has been successfully cherry-picked as 6782d9991c942042c9a959b57355b4bbce5cb314 by Stephan Bergmann,4,2549,2016-08-18 12:52:26,2016-08-18 09:48:26,2016-08-18 11:32:21,1,MERGED,3.0,20.0,3,6,4,positive
2815,Patch Set 7:Do the new Column.?xx really incorporate work covered by the following license notice: Licensed to the Apache Software Foundation...?,7,2551,2016-08-17 23:11:48,2016-08-11 18:03:18,2016-08-17 18:01:34,5,MERGED,17.0,545.0,3,6,8,positive
2819,"Patch Set 1: Verified+1As no localization strings are available yet, i cant fully test that it is working as it should, as the category names appear in english when a non-english language is currently selected. But if it acts like it is said to work, then it looks good to me.",1,2554,2016-08-15 12:11:59,2016-08-10 07:42:44,2016-08-10 12:11:24,120,MERGED,4.0,105.0,5,13,6,positive
2821,Patch Set 1: Code-Review-1(2 comments)Thank you everyone for your valuable comments/reviews. I'll revise the patch and resubmit.,1,2554,2016-08-16 12:19:35,2016-08-10 07:42:44,2016-08-10 12:11:24,144,MERGED,4.0,105.0,5,13,6,positive
2823,Change has been successfully cherry-picked as 5a95364bcb43210708764af91b00663e0b198450 by Thorsten Behrens,2,2555,2016-08-18 10:46:23,2016-08-18 00:43:14,2016-08-18 08:23:56,2,MERGED,1.0,2.0,3,6,2,positive
2837,"Patch Set 2:Modified to your wording - definitely better, thanks!",2,2569,2016-08-14 18:39:45,2016-08-12 19:43:15,2016-08-14 18:37:53,0,MERGED,1.0,2.0,3,6,2,positive
2850,Change has been successfully cherry-picked as d3a510e6ec7a42a7a30a24b7373931b8a8ef1a54 by Lionel Elie Mamane,1,2577,2016-08-17 13:14:51,2016-08-11 11:13:57,2016-08-11 11:13:57,146,MERGED,1.0,4.0,3,4,1,positive
2871,Change has been successfully cherry-picked as 3a3cd19df142dddeb74bee6a7a38ba8419cd86be by Caol├ín McNamara,2,2596,2016-08-16 20:01:58,2016-08-10 16:33:41,2016-08-16 10:24:33,9,MERGED,1.0,16.0,3,4,2,positive
2874,"Patch Set 3: Code-Review-1(6 comments)Looks good in general, just some nitpicks again ;-)",3,2599,2016-07-28 11:10:51,2016-07-17 16:20:24,2016-07-27 17:11:42,17,MERGED,9.0,312.0,2,3,7,positive
2885,Change has been successfully cherry-picked as 9e3c49f4449519680f2b149c71367f44dfa7736f by Eike Rathke,1,2606,2016-08-16 12:39:10,2016-08-16 09:56:30,2016-08-16 09:56:30,2,MERGED,1.0,3324.0,3,5,1,positive
2927,Change has been successfully cherry-picked as 2a174c2f6fd58a31eb150b84de83e5ba1c4d3fed by Miklos Vajna,6,2640,2016-08-15 06:47:44,2016-08-05 17:21:13,2016-08-07 13:31:23,185,MERGED,4.0,28.0,4,6,7,positive
2954,Change has been successfully cherry-picked as e7d6f952f136d11451969dcf1da417fe5e0e88f9 by Yousuf Philips,1,2667,2016-08-13 12:50:07,2016-07-12 03:17:51,2016-07-12 03:17:51,777,MERGED,1.0,3.0,4,6,2,positive
2969,Change has been successfully cherry-picked as cb3a00514a6baa9fe7c0660a743b95e1baed7bb8 by Noel Grandin,3,2678,2016-08-13 11:47:51,2016-08-07 10:24:28,2016-08-13 08:06:19,3,MERGED,8.0,48.0,4,6,3,positive
2977,Patch Set 2: Code-Review+2 Verified+1Oh wellÔÇª :),2,2683,2016-08-12 20:20:00,2016-08-11 17:32:30,2016-08-11 20:18:04,24,MERGED,1.0,20.0,4,7,2,positive
2979,Change has been successfully cherry-picked as 9d06ed4aff19bf16afb9ac448899187724766b88 by Bj├Ârn Michaelsen,1,2684,2016-08-12 16:15:49,2016-08-12 11:10:44,2016-08-12 11:10:44,5,MERGED,1.0,5.0,3,7,1,positive
3002,"Patch Set 5: Code-Review-2(1 comment)I advise against hardcoding specific services. Especially when they are only available in a small subset of languages.Letting special cases creep in like the one in flagged in the comment is even worse.Instead of hardcoding the ask site, make it a generic ""find help online"" or similar, that links to the domain specifically created for those kind of links: http://hub.libreoffice.org/something.That in turn can then redirect to language specific resources. (either redirect directly to askbot or show a overview page, depending on language. That then can be maintained/updated independently from LO (you cannot change the hardcoded URLs in a released version of LO after all)so again:* make it a generic page instead (not ""Questions and Answers"" but something like ""Get help online"" or something similar)* all URLs in LibreOffice itself should be http://hub.libreoffice.org/something ones.definite -2 because of the special handling of locales, without it it would still be a fat -1 from me",5,2702,2016-07-12 12:47:46,2016-07-07 22:57:48,2016-07-08 23:10:12,85,MERGED,25.0,72.0,3,6,10,positive
3010,Change has been successfully pushed.,5,2708,2016-08-11 07:33:43,2016-08-10 10:43:56,2016-08-11 06:13:27,1,MERGED,37.0,1063.0,1,2,5,positive
3017,"Patch Set 2: Code-Review+1Great. The patch looks good from a cursory glance, but before I commit it, I have to test it. This might take me a few days. I'll come back to you.Thanks!",2,2714,2016-08-09 10:42:58,2016-08-09 08:25:37,2016-08-09 09:54:07,0,MERGED,7.0,140.0,3,4,2,positive
3020,Change has been successfully cherry-picked as b2bbebb34efc9b931b4bf0feaf1fdede7cad4f62 by Katarina Behrens,1,2716,2016-08-10 11:11:47,2016-08-10 08:49:21,2016-08-10 08:49:21,2,MERGED,1.0,1.0,4,6,1,positive
3023,Patch Set 2: Code-Review+1Looks good to me in principle. Lets put the DummyTokenHandler into the test and not into the legacyfastparser.cxx.Otherwise I prefer 0xffff instead of 65535 - its easier to read for me ;-) [ is there not a #define for the mask there ? ].Looks promising thought; thanks Mohammed !,2,2717,2016-08-04 08:50:13,2016-08-03 11:57:48,2016-08-03 21:11:53,11,MERGED,2.0,185.0,3,6,4,positive
3024,Patch Set 2:We should also make the subject more descriptive - we're still improving the test code in sax2 =) not xmloff.,2,2717,2016-08-04 09:02:32,2016-08-03 11:57:48,2016-08-03 21:11:53,11,MERGED,2.0,185.0,3,6,4,positive
3034,Change has been successfully cherry-picked as 252773f2bcd12660875ba72df744054a6e55b253 by Takeshi Abe,1,2726,2016-08-10 03:09:32,2016-08-09 09:25:46,2016-08-09 09:30:38,17,MERGED,3.0,8.0,3,6,1,positive
3075,Change has been successfully cherry-picked as b0f4291e5c0fe6d61d621e692cbc8bea4cb4c401 by Markus Mohrhard,1,2763,2016-08-08 04:16:11,2016-08-08 03:36:59,2016-08-08 03:39:39,0,MERGED,1.0,3.0,3,6,2,positive
3076,Change has been successfully cherry-picked as 8b86768a9a72ce6ef326615cb7c9ad5c76172921 by Markus Mohrhard,1,2764,2016-08-08 04:09:08,2016-08-08 03:01:04,2016-08-08 03:09:03,1,MERGED,1.0,3.0,3,6,2,positive
3077,Change has been successfully cherry-picked as 87ef2d8f2808a951c92387ba0582ea02a19f89e7 by Markus Mohrhard,4,2765,2016-08-08 04:05:17,2016-08-05 00:56:30,2016-08-08 02:32:07,1,MERGED,1.0,6.0,3,6,4,positive
3113,Change has been successfully cherry-picked as dde4e9a95479850bfc968fe712fe9e7ea7ef324e by Markus Mohrhard,1,2800,2016-08-07 04:29:00,2016-08-06 22:30:19,2016-08-06 22:30:19,5,MERGED,1.0,9.0,4,7,1,positive
3116,Change has been successfully cherry-picked as 05c89af876fc7bb2e02e7de84df0cfc2869b0071 by Julien Nabet,3,2802,2016-08-06 16:49:30,2016-08-05 19:58:58,2016-08-06 11:18:43,5,MERGED,4.0,69.0,3,5,3,positive
3119,Change has been successfully cherry-picked as a141cba76606c7dcc4965f0a25cc9a4ff2d8879e by Miklos Vajna,3,2805,2016-08-05 19:08:18,2016-08-05 16:01:06,2016-08-05 18:01:09,1,MERGED,3.0,114.0,3,6,3,positive
3121,Change has been successfully cherry-picked as 049ca7107ddb02c0b741c7aabd4c60971f418248 by Markus Mohrhard,1,2806,2016-08-05 18:47:50,2016-08-05 13:26:01,2016-08-05 13:26:01,5,MERGED,1.0,2969.0,4,6,1,positive
3123,Change has been successfully cherry-picked as 88d98366ecc016b7bb3422c6b1e696de569bb9a2 by Markus Mohrhard,2,2807,2016-08-05 18:45:59,2016-08-03 20:32:26,2016-08-05 15:28:28,3,MERGED,1.0,3092.0,3,5,2,positive
3125,Change has been successfully cherry-picked as 98cf484952eb2cec654a3d7d27463131b9f8509b by Markus Mohrhard,2,2808,2016-08-05 18:44:56,2016-08-02 16:24:15,2016-08-05 15:27:24,3,MERGED,1.0,8042.0,3,5,3,positive
3128,Change has been successfully cherry-picked as 2adaba5dd4caf87e3ba39e3ac2533ffda09bb948 by Markus Mohrhard,1,2810,2016-08-05 18:39:15,2016-08-05 13:31:35,2016-08-05 13:31:35,5,MERGED,1.0,4244.0,4,6,1,positive
3142,Change has been successfully cherry-picked as a47aa43b5c6ad8bfbff2f052dd48555174150443 by Yousuf Philips,1,2821,2016-08-05 09:41:23,2016-08-03 19:19:14,2016-08-03 19:26:28,38,MERGED,13.0,0.0,5,6,1,positive
3145,Patch Set 3: Verified+1Blessed by ESC and design team..,3,2824,2016-08-05 08:28:16,2016-08-04 13:05:25,2016-08-04 13:05:25,19,MERGED,2632.0,370920.0,4,7,3,positive
3146,Change has been successfully cherry-picked as 08f3661b5d02f53d3dd15adc54dc07c7e63c4938 by Toma┼¥ Vajngerl,3,2824,2016-08-05 08:28:42,2016-08-04 13:05:25,2016-08-04 13:05:25,19,MERGED,2632.0,370920.0,4,7,3,positive
3157,Change has been successfully cherry-picked as 85badce0b8dce3c1c1cc4b7af2d71ec2ff8da4ef by Eike Rathke,1,2835,2016-08-04 23:37:16,2016-08-03 09:56:16,2016-08-04 22:26:07,1,MERGED,1.0,10.0,3,6,1,positive
3174,Change has been successfully cherry-picked as 428a1da60b88415e7db21353a42bed85b8b76ed9 by Miklos Vajna,2,2851,2016-08-04 11:09:13,2016-08-04 10:37:30,2016-08-04 10:37:31,0,MERGED,5.0,66.0,3,6,2,positive
3192,Change has been successfully cherry-picked as f2da3173f8d91898638749039265b7ad3303df2a by Markus Mohrhard,1,2869,2016-08-04 00:07:27,2016-08-02 16:26:15,2016-08-02 16:26:15,31,MERGED,1.0,3324.0,4,6,2,positive
3194,Change has been successfully cherry-picked as 46bb9041b62837466ee1173c468f86f1bf510803 by Markus Mohrhard,1,2871,2016-08-04 00:03:10,2016-08-03 20:16:09,2016-08-03 20:16:09,3,MERGED,1.0,3236.0,4,6,1,positive
3204,Change has been successfully cherry-picked as 7d7386bd5476dfe761978684715d3008b12701dd by Eike Rathke,1,2880,2016-08-03 17:10:25,2016-08-03 15:14:03,2016-08-03 15:46:25,1,MERGED,1.0,6.0,5,6,1,positive
3224,Change has been successfully pushed.,3,2900,2016-08-03 08:09:17,2016-08-02 09:38:53,2016-08-03 07:57:34,0,MERGED,1.0,2.0,2,5,3,positive
3247,Change has been successfully cherry-picked as e601533855e2d7958a2d216e40601400178374a5 by Markus Mohrhard,3,2923,2016-08-02 12:33:09,2016-07-31 07:42:28,2016-08-01 16:32:02,20,MERGED,1.0,7952.0,3,4,4,positive
3249,Change has been successfully cherry-picked as 0762a119fc0a17b80dab1e49fb832a2214f85fdc by Miklos Vajna,1,2925,2016-08-02 11:13:55,2016-08-02 09:43:39,2016-08-02 09:43:40,1,MERGED,11.0,82.0,3,6,1,positive
3256,Change has been successfully cherry-picked as 72e6f08c692c0625db5ce377fb478a99660adb0d by Samuel Mehrbrodt,17,2931,2016-07-28 20:54:57,2016-06-27 10:45:23,2016-07-28 16:49:27,4,MERGED,37.0,27484.0,4,6,18,positive
3259,"Patch Set 2:Miklos:Thanks. Just expanded ""hidden"" into real one. :)",2,2932,2016-07-29 10:21:45,2016-07-28 13:33:17,2016-07-29 10:18:11,0,MERGED,18.0,146.0,2,5,4,positive
3265,Change has been successfully cherry-picked as d1ffaf5315497140dedbc67c78f14706591b314e by Eike Rathke,2,2935,2016-08-01 13:29:50,2016-07-31 11:36:06,2016-08-01 07:52:44,5,MERGED,1.0,13.0,3,4,2,positive
3302,Change has been successfully cherry-picked as d5f4bcb2c10ca40ce853b96398e60aead8809621 by Giuseppe Castagno,3,2969,2016-07-31 13:20:36,2016-07-31 09:46:27,2016-07-31 13:01:29,0,MERGED,1.0,41.0,3,6,3,positive
3325,Change has been successfully cherry-picked as 97353e5c43815b45a6f365ccaea474899683d38e by Giuseppe Castagno,1,2992,2016-07-30 12:34:23,2016-07-30 09:53:34,2016-07-30 11:03:03,1,MERGED,1.0,10.0,3,5,2,positive
3334,Change has been successfully cherry-picked as c772c8fd273d73af4734ce0ed1b4bb082dc1886c by Caol├ín McNamara,3,3000,2016-07-29 20:04:48,2016-07-29 08:02:58,2016-07-29 15:36:53,4,MERGED,5.0,73.0,3,5,3,positive
3354,Change has been successfully cherry-picked as b641d83bb9f8adba1a487ca0e04d7151f96c3eea by Giuseppe Castagno,2,3018,2016-07-29 11:45:10,2016-01-10 09:05:02,2016-07-29 10:08:34,1,MERGED,3.0,132.0,3,4,2,positive
3390,Change has been successfully cherry-picked as 3f320c21d27c409aa086d044502acf42f60a1a36 by Miklos Vajna,1,3051,2016-07-28 14:35:02,2016-07-28 12:49:13,2016-07-28 12:52:29,1,MERGED,2.0,3.0,4,5,1,positive
3404,Change has been successfully cherry-picked as 3380b51b42480693d8b3ac97f08c6568a4f73201 by Caol├ín McNamara,1,3065,2016-07-28 11:13:53,2016-07-28 10:29:36,2016-07-28 10:29:36,0,MERGED,1.0,15584.0,3,3,2,positive
3426,Change has been successfully cherry-picked as 1300b412fbeb00e465b689ee57a5a321cc7c4740 by Ashod Nakashian,1,3085,2016-07-27 16:00:55,2016-07-27 14:57:08,2016-07-27 14:57:51,1,MERGED,2.0,5.0,2,3,1,positive
3440,"Patch Set 3:(2 comments)Removal of the binary table autoformat load/save code sounds a bit brave to me. Sure, table autoformat will be mostly useless for new users when the table styles UI is ready, but we have to take care of old users as well, possibly having valuable data in their user profile.",3,3095,2016-07-26 14:14:48,2016-07-26 12:29:40,2016-07-26 13:05:17,1,MERGED,6.0,239.0,3,7,4,positive
3441,"Patch Set 4: Code-Review+2 Verified+1Looks good. Please add the extensoin attributes to https://wiki.documentfoundation.org/Development/ODF_Implementer_Notes/List_of_LibreOffice_ODF_ExtensionsCould you also prepare an ODF proposal like it was done for number:max-denominator-value, see there?I'm not sure at the moment if zeros-numerator-digits is actually a good name or if it shouldn't be numerator-digits-zeros instead.",4,3096,2016-07-27 11:04:02,2016-07-17 09:06:41,2016-07-22 18:52:06,112,MERGED,4.0,64.0,4,5,4,positive
3454,Patch Set 3:Sorry Jiri - by far the best if you can respond to Tor's comments - if you would ? =),3,3103,2016-06-29 17:08:22,2016-04-05 18:47:12,2016-06-29 17:06:02,0,MERGED,3.0,659.0,2,4,3,positive
3486,"Patch Set 2:(6 comments)This changes behavior somewhat, in that e.g.  soffice -pt --writer printerused to open a new Writer doc (and print nothing), whereas now it will try to print a file named ""printer"" to a printer named ""--writer"".  But arguably the old behavior was a bug, and the change should be fine.",2,3131,2016-07-19 12:43:27,2016-07-19 10:03:01,2016-07-19 11:04:13,1,MERGED,1.0,277.0,4,14,7,positive
3487,Change has been successfully cherry-picked as 7f54aa12797d0c2d6dc5c35b3c11a9c37c744edc by Miklos Vajna,2,3132,2016-07-26 12:24:41,2016-07-24 16:50:23,2016-07-25 07:38:46,28,MERGED,1.0,1.0,4,5,2,positive
3493,Change has been successfully cherry-picked as eb345a155bc9cb92fffd3e5ea0269207b3bac0f1 by Miklos Vajna,1,3134,2016-07-26 11:39:23,2016-07-23 05:23:08,2016-07-23 05:23:08,78,MERGED,2.0,8.0,4,9,1,positive
3508,Change has been successfully cherry-picked as c79e9046749c094f705234545a10c32279eeef60 by Caol├ín McNamara,1,3149,2016-07-25 19:40:24,2016-07-25 14:45:32,2016-07-25 14:51:01,4,MERGED,1.0,10.0,4,6,1,positive
3548,Change has been successfully cherry-picked as 49edd6d296c5bccbcc614d87b7f1265ede6e6334 by jan iversen,4,3188,2016-07-24 21:56:39,2016-07-23 14:22:03,2016-07-24 19:05:53,2,MERGED,1.0,8.0,3,5,4,positive
3571,Change has been successfully cherry-picked as c2524387f3c26c3f0a01a2ce06a352429e27f87c by Jochen Nitschke,1,3207,2016-07-22 18:46:29,2016-07-22 13:13:29,2016-07-22 13:23:40,5,MERGED,4.0,82.0,3,5,1,positive
3579,Change has been successfully cherry-picked as d2e8010196b99875138088ec814df71b22554d9d by Samuel Mehrbrodt,1,3215,2016-07-22 15:31:54,2016-07-22 14:43:47,2016-07-22 14:43:47,0,MERGED,8.0,22.0,3,3,1,positive
3588,Change has been successfully cherry-picked as 0bd3daf959a6ac94e2538f6b9b7f7c6892596210 by Caol├ín McNamara,2,3224,2016-07-22 10:59:58,2016-07-14 23:08:53,2016-07-14 23:08:53,179,MERGED,1.0,15.0,4,5,2,positive
3611,Patch Set 2: Code-Review+2ok then... fine.,2,3245,2016-07-21 23:27:33,2016-07-20 15:29:17,2016-07-21 10:10:25,13,MERGED,3.0,19.0,3,6,2,positive
3612,Change has been successfully cherry-picked as beccfd1f8d87ae2196815d5a760054312e8e1c38 by Norbert Thiebaud,2,3245,2016-07-21 23:29:29,2016-07-20 15:29:17,2016-07-21 10:10:25,13,MERGED,3.0,19.0,3,6,2,positive
3635,Change has been successfully cherry-picked as a7892881b880f652c5a7a2ba4e0855041ec0afd8 by Markus Mohrhard,1,3267,2016-07-21 16:53:10,2016-07-21 15:44:04,2016-07-21 15:44:04,1,MERGED,1.0,2472.0,4,5,1,positive
3657,"Patch Set 1: Code-Review+1Bjoern: Thanks for that, makes sense! :-)  I just see the jenkins has failed, no idea if it is a temporary breakge or what.  If all is fine, please go ahead and merge.",1,3289,2016-07-21 09:26:04,2016-07-21 07:52:11,2016-07-21 07:55:22,1,MERGED,1.0,66.0,4,7,2,positive
3665,Change has been successfully cherry-picked as b0db1f4c79e12b4fc96f82b362b332d9ffb6e87c by Samuel Mehrbrodt,1,3294,2016-07-20 21:52:46,2016-07-19 19:29:13,2016-07-19 19:29:13,26,MERGED,2.0,74.0,4,6,1,positive
3680,"Patch Set 1: Code-Review+1 Verified+1Merged in master, suggest we merge it for. 5.2 as well.",1,3308,2016-07-18 11:10:33,2016-07-18 05:12:48,2016-07-18 05:28:15,5,MERGED,10.0,90541.0,5,5,1,positive
3683,"Patch Set 2:Hi Regina, thank you very much for reviewing the patch.Yes, much better to use clamp. already updated!",2,3309,2016-07-19 22:19:01,2016-07-19 21:25:14,2016-07-19 22:12:23,0,MERGED,1.0,6.0,2,5,4,positive
3715,Change has been successfully cherry-picked as ae30c85f61557bad0ce3ddf2fc80c710d9e31f69 by Markus Mohrhard,3,3331,2016-07-19 08:28:55,2016-07-18 19:29:25,2016-07-19 07:05:53,1,MERGED,1.0,5923.0,3,5,3,positive
3721,Change has been successfully cherry-picked as 8d0c103bcd84ae428b4a3cc2c48167d277b9d718 by Markus Mohrhard,3,3336,2016-07-19 07:06:30,2016-07-18 17:40:12,2016-07-18 22:06:17,9,MERGED,1.0,3052.0,3,4,3,positive
3722,Change has been successfully cherry-picked as c697ad1a44323e3491451ebdc25019751d8a1bc1 by Stephan Bergmann,17,3337,2016-07-19 07:01:14,2016-07-10 20:38:50,2016-07-18 12:06:43,18,MERGED,4.0,247.0,3,5,17,positive
