ID,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,PREDICTED
2508,Change has been successfully cherry-picked as 129f93e46c29b388d38e9097869fd3e72dc40a5e by Miklos Vajna,1,2294,2016-08-25 17:08:26,2016-08-27 13:27:09,44,MERGED,3.0,84.0,4,7,1,positive
2510,Change has been successfully cherry-picked as b85ce724410ef0a54f63cf68445e0f59641d5ab4 by David Tardon,1,2296,2016-08-27 12:31:14,2016-08-27 12:38:31,0,MERGED,2.0,3.0,4,5,1,positive
2519,Change has been successfully cherry-picked as 10d4c96b518c3f6576c8ac338b66f79984977bc6 by pranavk,3,2305,2016-08-29 11:12:55,2016-08-30 07:11:29,19,MERGED,1.0,2.0,2,3,3,positive
2523,"Patch Set 13:Stephan, thank you for https://gerrit.libreoffice.org/#/c/28399/To be honest, I just copy-pasted your code. That's opensource! :)",13,2309,2016-08-22 14:33:26,2016-08-26 13:09:03,94,MERGED,8.0,442.0,2,5,19,positive
2524,Change has been successfully cherry-picked as 20f6a6b159c69771dc0e087f63b6c701908e32e2 by Stephan Bergmann,19,2309,2016-08-22 14:33:26,2016-08-29 22:07:37,175,MERGED,7.0,472.0,3,6,19,positive
2556,Change has been successfully cherry-picked as 41ce5e234c5b884b2efd426f46caec2831545b45 by Thorsten Behrens,1,2337,2016-08-27 00:22:47,2016-08-27 00:22:47,0,MERGED,1.0,12.0,6,8,1,positive
2557,Change has been successfully cherry-picked as 86c0ce4d4637142b939ebaeb79c6bd35e49c1082 by Noel Grandin,1,2338,2016-08-29 06:50:28,2016-08-29 06:52:04,0,MERGED,75.0,351.0,3,6,1,positive
2560,Patch Set 1:(1 comment)Please see my reply in code.,1,2339,2016-06-19 17:23:51,2016-06-19 17:24:32,0,MERGED,3.0,7.0,4,8,4,positive
2567,Patch Set 3: Code-Review+2 Verified+1Thanks!,3,2340,2016-07-30 22:48:35,2016-08-27 11:12:11,660,MERGED,17.0,857.0,3,3,3,positive
2568,Change has been successfully cherry-picked as 5fe688cf6c7b21c3a9dbeac6618bbae9097ef2fa by Samuel Mehrbrodt,3,2340,2016-07-30 22:48:35,2016-08-27 11:12:11,660,MERGED,17.0,857.0,3,3,3,positive
2576,Change has been successfully cherry-picked as f3ca27e5129a024e9c1cf0e9092ef358eca02394 by Ashod Nakashian,2,2344,2016-08-28 18:41:34,2016-08-28 18:49:08,0,MERGED,1.0,1.0,2,3,2,positive
2578,Change has been successfully cherry-picked as 03921a07696c0abbeada515340f769291e3cf95f by Ashod Nakashian,2,2346,2016-08-28 16:25:40,2016-08-28 18:49:00,2,MERGED,2.0,74.0,2,3,2,positive
2584,Patch Set 1: Code-Review+2Looks very sensible to me - thanks Mert =) Perhaps best to get Cloph or Tomaz to look at this one though.,1,2352,2016-07-27 17:37:19,2016-07-27 17:37:19,0,MERGED,1.0,13.0,5,6,1,positive
2633,"Patch Set 1: Code-Review+2 Verified+1Lets use this ""safe"" thing for 5-2 and I'll remove it for rects in master. But leave the rounding for clipping I guess.",1,2393,2016-08-20 16:27:50,2016-08-20 16:38:42,0,MERGED,1.0,22.0,4,7,2,positive
2698,Change has been successfully cherry-picked as 962719df881a8aefdec7f564293d1e0cd42a5540 by Noel Grandin,1,2451,2016-08-22 18:47:45,2016-08-22 19:16:24,0,MERGED,1.0,1.0,4,6,1,positive
2700,Change has been successfully cherry-picked as 0222a96d2406dbc04d8a6a317275f87896226995 by Mike Kaganski,1,2453,2016-08-23 06:06:35,2016-08-23 06:06:35,0,MERGED,1.0,12.0,3,6,1,positive
2701,Change has been successfully cherry-picked as a29a94d71d37575f7ed0b04ee7aa83af697a5efd by Noel Grandin,2,2454,2016-08-21 17:56:21,2016-08-22 06:52:02,12,MERGED,2.0,11.0,4,6,2,positive
2702,Change has been successfully cherry-picked as 850964c29c9a11aaafddaac69ffd1ae19f78ead1 by Mike Kaganski,2,2455,2016-08-23 06:36:20,2016-08-23 06:47:47,0,MERGED,1.0,14.0,3,6,2,positive
2709,Change has been successfully cherry-picked as ff3c297d4879293c99d88dcfee9bf24d8828b4ab by Markus Mohrhard,1,2461,2016-08-17 12:57:45,2016-08-17 12:57:45,0,MERGED,1.0,6364.0,4,6,1,positive
2710,Change has been successfully cherry-picked as 18035958b53688fe7b6b2ecb22010929c2b0c6d3 by Markus Mohrhard,1,2462,2016-08-18 21:00:08,2016-08-18 21:00:08,0,MERGED,1.0,5937.0,4,6,1,positive
2719,Change has been successfully cherry-picked as 12c152ccbf2890378b92e7d00ecc532fee36b83f by Yousuf Philips,1,2471,2016-08-21 06:11:44,2016-08-21 06:11:44,0,MERGED,1.0,6.0,3,6,2,positive
2726,Patch Set 6: Code-Review+2 Verified+1looks like tokens.txt need to match the sorting in  xmloff/source/core/xmltoken.cxx,6,2477,2016-08-17 03:33:18,2016-08-19 13:45:43,58,MERGED,2.0,2378.0,4,7,6,positive
2730,Change has been successfully cherry-picked as b65131af6005860d9977f669d8e68b8edcde239f by Noel Grandin,1,2480,2016-08-21 21:17:50,2016-08-21 21:17:50,0,MERGED,2.0,6.0,4,6,1,positive
2731,Change has been successfully cherry-picked as 5656f844015d9c6e7d70e3bd55fcd313817afb94 by Ashod Nakashian,4,2481,2016-08-22 03:34:02,2016-08-22 04:31:00,0,MERGED,2.0,107.0,2,3,4,positive
2761,"Patch Set 1: Code-Review+1 Verified+1There's a gerrit build ok, the other is ko but is unrelated with the patch.",1,2510,2016-08-21 08:36:45,2016-08-21 08:36:45,0,MERGED,1.0,6.0,4,8,1,positive
2779,Change has been successfully cherry-picked as d01d60be2708c876eaf6b5b58ac784923286c24e by Samuel Mehrbrodt,7,2526,2016-07-26 20:40:38,2016-08-16 19:55:30,503,MERGED,19.0,220.0,5,7,7,positive
2784,"Patch Set 5:> Sorry gulsah, i was wrong about the removal of the up, left, down, > right, series and random entries. :)OK, doing now :)",5,2526,2016-07-26 20:40:38,2016-08-03 17:42:44,189,MERGED,19.0,206.0,4,8,7,positive
2786,Change has been successfully pushed.,2,2527,2016-08-18 12:34:31,2016-08-19 06:15:49,17,MERGED,96.0,392.0,2,4,2,positive
2805,Change has been successfully cherry-picked as a355897f3efd562b7ac9b962877b6c104cd5a90e by Eike Rathke,3,2543,2016-08-11 15:17:54,2016-08-16 18:25:38,123,MERGED,1.0,5.0,3,4,3,positive
2809,Change has been successfully cherry-picked as 0868f670374cdcf6c2610d91ff8702f59b2e0bd3 by Thorsten Behrens,9,2546,2016-08-10 10:50:19,2016-08-18 12:23:23,193,MERGED,1.0,2.0,3,5,10,positive
2821,"Patch Set 1: Verified+1As no localization strings are available yet, i cant fully test that it is working as it should, as the category names appear in english when a non-english language is currently selected. But if it acts like it is said to work, then it looks good to me.",1,2554,2016-08-10 07:42:44,2016-08-10 12:11:24,4,MERGED,4.0,105.0,5,13,6,positive
2825,Change has been successfully cherry-picked as 5a95364bcb43210708764af91b00663e0b198450 by Thorsten Behrens,2,2555,2016-08-18 00:43:14,2016-08-18 08:23:56,7,MERGED,1.0,2.0,3,6,2,positive
2828,Change has been successfully cherry-picked as dd99a9fd72f73c9d7c1b9ac6754f3d17568af81b by Markus Mohrhard,1,2558,2016-08-12 12:27:40,2016-08-12 12:27:40,0,MERGED,1.0,5.0,4,5,1,positive
2829,Change has been successfully cherry-picked as 451ad09dcb07487dfd0cec58d315595c46863bc4 by Katarina Behrens,2,2559,2016-08-17 21:12:43,2016-08-18 09:19:03,12,MERGED,2.0,7.0,2,3,2,positive
2879,Patch Set 5:I was just testing this when I saw the commit fly by ... :-)Looks good. Sorry for review delay.Can you please add this as new feature under https://wiki.documentfoundation.org/ReleaseNotes/5.3#Calcpreferably with a screenshot.Thanks,5,2600,2016-07-20 07:24:13,2016-08-16 19:21:32,659,MERGED,10.0,306.0,1,1,5,positive
2885,Change has been successfully cherry-picked as aa2aa4a6d25874b5c3bb751bd42574b838f75fe2 by Samuel Mehrbrodt,1,2605,2016-08-16 10:38:05,2016-08-16 12:49:41,2,MERGED,13.0,425.0,4,6,1,positive
2887,Change has been successfully cherry-picked as 9e3c49f4449519680f2b149c71367f44dfa7736f by Eike Rathke,1,2606,2016-08-16 09:56:30,2016-08-16 09:56:30,0,MERGED,1.0,3324.0,3,5,1,positive
2898,Change has been successfully cherry-picked as c505ec78ddf97fbcb6e39b7865df5a455d41bf38 by Samuel Mehrbrodt,2,2617,2016-08-15 18:24:44,2016-08-15 22:35:57,4,MERGED,1.0,2.0,4,6,2,positive
2956,Change has been successfully cherry-picked as e7d6f952f136d11451969dcf1da417fe5e0e88f9 by Yousuf Philips,1,2667,2016-07-12 03:17:51,2016-07-12 03:17:51,0,MERGED,1.0,3.0,4,6,2,positive
2958,Change has been successfully cherry-picked as 32881f01833dbcefd5600e1135dd8743178bfd96 by Tor Lillqvist,3,2668,2016-08-12 13:53:48,2016-08-14 06:53:42,40,MERGED,4.0,24.0,3,5,3,positive
2969,Patch Set 5: Code-Review+2 Verified+1Looks good to me.,5,2677,2016-08-03 17:52:53,2016-08-10 20:56:13,171,MERGED,6.0,157.0,4,6,5,positive
2970,Change has been successfully cherry-picked as 64ff7453408e578b95073db1740bfef4f500a2e4 by Yousuf Philips,5,2677,2016-08-03 17:52:53,2016-08-10 20:56:13,171,MERGED,6.0,157.0,4,6,5,positive
2977,Change has been successfully cherry-picked as 5d7a9281270120a1f34dc0c11ecad2019362f0fd by Thorsten Behrens,1,2682,2016-08-12 15:53:13,2016-08-12 15:53:13,0,MERGED,1.0,6.0,3,6,1,positive
2979,Patch Set 2: Code-Review+2 Verified+1Oh wellÔÇª :),2,2683,2016-08-11 17:32:30,2016-08-11 20:18:04,2,MERGED,1.0,20.0,4,7,2,positive
2981,Change has been successfully cherry-picked as 9d06ed4aff19bf16afb9ac448899187724766b88 by Bj├Ârn Michaelsen,1,2684,2016-08-12 11:10:44,2016-08-12 11:10:44,0,MERGED,1.0,5.0,3,7,1,positive
3004,"Patch Set 5: Code-Review-2(1 comment)I advise against hardcoding specific services. Especially when they are only available in a small subset of languages.Letting special cases creep in like the one in flagged in the comment is even worse.Instead of hardcoding the ask site, make it a generic ""find help online"" or similar, that links to the domain specifically created for those kind of links: http://hub.libreoffice.org/something.That in turn can then redirect to language specific resources. (either redirect directly to askbot or show a overview page, depending on language. That then can be maintained/updated independently from LO (you cannot change the hardcoded URLs in a released version of LO after all)so again:* make it a generic page instead (not ""Questions and Answers"" but something like ""Get help online"" or something similar)* all URLs in LibreOffice itself should be http://hub.libreoffice.org/something ones.definite -2 because of the special handling of locales, without it it would still be a fat -1 from me",5,2702,2016-07-07 22:57:48,2016-07-08 23:10:12,24,MERGED,25.0,72.0,3,6,10,positive
3059,Change has been successfully cherry-picked as 8cb19762323016f4bb31494404e5c7e29d4081a7 by Markus Mohrhard,1,2746,2016-08-08 02:44:09,2016-08-08 03:09:01,0,MERGED,1.0,6.0,3,6,1,positive
3063,Change has been successfully cherry-picked as f6477e396da204e19a759c86c5addcc5d4f8b78b by David Tardon,1,2749,2016-08-07 15:58:22,2016-08-07 16:02:54,0,MERGED,2.0,4.0,4,5,1,positive
3072,Change has been successfully cherry-picked as 31186a1c7112690735f6d14dcc7fd0c8b033e1d7 by Noel Grandin,3,2758,2016-08-07 13:48:07,2016-08-07 14:31:25,0,MERGED,1.0,25.0,4,7,3,positive
3077,Change has been successfully cherry-picked as b0f4291e5c0fe6d61d621e692cbc8bea4cb4c401 by Markus Mohrhard,1,2763,2016-08-08 03:36:59,2016-08-08 03:39:39,0,MERGED,1.0,3.0,3,6,2,positive
3115,Change has been successfully cherry-picked as dde4e9a95479850bfc968fe712fe9e7ea7ef324e by Markus Mohrhard,1,2800,2016-08-06 22:30:19,2016-08-06 22:30:19,0,MERGED,1.0,9.0,4,7,1,positive
3118,Change has been successfully cherry-picked as 05c89af876fc7bb2e02e7de84df0cfc2869b0071 by Julien Nabet,3,2802,2016-08-05 19:58:58,2016-08-06 11:18:43,15,MERGED,4.0,69.0,3,5,3,positive
3119,Change has been successfully cherry-picked as 07966a9999b0b3f27e1adeea1f4c97b3ba2944fa by Mark Hung,1,2803,2016-07-10 14:55:51,2016-07-10 15:07:01,0,MERGED,2.0,17.0,3,5,1,positive
3123,Change has been successfully cherry-picked as 049ca7107ddb02c0b741c7aabd4c60971f418248 by Markus Mohrhard,1,2806,2016-08-05 13:26:01,2016-08-05 13:26:01,0,MERGED,1.0,2969.0,4,6,1,positive
3125,Change has been successfully cherry-picked as 88d98366ecc016b7bb3422c6b1e696de569bb9a2 by Markus Mohrhard,2,2807,2016-08-03 20:32:26,2016-08-05 15:28:28,42,MERGED,1.0,3092.0,3,5,2,positive
3127,Change has been successfully cherry-picked as 98cf484952eb2cec654a3d7d27463131b9f8509b by Markus Mohrhard,2,2808,2016-08-02 16:24:15,2016-08-05 15:27:24,71,MERGED,1.0,8042.0,3,5,3,positive
3130,Change has been successfully cherry-picked as 2adaba5dd4caf87e3ba39e3ac2533ffda09bb948 by Markus Mohrhard,1,2810,2016-08-05 13:31:35,2016-08-05 13:31:35,0,MERGED,1.0,4244.0,4,6,1,positive
3147,Patch Set 3: Verified+1Blessed by ESC and design team..,3,2824,2016-08-04 13:05:25,2016-08-04 13:05:25,0,MERGED,2632.0,370920.0,4,7,3,positive
3148,Change has been successfully cherry-picked as 08f3661b5d02f53d3dd15adc54dc07c7e63c4938 by Toma┼¥ Vajngerl,3,2824,2016-08-04 13:05:25,2016-08-04 13:05:25,0,MERGED,2632.0,370920.0,4,7,3,positive
3212,Change has been successfully cherry-picked as 2adc91069d73d47bfae2a78ff408d21339aba17c by Miklos Vajna,3,2886,2016-07-28 20:30:55,2016-08-02 15:15:47,114,MERGED,1.0,7.0,3,4,3,positive
3261,"Patch Set 2:Miklos:Thanks. Just expanded ""hidden"" into real one. :)",2,2932,2016-07-28 13:33:17,2016-07-29 10:18:11,20,MERGED,18.0,146.0,2,5,4,positive
3267,Change has been successfully cherry-picked as d1ffaf5315497140dedbc67c78f14706591b314e by Eike Rathke,2,2935,2016-07-31 11:36:06,2016-08-01 07:52:44,20,MERGED,1.0,13.0,3,4,2,positive
3268,Patch Set 2: Code-Review+1 Verified+1looks good to me.,2,2936,2016-07-29 21:12:50,2016-07-30 05:23:27,8,MERGED,6.0,79.0,3,5,3,positive
3297,Change has been successfully cherry-picked as 53110e73fd9ec70de24ad8e0100862efd8797cff by Caol├ín McNamara,1,2963,2016-07-31 16:38:52,2016-07-31 16:38:52,0,MERGED,2.0,26.0,3,3,1,positive
3304,Change has been successfully cherry-picked as d5f4bcb2c10ca40ce853b96398e60aead8809621 by Giuseppe Castagno,3,2969,2016-07-31 09:46:27,2016-07-31 13:01:29,3,MERGED,1.0,41.0,3,6,3,positive
3327,Change has been successfully cherry-picked as 97353e5c43815b45a6f365ccaea474899683d38e by Giuseppe Castagno,1,2992,2016-07-30 09:53:34,2016-07-30 11:03:03,1,MERGED,1.0,10.0,3,5,2,positive
3428,Change has been successfully cherry-picked as 1300b412fbeb00e465b689ee57a5a321cc7c4740 by Ashod Nakashian,1,3085,2016-07-27 14:57:08,2016-07-27 14:57:51,0,MERGED,2.0,5.0,2,3,1,positive
3456,Patch Set 3:Sorry Jiri - by far the best if you can respond to Tor's comments - if you would ? =),3,3103,2016-04-05 18:47:12,2016-06-29 17:06:02,2038,MERGED,3.0,659.0,2,4,3,positive
3488,"Patch Set 2:(6 comments)This changes behavior somewhat, in that e.g.  soffice -pt --writer printerused to open a new Writer doc (and print nothing), whereas now it will try to print a file named ""printer"" to a printer named ""--writer"".  But arguably the old behavior was a bug, and the change should be fine.",2,3131,2016-07-19 10:03:01,2016-07-19 11:04:13,1,MERGED,1.0,277.0,4,14,7,positive
3495,Change has been successfully cherry-picked as eb345a155bc9cb92fffd3e5ea0269207b3bac0f1 by Miklos Vajna,1,3134,2016-07-23 05:23:08,2016-07-23 05:23:08,0,MERGED,2.0,8.0,4,9,1,positive
3550,Change has been successfully cherry-picked as 49edd6d296c5bccbcc614d87b7f1265ede6e6334 by jan iversen,4,3188,2016-07-23 14:22:03,2016-07-24 19:05:53,28,MERGED,1.0,8.0,3,5,4,positive
3566,Patch Set 1: Code-Review+1 Verified+1ok for me.,1,3203,2016-07-18 05:12:48,2016-07-18 05:34:04,0,MERGED,10.0,90541.0,5,7,1,positive
3590,Change has been successfully cherry-picked as 0bd3daf959a6ac94e2538f6b9b7f7c6892596210 by Caol├ín McNamara,2,3224,2016-07-14 23:08:53,2016-07-14 23:08:53,0,MERGED,1.0,15.0,4,5,2,positive
3613,Patch Set 2: Code-Review+2ok then... fine.,2,3245,2016-07-20 15:29:17,2016-07-21 10:10:25,18,MERGED,3.0,19.0,3,6,2,positive
3614,Change has been successfully cherry-picked as beccfd1f8d87ae2196815d5a760054312e8e1c38 by Norbert Thiebaud,2,3245,2016-07-20 15:29:17,2016-07-21 10:10:25,18,MERGED,3.0,19.0,3,6,2,positive
3637,Change has been successfully cherry-picked as a7892881b880f652c5a7a2ba4e0855041ec0afd8 by Markus Mohrhard,1,3267,2016-07-21 15:44:04,2016-07-21 15:44:04,0,MERGED,1.0,2472.0,4,5,1,positive
3658,Change has been successfully cherry-picked as 086c13584dc672c4a07c6384ab7f08fa67ce0f95 by Michael Stahl,1,3288,2016-07-20 11:28:24,2016-07-20 11:28:24,0,MERGED,1.0,4.0,3,5,1,positive
3659,"Patch Set 1: Code-Review+1Bjoern: Thanks for that, makes sense! :-)  I just see the jenkins has failed, no idea if it is a temporary breakge or what.  If all is fine, please go ahead and merge.",1,3289,2016-07-21 07:52:11,2016-07-21 07:55:22,0,MERGED,1.0,66.0,4,7,2,positive
3663,Change has been successfully cherry-picked as 45e9ccb69909fab6934f62b439962814ffa9d827 by Samuel Mehrbrodt,4,3291,2016-07-20 17:33:37,2016-07-21 01:06:48,7,MERGED,4.0,163.0,4,5,4,positive
3665,Change has been successfully cherry-picked as 10b1fb083b3f66fb4099f84e94a1b4cd52ed1b06 by Adolfo Jayme Barrientos,1,3293,2016-07-15 23:43:11,2016-07-16 00:05:28,0,MERGED,1.0,10.0,4,5,1,positive
3667,Change has been successfully cherry-picked as b0db1f4c79e12b4fc96f82b362b332d9ffb6e87c by Samuel Mehrbrodt,1,3294,2016-07-19 19:29:13,2016-07-19 19:29:13,0,MERGED,2.0,74.0,4,6,1,positive
3687,Change has been successfully cherry-picked as 1c81af2c1814e8bd12701f85e09cebf5fe206647 by Caol├ín McNamara,2,3310,2016-07-18 21:08:36,2016-07-18 23:09:54,2,MERGED,2.0,4.0,3,4,3,positive
3697,Change has been successfully cherry-picked as f5e0651798c711905bdb9b2023c7672fea400ad1 by Eike Rathke,1,3318,2016-07-18 15:12:23,2016-07-18 15:14:58,0,MERGED,2.0,12.0,5,5,2,positive
3717,Change has been successfully cherry-picked as ae30c85f61557bad0ce3ddf2fc80c710d9e31f69 by Markus Mohrhard,3,3331,2016-07-18 19:29:25,2016-07-19 07:05:53,11,MERGED,1.0,5923.0,3,5,3,positive
3723,Change has been successfully cherry-picked as 8d0c103bcd84ae428b4a3cc2c48167d277b9d718 by Markus Mohrhard,3,3336,2016-07-18 17:40:12,2016-07-18 22:06:17,4,MERGED,1.0,3052.0,3,4,3,positive
3744,Change has been successfully cherry-picked as b1a6d157683b8182089ed5854179c8da8c416304 by Caol├ín McNamara,4,3355,2016-07-16 15:03:34,2016-07-18 09:55:33,42,MERGED,1.0,4.0,3,4,5,positive
3780,Change has been successfully cherry-picked as b719a57d5ff2a88dba6234a7064aca6ad5a44089 by Eike Rathke,1,3381,2016-07-10 17:37:52,2016-07-11 21:03:30,27,MERGED,2.0,22.0,4,11,1,positive
3789,Change has been successfully cherry-picked as e58c1e63f7d0e272065e787bd000b11615e9266b by Eike Rathke,1,3389,2016-07-11 15:22:19,2016-07-11 15:28:41,0,MERGED,1.0,2.0,5,6,1,positive
3790,Change has been successfully cherry-picked as ab000ab60d67402487c49428cdd9562dd8aadfee by Norbert Thiebaud,2,3390,2016-05-18 08:03:36,2016-05-18 08:06:44,0,MERGED,1.0,3.0,4,7,2,positive
3823,"Patch Set 5:it looks like we still owe you some answers to your questions :)the only way to build with python 2 is to use --enable-python=system and set PYTHON, PYTHON_CFLAGS and PYTHON_LIBS variables manually to the right values, i.e. PYTHON_CFLAGS=`pkg-config --cflags python` PYTHON_LIBS=`pkg-config --libs python` before running autogen.sh(this is deliberately inconvenient so that newbies don't do it by accident)the only easy way to run all python tests is ""make check"" but that will run all tests, the faster way is to run every PythonTest_foo that exists manually via ""make PythonTest_foo"".unfortunately it often happens that broken commits are pushed to master and that will break your jenkins build here too if your change is based on the broken master, probably that's what happened here in some cases.",5,3416,2016-03-01 04:22:10,2016-04-18 13:18:14,1160,MERGED,1.0,629.0,4,8,8,positive
3825,"Patch Set 8:Yes, sorry. The emails from gerrit were getting sent to spam in gmail. Michael Stahl, if I understand your comment correctly, all I need to do is remove the check at line 252. I've submitted that change. Let me know if I've misunderstood. Thanks!",8,3416,2016-03-01 04:22:10,2016-07-14 03:05:33,3238,MERGED,1.0,655.0,4,6,8,positive
3826,Change has been successfully cherry-picked as deb989dd6d1f86e74864131be50ed92d8d43768c by Michael Stahl,8,3416,2016-03-01 04:22:10,2016-07-14 03:05:33,3238,MERGED,1.0,655.0,4,6,8,positive
3889,Change has been successfully cherry-picked as f0da69b41b1d8aa963887c743ce2ff981691b8db by Michael Meeks,3,3466,2016-07-08 13:16:27,2016-07-12 15:14:39,97,MERGED,12.0,276.0,3,4,3,positive
3916,Patch Set 1:(1 comment)nice idea,1,3487,2016-06-22 10:08:45,2016-06-22 10:09:04,0,MERGED,23.0,168.0,3,8,2,positive
3920,"Patch Set 1:Lubo┼í, consider this as a suggestion for the regression caused by your earlier change.  This seems like a likely place and way to resolve the issue and worked nicely, but you will likely have a better big picture understanding of possible implications.",1,3489,2016-07-06 07:04:04,2016-07-06 07:04:04,0,MERGED,3.0,11.0,4,8,1,positive
3980,"Patch Set 1: Code-Review+1 Verified+1I assume this is as per http://disablessl3.com/ aka SSL3 is FUBAR after POODLE.Looks good to me, but the buildbot is mostly Norberts baby.",1,3539,2016-06-23 19:07:05,2016-06-27 13:44:24,90,MERGED,1.0,2.0,4,7,1,positive
3983,Change has been successfully cherry-picked as c6fba8eb55d8f92eebede8bc70ab5524ba2f4ff2 by Bj├Ârn Michaelsen,1,3539,2016-06-23 19:07:05,2016-06-27 13:44:24,90,MERGED,1.0,2.0,4,7,1,positive
4004,Change has been successfully cherry-picked as 94a001bc62abc4e561e99fdd82c7eee46579fe4e by Katarina Behrens,1,3554,2016-07-07 14:17:30,2016-07-07 14:17:30,0,MERGED,2.0,74.0,4,6,2,positive
4011,Change has been successfully cherry-picked as bfbb5906bf85f7e4134d19fbe80216c549185e69 by Bj├Ârn Michaelsen,1,3558,2016-07-08 11:48:17,2016-07-08 12:03:38,0,MERGED,1.0,14.0,4,5,1,positive
4012,Change has been successfully cherry-picked as ddd78b0706cb6ac67867f3ce3d23f6076d14df50 by Samuel Mehrbrodt,1,3559,2016-07-08 14:50:11,2016-07-08 14:50:11,0,MERGED,1.0,32.0,3,5,1,positive
4048,Change has been successfully cherry-picked as d1a32a01be704cf91ec1c2b779f21784e8c443a7 by Andras Timar,3,3590,2016-07-06 09:45:41,2016-07-07 13:47:43,28,MERGED,1.0,21.0,2,3,3,positive
4053,Change has been successfully cherry-picked as 0d6cb541a3c0d73cae41e315d115d2a8d0d21a18 by Ashod Nakashian,1,3595,2016-07-07 16:49:58,2016-07-07 16:49:58,0,MERGED,1.0,3.0,2,3,1,positive
4059,"Patch Set 1: Code-Review-1> IMHO I think there still is something wrong with FV: > PartType value of -2 is evaluated in the function as FALSE, see > https://bugs.documentfoundation.org/show_bug.cgi?id=100646#c0 >  > Please tell me if I'm right or wrong. In the first case I will > amend my patch set to a better fix, in the second case I will > abandon this submission and try to learn from your explanation.Bah, you're right, the ""boolean"" is evaluated completely strange in ScGetZw() where we have if(fF > 0.0){}else{} so actually all values <=0 act as FALSE. What a nonsense..So that should be changed from double fF to bool bF and all functions calling ScGetZw() should obtain the argument value using GetBool() instead of GetDouble().We probably will have to mention that change in the release notes, because it may alter calculation results, even if from wrong to right ...",1,3600,2016-07-04 11:36:55,2016-07-04 11:36:55,0,MERGED,1.0,7.0,3,8,4,positive
4073,"Patch Set 2: Code-Review+1This patch makes a rather big change, but it has proven to resolve a lot of unit case tests that would have been broken by the followup patch which resolves many outstanding bug reports.  I'm pretty confident and pleased with this patch.",2,3611,2016-07-04 15:27:52,2016-07-04 15:29:57,0,MERGED,4.0,137.0,1,3,3,positive
4075,Change has been successfully cherry-picked as 048f298d9c87ec46c2415a1d23b87b20a1035cab by Takeshi Abe,1,3612,2016-07-06 09:32:17,2016-07-06 09:32:17,0,MERGED,4.0,10.0,3,5,1,positive
4076,Change has been successfully cherry-picked as 9547d9f7ac91cbca162270d429b1e776aea5fc51 by jan iversen,1,3613,2016-07-07 03:53:07,2016-07-07 03:53:07,0,MERGED,1.0,31.0,4,5,1,positive
4088,Change has been successfully cherry-picked as 21f36336c96743503e2732ff2fc1d3542e1a0088 by Katarina Behrens,5,3625,2016-07-05 12:31:00,2016-07-06 06:28:48,17,MERGED,2.0,20.0,4,5,5,positive
4096,Change has been successfully cherry-picked as 50ba4a079ec6dbf00277bcfbbf15dc2f10d8cdcf by Katarina Behrens,10,3633,2016-07-04 11:14:31,2016-07-06 08:34:55,45,MERGED,4.0,1081.0,4,5,10,positive
4107,Change has been successfully cherry-picked as 04081b6907132c867041dd492408b5349f26cd42 by Michael Stahl,1,3642,2016-06-30 15:56:00,2016-06-30 16:19:11,0,MERGED,18.0,103.0,4,5,1,positive
4121,Change has been successfully cherry-picked as 4ed2a7305f80192bdbe2eace48c4ee65e9938f7d by Caol├ín McNamara,2,3654,2016-07-05 08:34:23,2016-07-05 08:34:53,0,MERGED,1.0,2.0,4,5,2,positive
4152,"Patch Set 3:Odd. Works for me with this in place, revert it again and it fails, put it back and its fine.",3,3679,2016-06-21 13:47:22,2016-06-29 16:27:13,194,MERGED,5.0,42.0,4,7,3,positive
4155,Change has been successfully cherry-picked as f76b8d1cfe07e84744bc57a22e815d347f3f8f23 by Justin Luth,1,3680,2016-07-04 09:07:00,2016-07-04 09:11:05,0,MERGED,4.0,24.0,3,5,1,positive
4162,Change has been successfully cherry-picked as 4e3ed5aeb5c998ee4077138fe802b471bea9fcb2 by Noel Grandin,2,3686,2016-07-01 11:30:38,2016-07-04 06:54:58,67,MERGED,3.0,8.0,3,5,2,positive
4163,Change has been successfully cherry-picked as 6964c17415ae2d77a6aa50eeb8464faba7a47d14 by Noel Grandin,1,3687,2016-07-04 09:55:35,2016-07-04 09:55:35,0,MERGED,5.0,40.0,3,5,1,positive
4164,Change has been successfully cherry-picked as c752aad43352478ef7065ca7ab844650811e6745 by Noel Grandin,1,3688,2016-07-04 08:41:44,2016-07-04 08:41:44,0,MERGED,10.0,141.0,3,5,1,positive
4171,Change has been successfully cherry-picked as 428e23f4f7025506e767d895e9b46492a8432aed by jan iversen,2,3693,2016-07-03 17:24:00,2016-07-04 06:09:01,12,MERGED,45.0,110.0,3,5,3,positive
4173,Change has been successfully cherry-picked as 00dd9cf513826282f3036be8483615dd665bfeb6 by Samuel Mehrbrodt,4,3694,2016-07-01 15:14:00,2016-07-04 08:15:51,65,MERGED,1.0,6.0,3,5,4,positive
4174,Change has been successfully cherry-picked as 3a9c151e6eeb3c81902fab2644522a8df9e7161d by Andras Timar,1,3695,2016-07-02 13:07:15,2016-07-02 13:07:15,0,MERGED,1.0,2.0,4,5,2,positive
