ID,ID.1,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
1861,15358,"Patch Set 6: Code-Review-1(5 comments)Thanks Sopot.  It's almost there.  Just a few tweaks:The bundle name needs to be changed: perhaps org.eclipse.e4.ui.css.swt.gtk?The bundle version should be 1.0.0 since it's a new bundle, unless there's some compelling reason otherwise.  I assume this version is there because you copied org.eclipse.ui.cocoa.I'd suggest using @EventTopic on the processor.  Otherwise you need a @PreDestroy to clean up the event handler.",6,6922,2015-04-20 22:08:48,2015-04-20 22:08:48,0,MERGED,13.0,524.0,4,6,10,positive,"Patch Set 6: Code-Review-1(5 comments)Thanks Sopot.  It's almost there.  Just a few tweaks:The bundle name needs to be changed: perhaps org.eclipse.e4.ui.css.swt.gtk?The bundle version should be 1.0.0 since it's a new bundle, unless there's some compelling reason otherwise.  I assume this version is there because you copied org.eclipse.ui.cocoa.I'd suggest using @EventTopic on the processor.  Otherwise you need a @PreDestroy to clean up the event handler."
1862,15377,Patch Set 4:Thanks Olivier!,4,6930,2015-04-22 11:42:39,2015-04-22 15:04:59,3,MERGED,1.0,3.0,1,3,4,positive,Patch Set 4:Thanks Olivier!
1864,15394,Patch Set 2: Code-Review+1Looks safe,2,6940,2015-04-19 13:42:41,2015-04-19 16:10:27,2,MERGED,4.0,1109.0,3,5,2,positive,Patch Set 2: Code-Review+1Looks safe
1866,15400,"Patch Set 1: Code-Review+2Indeed, the method wasn't generated at all (So it didn't required a @Generated NOT either)So, ignore my comment, that's fine with me :)",1,6941,2015-04-21 16:56:32,2015-04-21 17:14:59,0,MERGED,16.0,613.0,3,8,2,positive,"Patch Set 1: Code-Review+2Indeed, the method wasn't generated at all (So it didn't required a @Generated NOT either)So, ignore my comment, that's fine with me :)"
1868,15456,Patch Set 2: Code-Review+2 Verified+1Change looks good to but I must admit that I did not validate all of them. I trust Andrey.,2,6954,2015-04-21 22:07:02,2015-04-22 07:25:04,9,MERGED,40.0,126.0,2,4,2,positive,Patch Set 2: Code-Review+2 Verified+1Change looks good to but I must admit that I did not validate all of them. I trust Andrey.
1874,15502,"Patch Set 2:(2 comments)Thanks Giovanni, a view remarks. Should you also not update the javadoc of ISettings?",2,6973,2015-04-20 13:08:37,2015-04-20 13:08:37,0,MERGED,2.0,9.0,3,5,4,positive,"Patch Set 2:(2 comments)Thanks Giovanni, a view remarks. Should you also not update the javadoc of ISettings?"
1877,15526,Patch Set 5: Code-Review+2 Verified+1Looks good. Merging,5,6981,2015-01-24 06:55:55,2015-02-13 06:23:22,479,MERGED,3.0,6.0,2,4,5,positive,Patch Set 5: Code-Review+2 Verified+1Looks good. Merging
1880,15546,"Patch Set 2:(2 comments)Thanks Robert, looks goo.d Two minor adjustments needed.",2,6989,2015-03-25 09:25:49,2015-04-21 12:39:17,651,MERGED,2.0,18.0,3,4,4,positive,"Patch Set 2:(2 comments)Thanks Robert, looks goo.d Two minor adjustments needed."
1882,15549,"Patch Set 9:Hi Christian,Not sure why the build.sh file is appearing here even though there are no changes, can you remove that file and upload a new patchset?Also, please elaborate on the kind of tests you have done with the patch to make sure it works in different scenarios... thanks!",9,6991,2015-03-30 20:45:05,2015-04-09 17:12:17,236,MERGED,2.0,8.0,3,5,11,positive,"Patch Set 9:Hi Christian,Not sure why the build.sh file is appearing here even though there are no changes, can you remove that file and upload a new patchset?Also, please elaborate on the kind of tests you have done with the patch to make sure it works in different scenarios... thanks!"
1883,15550,"Patch Set 9:> Not sure why the build.sh file is appearing here even though there > are no changes, can you remove that file and upload a new patchset?This was to make build.sh executable, thus the empty content diff.  Can move this one to different change if you want. > Also, please elaborate on the kind of tests you have done with the > patch to make sure it works in different scenarios... thanks!I have tested the change with the following scenarios:* No JVM embedded* JVM embedded top-level in Eclipse.app/Contents/jre/Contents/Home/* JVM embedded as plugin in Eclipse.app/Contents/Eclipse/plugins/myplugin/jre/Contents/Home* JVM with plain layout (w/o ""Contents/Home"" dir) embedded in Eclipse.app/Contents/Eclipse/plugins/myplugin/jre",9,6991,2015-03-30 20:45:05,2015-04-09 17:12:17,236,MERGED,2.0,8.0,3,5,11,positive,"Patch Set 9:> Not sure why the build.sh file is appearing here even though there > are no changes, can you remove that file and upload a new patchset?This was to make build.sh executable, thus the empty content diff.  Can move this one to different change if you want. > Also, please elaborate on the kind of tests you have done with the > patch to make sure it works in different scenarios... thanks!I have tested the change with the following scenarios:* No JVM embedded* JVM embedded top-level in Eclipse.app/Contents/jre/Contents/Home/* JVM embedded as plugin in Eclipse.app/Contents/Eclipse/plugins/myplugin/jre/Contents/Home* JVM with plain layout (w/o ""Contents/Home"" dir) embedded in Eclipse.app/Contents/Eclipse/plugins/myplugin/jre"
1884,15551,"Patch Set 9:> > Not sure why the build.sh file is appearing here even though > there > > are no changes, can you remove that file and upload a new > patchset? >  > This was to make build.sh executable, thus the empty content diff.  > Can move this one to different change if you want.Is that change really necessary? I mean it might be okay to make the build.sh file have executable permissions but I'm not sure why it was not done in the first place. Also, there are other build.sh files which do not have the executable permission in the repo and I do not want to make this change for the Cocoa code in isolation. Can you please submit a new patchset without this change? >  > > Also, please elaborate on the kind of tests you have done with > the > > patch to make sure it works in different scenarios... thanks! >  > I have tested the change with the following scenarios: > * No JVM embedded > * JVM embedded top-level in Eclipse.app/Contents/jre/Contents/Home/ > * JVM embedded as plugin in Eclipse.app/Contents/Eclipse/plugins/myplugin/jre/Contents/Home > * JVM with plain layout (w/o ""Contents/Home"" dir) embedded in > Eclipse.app/Contents/Eclipse/plugins/myplugin/jreSounds good, I'll commit the patch and rebuild the binaries once the new patchset is uploaded, I may not be able to get much testing done from my side, so I'm going to rely on your tests :)Thanks for the patch!",9,6991,2015-03-30 20:45:05,2015-04-09 17:12:17,236,MERGED,2.0,8.0,3,5,11,positive,"Patch Set 9:> > Not sure why the build.sh file is appearing here even though > there > > are no changes, can you remove that file and upload a new > patchset? >  > This was to make build.sh executable, thus the empty content diff.  > Can move this one to different change if you want.Is that change really necessary? I mean it might be okay to make the build.sh file have executable permissions but I'm not sure why it was not done in the first place. Also, there are other build.sh files which do not have the executable permission in the repo and I do not want to make this change for the Cocoa code in isolation. Can you please submit a new patchset without this change? >  > > Also, please elaborate on the kind of tests you have done with > the > > patch to make sure it works in different scenarios... thanks! >  > I have tested the change with the following scenarios: > * No JVM embedded > * JVM embedded top-level in Eclipse.app/Contents/jre/Contents/Home/ > * JVM embedded as plugin in Eclipse.app/Contents/Eclipse/plugins/myplugin/jre/Contents/Home > * JVM with plain layout (w/o ""Contents/Home"" dir) embedded in > Eclipse.app/Contents/Eclipse/plugins/myplugin/jreSounds good, I'll commit the patch and rebuild the binaries once the new patchset is uploaded, I may not be able to get much testing done from my side, so I'm going to rely on your tests :)Thanks for the patch!"
1885,15553,"Patch Set 10:> Is that change really necessary? I mean it might be okay to make> the build.sh file have executable permissions but I'm not sure why> it was not done in the first place. Also, there are other build.sh> files which do not have the executable permission in the repo and I> do not want to make this change for the Cocoa code in isolation.> Can you please submit a new patchset without this change?Done> Sounds good, I'll commit the patch and rebuild the binaries once> the new patchset is uploaded, I may not be able to get much testing> done from my side, so I'm going to rely on your tests :)> Thanks for the patch!Thanks for reviewing this.  If this gets in M7, I can validate the fix one again.",10,6991,2015-03-30 20:45:05,2015-04-17 06:28:10,417,MERGED,1.0,8.0,3,5,11,positive,"Patch Set 10:> Is that change really necessary? I mean it might be okay to make> the build.sh file have executable permissions but I'm not sure why> it was not done in the first place. Also, there are other build.sh> files which do not have the executable permission in the repo and I> do not want to make this change for the Cocoa code in isolation.> Can you please submit a new patchset without this change?Done> Sounds good, I'll commit the patch and rebuild the binaries once> the new patchset is uploaded, I may not be able to get much testing> done from my side, so I'm going to rely on your tests :)> Thanks for the patch!Thanks for reviewing this.  If this gets in M7, I can validate the fix one again."
1886,15573,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...,1,7003,2015-03-13 14:58:58,2015-03-13 19:11:58,4,MERGED,5.0,100.0,4,8,1,positive,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...
1887,15588,"Patch Set 9:> Sorry, but I didn't know that comments leave the ""Draft"" state only > when you actually post a review. > Those are responds to previous comments. > I will update the patch and respond to new comments ASAP.Great ... now drafts are also gone because of patch-set 9 .. Will take care of this next time.",9,7009,2014-09-11 14:39:46,2015-02-25 12:08:07,4005,MERGED,11.0,1589.0,3,7,12,positive,"Patch Set 9:> Sorry, but I didn't know that comments leave the ""Draft"" state only > when you actually post a review. > Those are responds to previous comments. > I will update the patch and respond to new comments ASAP.Great ... now drafts are also gone because of patch-set 9 .. Will take care of this next time."
1888,15589,"Patch Set 9:(16 comments)> (16 comments) >  > It is customary to respond to review comments in addition to > uploading a new patch.I also did a small refactoring for improving the performance. I moved the logic for obtaining all defined bindings to the DOM Computer, and calculate it only once every content assist invocation instead of for every proposal.",9,7009,2014-09-11 14:39:46,2015-02-25 12:08:07,4005,MERGED,11.0,1589.0,3,7,12,positive,"Patch Set 9:(16 comments)> (16 comments) >  > It is customary to respond to review comments in addition to > uploading a new patch.I also did a small refactoring for improving the performance. I moved the logic for obtaining all defined bindings to the DOM Computer, and calculate it only once every content assist invocation instead of for every proposal."
1892,15623,"Patch Set 1: Code-Review+1Alex, we've explored the option of a treeset and a comparator with a true comparison, the arraylist is hands down faster, and takes less memory. The code change is also smaller. I would suggest this is the way to go.",1,7022,2015-04-08 14:49:29,2015-04-08 15:18:35,0,MERGED,1.0,19.0,4,10,2,positive,"Patch Set 1: Code-Review+1Alex, we've explored the option of a treeset and a comparator with a true comparison, the arraylist is hands down faster, and takes less memory. The code change is also smaller. I would suggest this is the way to go."
1893,15624,"Patch Set 1: Code-Review+2Ok agreed, since intervals come in ""almost sorted"", it's a good solution. Most of the time you insert at the end, so it's less operations than doing a log(n) tree insertion every time. Not sure why it would take less memory though?But yikes, I just noticed that HTInterval itself is Comparable (and has always been...), that's the kind of object that should have different Comparators and not be Comparable directly... oh well. If we do change this at some point, it'll be easy to swap .compareTo() with the proper comparator call.",1,7022,2015-04-08 14:49:29,2015-04-08 15:18:35,0,MERGED,1.0,19.0,4,10,2,positive,"Patch Set 1: Code-Review+2Ok agreed, since intervals come in ""almost sorted"", it's a good solution. Most of the time you insert at the end, so it's less operations than doing a log(n) tree insertion every time. Not sure why it would take less memory though?But yikes, I just noticed that HTInterval itself is Comparable (and has always been...), that's the kind of object that should have different Comparators and not be Comparable directly... oh well. If we do change this at some point, it'll be easy to swap .compareTo() with the proper comparator call."
1894,15625,"Patch Set 1:> Not sure why it would take less memory though?ArrayList uses 1 Object reference per element (plus the unused capacity).TreeSet uses 1 TreeMap$Entry per element, and that entry has 5 Object references and 1 boolean.This becomes more negligible as your actual value Object size increases, however. Or if the total number of objects in the TreeSet is itself negligible.",1,7022,2015-04-08 14:49:29,2015-04-08 15:18:35,0,MERGED,1.0,19.0,4,10,2,positive,"Patch Set 1:> Not sure why it would take less memory though?ArrayList uses 1 Object reference per element (plus the unused capacity).TreeSet uses 1 TreeMap$Entry per element, and that entry has 5 Object references and 1 boolean.This becomes more negligible as your actual value Object size increases, however. Or if the total number of objects in the TreeSet is itself negligible."
1895,15629,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...,1,7023,2015-04-09 14:50:26,2015-04-09 14:50:26,0,MERGED,1.0,7.0,2,5,2,positive,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...
1896,15630,Patch Set 2:Build SUCCESSFUL. Now starting integration tests...,2,7024,2015-04-08 09:19:17,2015-04-09 12:28:41,27,MERGED,57.0,113.0,3,7,3,positive,Patch Set 2:Build SUCCESSFUL. Now starting integration tests...
1899,15634,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...,1,7024,2015-04-08 09:19:17,2015-04-08 09:19:17,0,MERGED,58.0,144.0,4,9,3,positive,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...
1900,15635,Patch Set 1: Code-Review+1Like the idea of using more meaningful names for IT package/project names!,1,7024,2015-04-08 09:19:17,2015-04-08 09:19:17,0,MERGED,58.0,144.0,4,9,3,positive,Patch Set 1: Code-Review+1Like the idea of using more meaningful names for IT package/project names!
1901,15636,"Patch Set 1:Personally, I prefer to keep reference to bugzilla bug id test names. It gives context of the usecase(s) the test is supposed to cover, which I find very useful. ""baseline"" does not really say much unless you read https://bugs.eclipse.org/bugs/show_bug.cgi?id=362883.",1,7024,2015-04-08 09:19:17,2015-04-08 09:19:17,0,MERGED,58.0,144.0,4,9,3,positive,"Patch Set 1:Personally, I prefer to keep reference to bugzilla bug id test names. It gives context of the usecase(s) the test is supposed to cover, which I find very useful. ""baseline"" does not really say much unless you read https://bugs.eclipse.org/bugs/show_bug.cgi?id=362883."
1902,15637,"Patch Set 1: Code-Review-1> Personally, I prefer to keep reference to bugzilla bug id test > names. It gives context of the usecase(s) the test is supposed to > cover, which I find very useful. ""baseline"" does not really say > much unless you read https://bugs.eclipse.org/bugs/show_bug.cgi?id=362883.So then maybe we should call the project ""reproducibleArtifacts""?I forgot to keep a reference to the bug number in the test class and pom.xml. This still needs to be fixed. The pom.xml and/or test class is the right place to put the bug number, because then one IT can cover multiple bugs.BTW, the test class doesn't have a copyright header. Igor, could you recover it?",1,7024,2015-04-08 09:19:17,2015-04-08 09:19:17,0,MERGED,58.0,144.0,4,9,3,positive,"Patch Set 1: Code-Review-1> Personally, I prefer to keep reference to bugzilla bug id test > names. It gives context of the usecase(s) the test is supposed to > cover, which I find very useful. ""baseline"" does not really say > much unless you read https://bugs.eclipse.org/bugs/show_bug.cgi?id=362883.So then maybe we should call the project ""reproducibleArtifacts""?I forgot to keep a reference to the bug number in the test class and pom.xml. This still needs to be fixed. The pom.xml and/or test class is the right place to put the bug number, because then one IT can cover multiple bugs.BTW, the test class doesn't have a copyright header. Igor, could you recover it?"
1903,15641,"Patch Set 1:(5 comments)Looks great.  A couple of minor improvements suggested in-line.For caching, we have a couple of options.1- we use the generic IGDBHardwareAndOS2.getResourcesInformation() so we could add caching to that call, but just for ""cpus"".  I don't like that because it makes the code less generic, and it may happen that the output of ""-info-os cpus"" does change2- we put a cache in GDBHardwareAndOS_7_10.  This makes sense because it is that service that knows if the data it uses can change.  Personally, I'd use a global array of ICoreInfo[] that gets filled once and then re-used. Don't forget to override flushCache() to also clear that cache (this is for a user operation where we just want to clear everything)",1,7025,2015-04-08 16:42:56,2015-04-09 10:49:57,18,MERGED,3.0,236.0,3,8,3,positive,"Patch Set 1:(5 comments)Looks great.  A couple of minor improvements suggested in-line.For caching, we have a couple of options.1- we use the generic IGDBHardwareAndOS2.getResourcesInformation() so we could add caching to that call, but just for ""cpus"".  I don't like that because it makes the code less generic, and it may happen that the output of ""-info-os cpus"" does change2- we put a cache in GDBHardwareAndOS_7_10.  This makes sense because it is that service that knows if the data it uses can change.  Personally, I'd use a global array of ICoreInfo[] that gets filled once and then re-used. Don't forget to override flushCache() to also clear that cache (this is for a user operation where we just want to clear everything)"
1904,15644,Patch Set 3: Verified+1 Code-Review+2Thanks for the review!,3,7025,2015-04-08 16:42:56,2015-04-10 16:46:25,48,MERGED,4.0,217.0,3,7,3,positive,Patch Set 3: Verified+1 Code-Review+2Thanks for the review!
1905,15674,"Patch Set 3:Can you give me example when Group by namespace is not working in PHP Explorer? I tried 2 projects and in general everything looks fine.Regarding splitting I agree that implementing working IType.getNamespace can be useful, but what is your plan for IPackageDeclaration?:)",3,7055,2015-03-31 20:58:27,2015-04-10 09:31:01,228,MERGED,12.0,348.0,3,11,3,positive,"Patch Set 3:Can you give me example when Group by namespace is not working in PHP Explorer? I tried 2 projects and in general everything looks fine.Regarding splitting I agree that implementing working IType.getNamespace can be useful, but what is your plan for IPackageDeclaration?:)"
1908,15690,Patch Set 3:Build SUCCESSFUL. Now starting integration tests...,3,7064,2015-04-09 15:07:10,2015-04-10 10:22:40,19,MERGED,1.0,24.0,2,6,3,positive,Patch Set 3:Build SUCCESSFUL. Now starting integration tests...
1913,15727,"Patch Set 4: Code-Review+2(3 comments)Please address minor comments, but otherwise good",4,7079,2015-04-02 13:57:32,2015-04-09 15:50:11,169,MERGED,11.0,1052.0,3,4,5,positive,"Patch Set 4: Code-Review+2(3 comments)Please address minor comments, but otherwise good"
1914,15739,"Patch Set 1: Code-Review+1Yes, as discussed before, that looks good!Did you test it on large repositories? I'm curious as to the impact.",1,7084,2015-03-31 15:33:31,2015-03-31 15:33:31,0,MERGED,1.0,2.0,5,9,1,positive,"Patch Set 1: Code-Review+1Yes, as discussed before, that looks good!Did you test it on large repositories? I'm curious as to the impact."
1917,15743,"Patch Set 1:Having automated performance would be great ... but up to know I was not able to create stable performance tests which work on all the supported platforms. E.g. Windows & Linux differ much when it comes to filesystem performance, filesystem timers have different granularity, etc. I gave up on automating this and do it manually. I personally use the linux repo or some really huge internal repos for performance checks. And I most of the time just compare the performance to the predecessor commit.I was thinking what could be introduced in that area is that JGit publishes (e.g. as MBeans) some counters (number/size of working tree contents read, number of pathes visited in treewalks, number of pathes where content merge was triggered, number of pushes/fetches). AFAIK this doesn't cost anything if the published values are not read but would allow to do better validations if e.g. EGit is slow.",1,7084,2015-03-31 15:33:31,2015-03-31 15:33:31,0,MERGED,1.0,2.0,5,9,1,positive,"Patch Set 1:Having automated performance would be great ... but up to know I was not able to create stable performance tests which work on all the supported platforms. E.g. Windows & Linux differ much when it comes to filesystem performance, filesystem timers have different granularity, etc. I gave up on automating this and do it manually. I personally use the linux repo or some really huge internal repos for performance checks. And I most of the time just compare the performance to the predecessor commit.I was thinking what could be introduced in that area is that JGit publishes (e.g. as MBeans) some counters (number/size of working tree contents read, number of pathes visited in treewalks, number of pathes where content merge was triggered, number of pushes/fetches). AFAIK this doesn't cost anything if the published values are not read but would allow to do better validations if e.g. EGit is slow."
1920,15765,Patch Set 2: Code-Review+2Didn't try it but looks good.,2,7095,2015-04-06 18:47:03,2015-04-07 18:19:46,23,MERGED,1.0,77.0,3,9,2,positive,Patch Set 2: Code-Review+2Didn't try it but looks good.
1923,15823,"Patch Set 2:Doug,Can I have it applied to 8.5.x branch too?Thanks!",2,7123,2014-09-29 18:38:24,2015-04-01 17:35:23,4414,MERGED,1.0,19.0,2,2,2,positive,"Patch Set 2:Doug,Can I have it applied to 8.5.x branch too?Thanks!"
1924,15827,"Patch Set 1:Sergey, are you ok with this? Can it be committed now? Thanks.",1,7123,2014-09-29 18:38:24,2014-09-29 18:38:24,0,MERGED,1.0,19.0,7,23,2,positive,"Patch Set 1:Sergey, are you ok with this? Can it be committed now? Thanks."
1926,15849,"Patch Set 5: -Code-Review -Verified""IMO, it's better to implement a better behaviour..."" - OK, agree :)",5,7124,2014-10-16 13:19:51,2014-11-27 09:21:09,1004,MERGED,2.0,146.0,3,5,12,positive,"Patch Set 5: -Code-Review -Verified""IMO, it's better to implement a better behaviour..."" - OK, agree :)"
1927,15851,Patch Set 11: Code-Review+1All those changes are good IMO.,11,7124,2014-10-16 13:19:51,2015-04-01 17:45:18,4012,MERGED,2.0,158.0,3,5,12,positive,Patch Set 11: Code-Review+1All those changes are good IMO.
1928,15852,Patch Set 2: Code-Review+2All seems well. Thanks!,2,7125,2015-04-01 12:26:16,2015-04-01 17:35:34,5,MERGED,2.0,65.0,2,6,2,positive,Patch Set 2: Code-Review+2All seems well. Thanks!
1929,15875,"Patch Set 20:Looks fine to me Steven, thanks a bunch for your great work. Sorry for the long processing time.",20,7131,2015-03-30 19:44:10,2015-04-01 14:05:33,42,MERGED,6.0,164.0,3,6,20,positive,"Patch Set 20:Looks fine to me Steven, thanks a bunch for your great work. Sorry for the long processing time."
1930,15879,"Patch Set 3:(2 comments)First glance this looks very good, two minor style nits.",3,7131,2015-03-11 04:59:32,2015-03-11 05:27:10,0,MERGED,2.0,81.0,4,8,20,positive,"Patch Set 3:(2 comments)First glance this looks very good, two minor style nits."
1933,15883,Patch Set 11:(1 comment)Javadoc looks fine to me (with one minor style nit). Can you put the MModelFragment Javadoc into a separate Gerrit review so that I can commit it?,11,7131,2015-03-11 04:59:32,2015-03-26 16:58:51,371,MERGED,4.0,102.0,3,4,20,positive,Patch Set 11:(1 comment)Javadoc looks fine to me (with one minor style nit). Can you put the MModelFragment Javadoc into a separate Gerrit review so that I can commit it?
1935,15885,"Patch Set 17: Code-Review+1 Verified+1Thanks Steven, good point with the model service. Lets leave it like it is. I test this tomorrow, and if I do not find anything anymore I merge it.",17,7131,2015-03-27 13:39:46,2015-03-30 17:10:17,75,MERGED,7.0,234.0,3,5,20,positive,"Patch Set 17: Code-Review+1 Verified+1Thanks Steven, good point with the model service. Lets leave it like it is. I test this tomorrow, and if I do not find anything anymore I merge it."
1937,15891,"Patch Set 16:(4 comments)Looks good, but I think we should have a separate test for the functionality.",16,7131,2015-03-27 13:39:46,2015-03-30 13:11:47,71,MERGED,5.0,208.0,3,4,20,positive,"Patch Set 16:(4 comments)Looks good, but I think we should have a separate test for the functionality."
1938,15896,"Patch Set 2:(1 comment)Thanks Marc-Andre, looks fine, except the CR header",2,7133,2015-04-01 03:33:52,2015-04-01 07:00:49,3,MERGED,1.0,5.0,3,4,4,positive,"Patch Set 2:(1 comment)Thanks Marc-Andre, looks fine, except the CR header"
1940,15994,Patch Set 3:(1 comment)Good point. I might remove the last checking for different resource output. See the draft comment in file BuildResource.java,3,7174,2015-03-07 14:23:42,2015-03-19 01:12:18,274,MERGED,7.0,94.0,3,4,5,positive,Patch Set 3:(1 comment)Good point. I might remove the last checking for different resource output. See the draft comment in file BuildResource.java
1941,15995,"Patch Set 5:> I have no idea what that code does and why, I hope you tested it..I did indeed. Every change I do is cherry picked and carefully tested in the context of the Visual Studio Plugin. However I guess I might be the only one needed it until now.",5,7174,2015-03-07 14:23:42,2015-03-30 23:55:55,561,MERGED,1.0,12.0,3,6,5,positive,"Patch Set 5:> I have no idea what that code does and why, I hope you tested it..I did indeed. Every change I do is cherry picked and carefully tested in the context of the Visual Studio Plugin. However I guess I might be the only one needed it until now."
1947,16061,Patch Set 3: Verified+1 Code-Review+2Looks ok. Tests run fine too.,3,7203,2015-03-16 07:32:08,2015-03-23 12:00:29,172,MERGED,22.0,791.0,3,5,4,positive,Patch Set 3: Verified+1 Code-Review+2Looks ok. Tests run fine too.
1948,16064,"Patch Set 3:Is not the rebase button in Gerrit the one to create a consistent patch series?This change actually depends on the other, once I fixed the other one this should also be good to do according to your comment.",3,7204,2015-03-23 15:52:41,2015-03-23 22:28:55,6,MERGED,1.0,46.0,2,4,6,positive,"Patch Set 3:Is not the rebase button in Gerrit the one to create a consistent patch series?This change actually depends on the other, once I fixed the other one this should also be good to do according to your comment."
1949,16065,"Patch Set 5: Code-Review+1By moving the removal to fhe (Non-Javadoc) annotations to the other review, this become independent of the @Override commmit. Sorry for the inconvienance, it should be hopefully fine now.",5,7204,2015-03-23 15:52:41,2015-03-23 22:39:10,6,MERGED,1.0,31.0,2,4,6,positive,"Patch Set 5: Code-Review+1By moving the removal to fhe (Non-Javadoc) annotations to the other review, this become independent of the @Override commmit. Sorry for the inconvienance, it should be hopefully fine now."
1951,16074,"Patch Set 1: Code-Review+1 Verified+1Ok, now situation with hanging looks better. Thanks:)",1,7209,2015-03-23 17:57:45,2015-03-23 17:57:45,0,MERGED,2.0,10.0,3,11,1,positive,"Patch Set 1: Code-Review+1 Verified+1Ok, now situation with hanging looks better. Thanks:)"
1953,16076,Patch Set 1:I used generated code from bug description and before I was able to deadlock PDT after few attempts. With this patch this case was working fine for me.,1,7209,2015-03-23 17:57:45,2015-03-23 17:57:45,0,MERGED,2.0,10.0,3,11,1,positive,Patch Set 1:I used generated code from bug description and before I was able to deadlock PDT after few attempts. With this patch this case was working fine for me.
1957,16114,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...,1,7218,2015-03-24 07:38:51,2015-03-24 07:38:51,0,MERGED,1.0,2.0,2,6,1,positive,Patch Set 1:Build SUCCESSFUL. Now starting integration tests...
1959,16139,Patch Set 1:(3 comments)thanks!,1,7227,2015-03-20 21:53:43,2015-03-20 21:53:43,0,MERGED,2.0,198.0,3,5,2,positive,Patch Set 1:(3 comments)thanks!
1960,16145,"Patch Set 2: Code-Review+2 Verified+1With this patch the highlighting of the matches using the reqex in the colum is correct. For example, before .*value.* would only highlight the occurances of value, but actually it should highlight the whole cell if it contains value.",2,7230,2015-03-20 18:55:39,2015-03-23 14:51:55,67,MERGED,3.0,40.0,3,5,2,positive,"Patch Set 2: Code-Review+2 Verified+1With this patch the highlighting of the matches using the reqex in the colum is correct. For example, before .*value.* would only highlight the occurances of value, but actually it should highlight the whole cell if it contains value."
1962,16149,"Patch Set 1:(1 comment)Thanks Sebastian, that was fast. :-) I suggest to update the copyright date also.",1,7232,2015-03-17 20:38:49,2015-03-17 20:38:49,0,MERGED,1.0,2.0,3,4,3,positive,"Patch Set 1:(1 comment)Thanks Sebastian, that was fast. :-) I suggest to update the copyright date also."
1964,16159,"Patch Set 2: Code-Review+2 Verified+1Thanks, looks good.",2,7238,2015-03-14 11:33:33,2015-03-23 12:04:40,216,MERGED,1.0,2.0,2,4,2,positive,"Patch Set 2: Code-Review+2 Verified+1Thanks, looks good."
1965,16160,"Patch Set 2:> No, I think we should go with this solution which is why I approved > it.  We would still have the issue that tools are called within the > make file and could conceivably react to the V=1 environment > variable themselves.  Just venting at the lack of forethought in > the Autotools maintenance group.I see. Just double checking ;) Thanks for the review!",2,7239,2015-03-22 19:39:08,2015-03-23 19:29:31,23,MERGED,4.0,149.0,1,1,2,positive,"Patch Set 2:> No, I think we should go with this solution which is why I approved > it.  We would still have the issue that tools are called within the > make file and could conceivably react to the V=1 environment > variable themselves.  Just venting at the lack of forethought in > the Autotools maintenance group.I see. Just double checking ;) Thanks for the review!"
1968,16175,Patch Set 1:Thanks fo the review!,1,7244,2015-03-12 18:31:24,2015-03-12 20:25:40,1,MERGED,3.0,87.0,3,8,1,positive,Patch Set 1:Thanks fo the review!
1970,16181,"Patch Set 5:> I hope you don't mind.Not at all, thanks. In general, unchecked exceptions are an implementation-dependent behavior, so it's weird to see this in an interface. But ITmfStateSystem is ""special"", it's @noextend and closely linked to its implementation in StateSystem, so it makes sense.> a @Nullable is more robust than throwing an undeclared runtime exceptionThat's a good point. This or having a ""QuarkNotFoundException"" to be symmetrical with AttributeNotFoundException.However, the quark ints should always come from another getQuark... method, and those should always return valid ones (""Quark"" would have been a typedef, if Java offered such a thing). So if one somehow passes an invalid quark, it's because they're doing something wrong in the program.Whereas with getQuark*(), the input is usually arbitrary strings, so these may or may not exist (hence a checked exception).I did not think about it at first, but right now we do the polymorphism trick of adding the ""throws AttributeNotFoundException"" only to the ITmfStateSystem sub-interface. We couldn't go with @NonNull -> @Nullable return value though.",5,7249,2015-03-20 19:09:09,2015-03-21 15:39:00,20,MERGED,7.0,64.0,3,7,5,positive,"Patch Set 5:> I hope you don't mind.Not at all, thanks. In general, unchecked exceptions are an implementation-dependent behavior, so it's weird to see this in an interface. But ITmfStateSystem is ""special"", it's @noextend and closely linked to its implementation in StateSystem, so it makes sense.> a @Nullable is more robust than throwing an undeclared runtime exceptionThat's a good point. This or having a ""QuarkNotFoundException"" to be symmetrical with AttributeNotFoundException.However, the quark ints should always come from another getQuark... method, and those should always return valid ones (""Quark"" would have been a typedef, if Java offered such a thing). So if one somehow passes an invalid quark, it's because they're doing something wrong in the program.Whereas with getQuark*(), the input is usually arbitrary strings, so these may or may not exist (hence a checked exception).I did not think about it at first, but right now we do the polymorphism trick of adding the ""throws AttributeNotFoundException"" only to the ITmfStateSystem sub-interface. We couldn't go with @NonNull -> @Nullable return value though."
