ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall
1545,Patch Set 1:what? But I just tested it! :p,1,4535,2015/11/23 22:43,2015/11/23 22:34,2015/11/23 22:36,0,MERGED,1,2,3,9,2,positive
1546,Patch Set 2:Thanks forgot to do it :P,2,4535,2015/11/26 22:51,2015/11/26 22:50,2015/11/26 22:50,0,MERGED,1,2,4,6,2,positive
1561,Patch Set 1: Code-Review+1looks good!,1,4609,2015/11/17 23:16,2015/11/17 22:24,2015/11/17 22:24,0,MERGED,11,114,5,11,2,positive
1570,Patch Set 5: Code-Review+2 Verified+1Way better now with less weird version checks. Pushing it although still having some concerns.,5,4633,2015/11/19 11:19,2015/10/22 0:19,2015/11/19 10:22,0,MERGED,2,6,3,4,5,positive
1575,Patch Set 3: Code-Review+2 Verified+1Looks fine.,3,4649,2015/11/19 6:06,2015/11/2 12:36,2015/11/3 8:05,382,MERGED,2,57,5,6,3,positive
1578,"Patch Set 7: Code-Review+2This looks pretty good to me, any blockers left?",7,4654,2015/11/18 19:13,2015/10/30 9:47,2015/11/3 19:17,359,MERGED,54,428,4,8,8,positive
1580,Patch Set 2:> I am assuming this is a test for now... The commit message may need > some tweaks before we merge it. ;)like what?,2,4661,2015/11/18 2:10,2015/11/17 23:45,2015/11/18 2:10,0,MERGED,1,2,4,8,2,positive
1595,"Patch Set 1:> Yeah it's the name (and non-abstract-ness, and presence of @Tests > of course) that cause them to be picked up: >  > https://eclipse.org/tycho/sitedocs/tycho-surefire/tycho-surefire-plugin/test-mojo.html#includes >  > The *Benchmark don't get run for instance.Thanks!",1,4696,2015/11/2 17:42,2015/11/1 7:47,2015/11/1 7:47,33,MERGED,2,109,4,9,4,positive
1596,"Patch Set 4:> Oh I thought you also pushed the patch ""Remove all AllTests suites"" > along with it, according to ""Related Changes (2)"". Gerrit is > misleading!I tested it locally with that patch so it's all good.",4,4696,2015/11/12 14:54,2015/11/1 7:47,2015/11/12 14:50,0,MERGED,1,5,1,1,4,positive
1597,Patch Set 2: Code-Review+2 Verified+1I hope you do not mind Sopot but I reviewed and tested the change and it looks good to me.,2,4713,2015/11/12 11:18,2015/11/10 15:55,2015/11/12 11:17,0,MERGED,1,7,4,7,2,positive
1598,Patch Set 2:> I hope you do not mind Sopot but I reviewed and tested the change > and it looks good to me.Sure np. While you merged my jface tests also ran successfully. Thanks Kaloyan.,2,4713,2015/11/12 11:22,2015/11/10 15:55,2015/11/12 11:17,0,MERGED,1,7,4,7,2,positive
1599,Patch Set 1:I verified with all themes (Linux only) and it looks good. The background color of the message line is the same as the background color of the dialog.,1,4713,2015/11/11 11:43,2015/11/10 15:55,2015/11/10 15:55,19,MERGED,1,7,4,7,2,positive
1605,"Patch Set 4: Code-Review+1(6 comments)Just some minor suggestions.I am really curious about these new databinding feature.Thanks a lot and let me know, if I can help somehow.",4,4743,2015/9/28 16:57,2015/9/26 4:32,2015/9/28 14:36,2,MERGED,6,698,3,5,16,positive
1607,"Patch Set 1: Code-Review+1Looks good, but would you mind applying the formatting templates?",1,4751,2015/11/11 18:19,2015/11/11 17:39,2015/11/11 17:39,0,MERGED,4,42,3,4,2,positive
1613,"Patch Set 2: Code-Review-2(4 comments)Nice job Clemens, thank you, I have added some comments. Please have a look on this.",2,4791,2015/11/4 12:40,2015/11/4 9:30,2015/11/4 12:12,0,MERGED,8,92,3,5,4,positive
1614,"Patch Set 3:@Timur: As you gave a -2 (instead of a -1) no one else can submit this change, even if it has a +2. Can you A) please only use -1 under normal circumstance and B) please review this change again.Thank you.",3,4791,2015/11/10 15:59,2015/11/4 9:30,2015/11/4 16:34,143,MERGED,8,102,4,6,4,positive
1617,"Patch Set 1: Code-Review+2 Verified+1Nice find, I never hit that in the tests I did.",1,4797,2015/10/30 0:30,2015/10/29 22:34,2015/10/29 23:11,1,MERGED,1,4,4,6,2,positive
1619,"Patch Set 13:Thanks Noopur for the review, I've just fixed what you have pointed out. Do you think this can be committed without type completion or should I finish that first as well?",13,4800,2015/8/27 16:04,2015/7/14 13:11,2015/8/27 15:54,0,MERGED,4,28,3,6,15,positive
1621,"Patch Set 12:(1 comment)Thanks, Gabor. The code changes look good now.About using ""token"" instead of ""prefix"" in method names and Javadocs, you are right. But let us keep the method names and Javadocs same as before as of now i.e. you can revert the Javadoc changes. We can modify that together with method names if we plan to do so. In one way, ""prefix"" can in general refer to the token used for invocation of content assist, though invocationToken is more appropriate. We can deal with it later.",12,4800,2015/8/25 13:41,2015/7/14 13:11,2015/8/21 20:24,89,MERGED,4,62,3,5,15,positive
1626,Patch Set 3:Looks good!Indeed many event names now have a timer_* or such prefix in 2.7.,3,4831,2015/11/1 18:06,2015/10/27 11:40,2015/10/30 15:22,50,MERGED,5,228,4,7,3,positive
1628,"Patch Set 4: Code-Review+2 Verified+1(8 comments)Looks fine to me, you may want to adjust the ticks in MoveFilesAndFoldersOperation but even without this, I think this one is good.",4,4834,2015/10/23 19:04,2015/10/16 16:07,2015/10/23 19:01,0,MERGED,22,278,2,4,6,positive
1633,Patch Set 7: Code-Review+2 Verified+1Looks ok to me,7,4875,2015/11/2 8:35,2015/9/10 2:45,2015/11/2 8:31,0,MERGED,3,26,3,4,7,positive
1635,"Patch Set 1:(1 comment)Thanks, will update the header. Do you think the nested loops are worth a comment in the code?",1,4888,2015/6/13 15:18,2015/6/12 10:09,2015/6/12 10:09,29,MERGED,4,92,3,7,23,positive
1640,Patch Set 4: Code-Review+1 Verified+1(1 comment)I just tested your patch and it works well.Please see inline comment on the class header,4,4906,2015/10/25 23:34,2015/10/15 21:14,2015/10/25 19:44,3,MERGED,1,35,3,4,6,positive
1650,Patch Set 2: Code-Review+1 Verified+1Looks good to me. Maybe also add a test for it?,2,4911,2015/10/23 19:19,2015/10/16 9:07,2015/10/23 19:19,0,MERGED,1,10,4,5,2,positive
1657,"Patch Set 5: Code-Review+1 Verified+1I'm fine with this, ONCE HUDSON BUILDS",5,4923,2015/10/23 21:44,2015/9/4 0:09,2015/10/23 21:32,0,MERGED,5,207,5,8,5,positive
1663,Patch Set 5:(6 comments)well that's ok! we'll fix it later!,5,4929,2015/10/23 20:03,2015/10/15 12:55,2015/10/22 17:04,26,MERGED,21,865,4,7,6,positive
1683,"Patch Set 1:Looks great! But I wonder if SegmentAspect is the correct name. We could have ""time range tables"" (not sure what the actual name is for those yet) that are not backed by a segment store.",1,4968,2015/10/6 17:24,2015/10/6 12:58,2015/10/6 12:58,4,MERGED,1,61,3,4,10,positive
1687,"Patch Set 4:(4 comments)Thanks for your review, Laurent!",4,4994,2015/10/20 9:49,2015/9/21 16:21,2015/10/2 17:27,424,MERGED,16,1747,3,5,8,positive
1692,Patch Set 1:Looks good to me.,1,5015,2015/10/15 15:17,2015/10/15 14:59,2015/10/15 15:00,0,MERGED,2,33,4,6,1,positive
1693,Patch Set 1: Code-Review+1(1 comment)Looks good but I would add the bug number.,1,5016,2015/10/1 9:03,2015/10/1 7:38,2015/10/1 7:38,1,MERGED,4,457,3,7,6,positive
1700,Patch Set 2:Thanks a lot for the thorough testing!I'll make sure to make another patch for the version guard once (if) it's fixed in GTK.,2,5034,2015/9/15 20:43,2015/9/14 3:09,2015/9/14 3:22,41,MERGED,1,17,3,7,7,positive
1701,Patch Set 1: Code-Review+1This fixes the issue for me.,1,5037,2015/10/7 19:35,2015/10/7 16:18,2015/10/7 16:22,3,MERGED,2,6,4,5,2,positive
1702,"Patch Set 1: Code-Review+2 Verified+1Hi Daniel,it looks good. I will make some minor improvements. You'll see them after pulling the update.",1,5039,2015/10/15 11:31,2015/10/14 22:05,2015/10/14 22:05,13,MERGED,3,2531,3,3,1,positive
1706,"Patch Set 5: Code-Review-1 Verified+1Hi Michael ! Thanks for this contribution. I'm sorry but we now have a org.eclipse.emf.compare.egit.ui plugin and I think the files introduced by this contribution need to be put in this new plugin. Otherwise, it's ok for me. Can you move the files in the new plugin please ? Thank you.",5,5064,2015/9/25 9:25,2015/7/16 13:27,2015/9/23 7:55,49,MERGED,2,95,4,6,6,positive
1707,"Patch Set 5:Thanks for the info. In order to see the project, I also had to rebase the change. However, since a messages class has already been inserted there, the only thing remaining in the change are the UI messages themselves.",5,5064,2015/10/15 7:32,2015/7/16 13:27,2015/9/23 7:55,527,MERGED,2,95,4,6,6,positive
1715,Patch Set 1:thanks! I'll look into it now :),1,5069,2015/10/1 20:14,2015/9/25 15:31,2015/9/26 16:12,124,MERGED,9,485,3,7,9,positive
1716,"Patch Set 1: Verified+1It 'works' I will need to test it more thouroughly with proper traces, but for the moment my comments still stand. Thanks for the explanation",1,5069,2015/10/1 20:18,2015/9/25 15:31,2015/9/26 16:12,124,MERGED,9,485,3,7,9,positive
1717,Patch Set 2: Code-Review-1headers. :),2,5069,2015/10/2 19:38,2015/9/25 15:31,2015/10/2 16:00,3,MERGED,9,481,3,6,9,positive
1722,"Patch Set 1:Pushed to dev.eclipse.org, and all works well.",1,5098,2015/10/7 13:25,2015/10/7 13:15,2015/10/7 13:15,0,MERGED,74,7352,3,5,1,positive
1730,"Patch Set 2: Code-Review+2 Verified+1Looks good to me, i have verified this with our CaA rcp AUT",2,5125,2015/10/7 7:52,2015/10/6 14:25,2015/10/7 7:51,0,MERGED,7,83,2,2,2,positive
1734,Patch Set 2:(2 comments)great catch,2,5138,2015/10/6 20:50,2015/10/6 20:21,2015/10/6 20:46,0,MERGED,1,19,3,5,4,positive
1735,Patch Set 1: Code-Review+2 Verified+1let's do this!Worked on the first try. :),1,5143,2015/10/6 15:20,2015/9/29 21:01,2015/10/5 22:20,17,MERGED,6,394,5,8,1,positive
1736,Patch Set 1: Code-Review-1(1 comment)Thanks for fixing it.,1,5146,2015/10/6 21:00,2015/10/6 20:54,2015/10/6 20:54,0,MERGED,1,2,3,6,2,positive
1738,"Patch Set 1: Code-Review+1I'm all for such a change. Despite I didn't notice a major benefit in performance (relatively to the 15min full build), it's also a good change in term of code quality.However, could you please add yourself to the contributors in the class headers?",1,5174,2015/10/6 5:00,2015/10/5 15:13,2015/10/5 15:13,13,MERGED,8,155,3,8,2,positive
1740,Patch Set 1: Code-Review+1Looks good.You'll need to rebase and push it again to be able to merge it.,1,5176,2015/10/1 21:03,2015/9/28 19:04,2015/9/28 19:04,73,MERGED,1,3,3,5,2,positive
1742,Patch Set 1:(1 comment)Thanks for your review! Will upload a PS with your recommended changes.,1,5186,2015/10/5 10:11,2015/9/30 14:37,2015/9/30 14:37,115,MERGED,1,5,3,5,3,positive
1745,"Patch Set 2:Stefan, Yes I think you misunderstood me :) The check of the disposed state of the control should be done in the refreshTitle() method as I proposed, not in the internalRefresh() method. See my last comment on patch set 2. Thank you !",2,5186,2015/10/5 12:59,2015/9/30 14:37,2015/10/5 10:08,2,MERGED,1,5,3,6,3,positive
1758,"Patch Set 1: Code-Review+2 Verified+1Pretty useful, Thanks !",1,5227,2015/9/25 11:40,2015/9/24 17:33,2015/9/24 17:33,18,MERGED,1,1,3,5,2,positive
1765,Patch Set 3: Code-Review+1Thanks Frank.,3,5232,2015/9/28 16:40,2015/8/29 13:59,2015/9/27 13:02,27,MERGED,1,66,3,7,3,positive
1767,Patch Set 24: Code-Review+2I am very happy with this.,24,5244,2015/9/28 17:38,2015/9/11 14:46,2015/9/28 0:29,17,MERGED,4,363,4,9,24,positive
1769,"Patch Set 7:(1 comment)small comment, rest looks good",7,5245,2015/5/22 18:59,2015/3/25 21:47,2015/5/22 16:59,2,MERGED,17,810,2,3,15,positive
1770,Patch Set 1: Code-Review-1did you forget to add it to the root pom.xml? ;),1,5245,2015/3/25 22:44,2015/3/25 21:47,2015/3/25 21:55,0,MERGED,15,805,3,4,15,positive
1773,Patch Set 6:thanks for testing!,6,5249,2015/9/28 17:02,2015/8/21 1:20,2015/9/25 21:55,67,MERGED,5,264,4,10,6,positive
1776,Patch Set 1:This should also be configured for the extra plug-ins (But I can take care of that)Thanks for the contribution!,1,5271,2015/9/28 13:49,2015/9/26 5:21,2015/9/26 5:21,56,MERGED,2,18,4,7,1,positive
1777,"Patch Set 2: Code-Review+2 Verified+1Thanks, looks good.",2,5290,2015/9/28 8:11,2015/9/28 1:46,2015/9/28 8:10,0,MERGED,2,20,3,4,2,positive
1799,Patch Set 2: Code-Review+1 Verified+1Changes look fine to me.,2,5354,2015/9/16 15:47,2015/8/31 20:11,2015/8/31 20:50,378,MERGED,2,45,2,3,3,positive
1800,Patch Set 1: Code-Review-1(1 comment)Nice Clean-up,1,5358,2015/9/15 21:20,2015/9/3 21:48,2015/9/15 18:24,2,MERGED,53,2345,2,3,3,positive
1805,Patch Set 1: Code-Review+1I could not find any other instance of .gif files to change - hopefully we got them all.,1,5364,2015/9/17 10:25,2015/9/16 16:26,2015/9/16 16:26,17,MERGED,3,24,3,4,3,positive
1806,Restored,1,5366,2015/9/17 7:38,2015/9/17 6:16,2015/9/17 6:16,1,MERGED,1,38,2,7,6,positive
1825,"Patch Set 4:> (1 comment) >  > found this problem: > - create new Java project > - share it with git team provider and create a repository > - click ""init gitflow"" (repository is still empty, HEAD doesn't > exist yet) > - in ""Initialize repository"" dialog choose non-default master > branch e.g. master1 > - gitflow warns that this master branch doesn't exist and asks if I > want to create it > - click yes > - this hits the following exception >  > org.eclipse.egit.gitflow.WrongGitFlowStateException: Git flow > repository may not be empty. > at org.eclipse.egit.gitflow.GitFlowRepository.findHead(GitFlowRepository.java:147) > at org.eclipse.egit.gitflow.ui.internal.dialogs.InitDialog.okPressed(InitDialog.java:281) > ... 62 more >  > - the error is not shown in an error dialog but ends up in the > error log only, so I > can't leave the ""Initialize repository"" dialog until I click > ""Cancel"" > - if initializing a gitflow repository requires HEAD then the > action ""Init Git Flow"" > should be disabled if HEAD doesn't exist / repository is empty > - or ""Init Git Flow"" should work on empty repository > - don't know how native gitflow handles this I created a new UI test for this case and fixed it with another question to the user. Yes, the reference implementation works on empty repositories.Thanks for testing this so thoroughly! > - if I first create an initial commit the dialog works and I can > create the > non-standard ""master1"" branch but then I already have a ""master"" > branch and > have to delete that (I want the non-standard master1 branch and why > should I > also use a master branch ?), so it looks like it would be better to > rename > master to master1 instead of creating both.I think that in some scenarios this would make sense, but we have to keep in mind that the Gitflow ""master"" has a very specific semantic. It's the branch that always points to the latest release. The Git master branch does not have this semantic.Also my guess is that in most cases, when users want to convert their repository to Gitflow, it would make more sense to turn the existing master into develop (e.g. the EGit repository).",4,5398,2015/9/9 23:20,2015/8/28 21:44,2015/9/9 22:53,0,MERGED,10,386,3,6,6,positive
1828,Patch Set 7: Code-Review+1 Verified+1(1 comment)Looks good.,7,5436,2015/8/6 5:47,2015/8/5 20:59,2015/8/6 0:16,5,MERGED,2,83,4,7,13,positive
1829,Patch Set 3:(1 comment)Tests look good.,3,5441,2015/9/8 21:33,2015/9/4 22:54,2015/9/8 20:55,0,MERGED,5,234,3,4,4,positive
1840,"Patch Set 13: Code-Review+2ok, got it",13,5480,2015/9/9 8:50,2015/9/8 8:22,2015/9/9 8:49,0,MERGED,9,190,3,5,13,positive
1841,"Patch Set 10:The last patch set should be fine, though I somehow created a rebase mess.It would be great if 52635 [1] could be merged first, so I can fix this on top of master HEAD.[1] https://git.eclipse.org/r/#/c/52635/",10,5480,2015/9/3 17:23,2015/7/27 16:11,2015/9/2 22:42,18,MERGED,6,116,3,6,13,positive
1845,Patch Set 3: Code-Review-1(2 comments)Good Work! It works fine on my computer.But there is a little typo problem (Uppercase ate the start of the words)=> the best would probably be to re factor the duplicated work.,3,5485,2015/9/7 13:18,2015/9/3 9:18,2015/9/7 12:21,0,MERGED,1,8,1,1,7,positive
1847,Patch Set 6:+1 on the rcp start with the beautifull splash screen,6,5488,2015/9/4 13:57,2015/8/31 12:53,2015/9/4 13:30,0,MERGED,9,949,3,10,8,positive
1848,Patch Set 1:Thanks!,1,5498,2015/9/2 12:50,2015/9/2 12:00,2015/9/2 12:00,0,MERGED,3,5,4,6,1,positive
1851,"Patch Set 1: Code-Review+1Hi Nicolas,your change looks good for me.Seb",1,5521,2015/9/1 12:24,2015/9/1 12:05,2015/9/1 12:05,0,MERGED,1,2,6,9,1,positive
1852,Patch Set 1: Code-Review+1Looks good to me.,1,5521,2015/9/1 15:22,2015/9/1 12:05,2015/9/1 12:05,3,MERGED,1,2,6,9,1,positive
1854,Patch Set 3: Code-Review+2 Verified+1I fixed a small issue with managed version being added to the dependencies section. Rest looks good. Thanks,3,5538,2015/9/1 22:52,2015/8/3 11:58,2015/9/1 22:49,0,MERGED,1,57,2,3,3,positive
1860,Patch Set 2:> Looks good to meDo you usually wait for two +1s or can I give another +1 as the owner of this change?,2,5608,2015/8/25 9:31,2015/8/17 11:55,2015/8/20 12:44,116,MERGED,1,13,2,5,3,positive
1888,"Patch Set 1: Code-Review-1(1 comment)nice idea, thanks for working on this",1,5666,2014/12/10 8:35,2014/12/9 17:33,2014/12/9 17:33,15,MERGED,1,17,3,10,10,positive
1889,"Patch Set 1:> don't make changes depend on each other if they are not related to each other, providing dirty decoration for a repository is completely unrelated to multi push supportSorry, I forgot to reset my workspace. Thanks for this information.",1,5666,2014/12/10 15:55,2014/12/9 17:33,2014/12/9 17:33,22,MERGED,1,17,3,10,10,positive
1894,Patch Set 2:Thanks for catching this.,2,5672,2015/8/23 2:33,2015/8/22 9:05,2015/8/23 2:30,0,MERGED,1,9,2,5,2,positive
1895,"Patch Set 3:* I am not sure a check mark is the best visualization of a gitflow enabled repository, it doesn't look flow-ish ;-) * Does gitflow have some recognizable icon ?* otherwise this change looks good",3,5675,2015/7/23 9:07,2015/6/19 19:29,2015/7/19 14:09,90,MERGED,8,287,3,4,12,positive
1913,"Patch Set 3:(1 comment)This looks great! I found a few issues:* the next/previous comment buttons bring up the tooltip with the edit box activated* after typing some text, if you click on a different comment, the text you typed is lost* same thing if you click the editor and hover on a different comment annotation* it would be nice if ctrl+enter would save and close* should probably disable the reply done button when there is text in the edit box",3,5692,2015/6/12 21:07,2015/6/10 17:14,2015/6/11 21:47,23,MERGED,9,1572,3,5,25,positive
1915,"Patch Set 23:Thanks, this looks good.",23,5692,2015/7/30 16:50,2015/6/10 17:14,2015/7/29 0:48,40,MERGED,12,2450,3,5,25,positive
1918,"Patch Set 19:(1 comment)Looks good. On second thought, it seems like it would make more sense to move the edit table into the comment editor. What do you think?",19,5692,2015/7/23 0:09,2015/6/10 17:14,2015/7/22 23:24,0,MERGED,12,2011,3,5,25,positive
1922,Patch Set 24: Verified+1 Code-Review+2IP review completed successfully.,24,5692,2015/8/21 18:31,2015/6/10 17:14,2015/8/7 22:09,332,MERGED,12,2450,3,5,25,positive
1944,"Patch Set 1:Yea it'd be time-consuming and probably not worth it to find the exact minimum version required everywhere. But we can do a best effort, and when we see problems rising up like this one, then we can set the version we need.I've tried building with the staging target and with ""12.0.0"", and it works, because then it does not pickup the 10.0 one. I tested that at least ;)",1,5736,2015/8/13 19:24,2015/8/13 13:48,2015/8/13 13:48,5,MERGED,1,4,4,24,3,positive
1949,"Patch Set 3:(14 comments)Thanks, Yannick!I a have still to verify how your patch works. Meanwhile, you can do some clean up on the code as suggested in the internal comments.",3,5757,2015/7/31 8:25,2015/6/26 13:28,2015/7/31 7:45,0,MERGED,11,571,3,5,14,positive
1950,Patch Set 12:(2 comments)Works nice. Last two things and I think we are done.,12,5757,2015/8/11 14:06,2015/6/26 13:28,2015/8/11 13:24,0,MERGED,10,611,3,5,14,positive
1951,"Patch Set 2:(13 comments)Hi at begin, thank you for your contribution! Nice to see fresh blood :PI made initial review. Ask here if you need assist.",2,5757,2015/6/26 15:08,2015/6/26 13:28,2015/6/26 13:28,1,MERGED,10,540,4,14,14,positive
1952,Patch Set 2:(2 comments)Thanks for the review,2,5757,2015/6/26 15:22,2015/6/26 13:28,2015/6/26 13:28,1,MERGED,10,540,4,14,14,positive
1954,Patch Set 2:Peaceful vacation ;),2,5757,2015/7/11 11:46,2015/6/26 13:28,2015/6/26 13:28,358,MERGED,10,540,4,14,14,positive
1955,"Patch Set 2:Yannick, I hope you had a restful vacation and you can spend some time on this contribution. If we manage to finish it in the next weeks, it will ship with Eclipse Mars SR1 and make lots of PHP developers happy.",2,5757,2015/7/30 12:14,2015/6/26 13:28,2015/6/26 13:28,814,MERGED,10,540,4,14,14,positive
1956,Patch Set 13: Code-Review+1 Verified+1Works good! Enhancements should be reported as separate bugs.,13,5757,2015/8/11 15:38,2015/6/26 13:28,2015/8/11 14:14,1,MERGED,10,612,6,17,14,positive
1957,Patch Set 13:> Works good! Enhancements should be reported as separate bugs.Yay :D ... okay what do I do now?,13,5757,2015/8/11 15:45,2015/6/26 13:28,2015/8/11 14:14,1,MERGED,10,612,6,17,14,positive
1958,Patch Set 13: Verified+1We will need to adjust it to PHP7 later but besides that everything works ok:) Great job Yannick!,13,5757,2015/8/11 18:29,2015/6/26 13:28,2015/8/11 14:14,4,MERGED,10,612,6,17,14,positive
1959,Patch Set 13:BTW. It would be nice to add some test cases for this new feature. Are we going to make this with this patch or later?,13,5757,2015/8/13 7:53,2015/6/26 13:28,2015/8/11 14:14,41,MERGED,10,612,6,17,14,positive
1960,"Patch Set 13:To reply to both comments: > I think I found a bug. If there is en empty line between two use > statements then then the statements above the empty line are sorted > separately than the statements below the line. I would expect that > all the use statements are sorted together and the empty line is > removed (this is the behavior we have in JDT).I did this on purpose, since I could not detect if there were only empty lines in between blocks. I could try to fix this if you like > BTW. It would be nice to add some test cases for this new feature. > Are we going to make this with this patch or later?I have very little experience with writing tests in JAVA (only with PHPUnit) so I need some help with that. Might be best to do it in a separate review",13,5757,2015/8/13 8:16,2015/6/26 13:28,2015/8/11 14:14,42,MERGED,10,612,6,17,14,positive
1961,"Patch Set 13: Code-Review+1 Verified+1OK. Let's have the issue in the empty line in a separate bug. It's pretty minor, so let's not block this valuable feature because of it.Same for test cases. We have a very nice test framework in PDT. Adding new test cases should be quite easy. We can do this in a separate bug.",13,5757,2015/8/13 10:02,2015/6/26 13:28,2015/8/11 14:14,43,MERGED,10,612,6,17,14,positive
1962,"Patch Set 13: Code-Review+2As I promise. No objections, so merge ;)",13,5757,2015/8/13 21:14,2015/6/26 13:28,2015/8/11 14:14,54,MERGED,10,612,6,17,14,positive
1963,"Patch Set 10:> (In reply to comment #70) > See this gist, https://gist.github.com/zulus/b07777b9ea3b2e71990aOkay, think I fixed it",10,5757,2015/8/7 14:54,2015/6/26 13:28,2015/8/7 7:10,7,MERGED,10,481,3,14,14,positive
1964,Patch Set 6:(5 comments)You are fast. New comments ;),6,5757,2015/7/31 9:12,2015/6/26 13:28,2015/7/31 9:02,0,MERGED,12,638,3,6,14,positive
1965,"Patch Set 6:(5 comments)Yeah, have some free time to work on this",6,5757,2015/7/31 9:25,2015/6/26 13:28,2015/7/31 9:02,0,MERGED,12,638,3,6,14,positive
1966,Patch Set 14:Issue for tests created https://bugs.eclipse.org/bugs/show_bug.cgi?id=474955 :),14,5757,2015/8/14 9:09,2015/6/26 13:28,2015/8/13 21:14,11,MERGED,10,612,4,5,14,positive
1967,"Patch Set 14:> @Thierry do you want add something? If not I'll merge this patch.Hi Dawid,Sorry, I'm quite busy lately to have a deep look inside this patch, but thanx for asking ;) It looks nice as is, so no objections to merge it ;) And thank you to Yannick for his work!",14,5757,2015/8/14 14:00,2015/6/26 13:28,2015/8/13 21:14,16,MERGED,10,612,4,5,14,positive
1968,"Patch Set 14:> > @Thierry do you want add something? If not I'll merge this patch. >  > Hi Dawid, > Sorry, I'm quite busy lately to have a deep look inside this patch, > but thanx for asking ;) It looks nice as is, so no objections to > merge it ;) And thank you to Yannick for his work!And I came a little bit late, as it's already merged ;)",14,5757,2015/8/14 14:05,2015/6/26 13:28,2015/8/13 21:14,16,MERGED,10,612,4,5,14,positive
1969,"Patch Set 14:> And thank you to Yannick for his work!Your welcome, glad I could contribute to a plugin I've been using for years now.When can I expect my changes to be released in a stable version? Kaloyan said something about Mars SR1.",14,5757,2015/8/14 14:18,2015/6/26 13:28,2015/8/13 21:14,17,MERGED,10,612,4,5,14,positive
1976,"Patch Set 4:@Christian: don't mind that I put you on so many reviews, but it looks that most of committers are busy or on vacation :-)",4,5771,2015/8/2 22:10,2015/7/25 22:14,2015/8/2 17:18,4,MERGED,16,265,2,5,8,positive
1978,Patch Set 2: Code-Review+2I've changed the implementation to be a little bit simpler and faster. I hope that's okay ;-),2,5778,2015/8/14 9:50,2015/8/14 9:47,2015/8/14 9:47,0,MERGED,1,44,3,5,2,positive
1980,"Patch Set 7: Code-Review+1I asume you did another functional check, code looks good to me",7,5789,2015/7/27 14:13,2015/7/24 7:23,2015/7/27 14:06,0,MERGED,5,1724,3,4,9,positive
1983,"Patch Set 3: Code-Review+2 Verified+1Looks fine, thanks Sopot. Dani needs to decide if this goes into M1",3,5809,2015/8/5 13:37,2015/8/5 12:46,2015/8/5 12:57,0,MERGED,1,4,4,5,3,positive
1985,Restored,1,5836,2015/8/5 10:05,2015/8/5 8:59,2015/8/5 8:59,1,MERGED,1,2,2,6,2,positive
1987,"Patch Set 1: Code-Review+1 Verified+1(1 comment)Looks good, one style nit.",1,5862,2015/7/16 4:21,2015/7/15 18:38,2015/7/15 18:38,9,MERGED,3,47,3,4,2,positive
1995,Patch Set 1: Code-Review+1 Verified+1(1 comment)Looks good with a minor style nit.,1,5897,2015/7/24 21:51,2015/5/7 21:21,2015/5/7 21:21,1872,MERGED,1,3,3,4,2,positive
1998,Patch Set 3: Code-Review+2 Verified+1Thanks a bunch Jonas!,3,5898,2015/7/27 15:56,2015/6/9 14:00,2015/7/27 15:55,0,MERGED,1,2,3,4,3,positive
2000,Patch Set 2: Code-Review+2Thanks for the fix!,2,5916,2015/7/27 13:57,2015/7/27 12:24,2015/7/27 13:55,0,MERGED,1,35,4,6,2,positive
2001,Patch Set 1:Thanks for the patch. I'll look at it during 4.6.,1,5924,2015/4/16 8:50,2015/4/16 2:07,2015/4/16 2:08,6,MERGED,2,48,3,5,3,positive
2005,Patch Set 3: Code-Review+2 Verified+1Works like a charm :),3,5933,2015/7/27 9:01,2015/7/24 14:32,2015/7/25 8:49,48,MERGED,1,765,3,6,4,positive
2010,Patch Set 2: Code-Review+1 Verified+1Thanks for explanation!,2,5946,2015/7/26 20:53,2015/7/25 23:19,2015/7/25 23:19,21,MERGED,27,169,4,10,2,positive
2011,Patch Set 2:With pleasure Dawid ;),2,5946,2015/7/26 21:52,2015/7/25 23:19,2015/7/25 23:19,22,MERGED,27,169,4,10,2,positive
2014,"Patch Set 1:@Ansgar: would you mind checking out this patch to test that it fixes your C++ scenario?@R├®mi: as the resident element-types expert, does any of this look crazy to you?Thanks",1,5952,2015/7/22 21:55,2015/7/22 21:14,2015/7/22 21:14,0,MERGED,19,693,3,5,3,positive
2018,Patch Set 4: Code-Review+2thanks for the patch :-),4,5959,2015/7/25 13:36,2015/7/25 10:07,2015/7/25 13:35,0,MERGED,1,75,3,6,4,positive
2022,Patch Set 3: Code-Review+2thanks for the nice patch :-)- rebased- improved commit message,3,5963,2015/7/24 22:56,2015/7/24 20:08,2015/7/24 22:53,0,MERGED,5,51,3,6,4,positive
2024,Patch Set 2: Code-Review+1Awesome Jan. @EGit team. This was done during the last Eclipse Hackathon in Hamburg,2,5963,2015/7/24 20:19,2015/7/24 20:08,2015/7/24 20:13,0,MERGED,5,51,4,5,4,positive
2030,Patch Set 3: Code-Review+1Thanks Syzmon for the fast feedback. Copyright headers are now updated as well.,3,5973,2015/7/24 9:27,2015/7/24 9:24,2015/7/24 9:24,0,MERGED,80,748,2,4,5,positive
2031,"Patch Set 2:Looks good, but please update also copyright dates.",2,5973,2015/7/24 7:15,2015/7/23 16:00,2015/7/23 18:32,12,MERGED,80,488,2,3,5,positive
