ID,text,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall
1793,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/852/ : UNSTABLE,1,5348,2015/7/21 15:50,2015/7/21 9:48,2015/7/21 11:56,3,MERGED,3,67,2,4,7,negative
1794,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/924/ : UNSTABLE,4,5348,2015/8/29 10:08,2015/7/21 9:48,2015/8/29 6:33,3,MERGED,5,218,2,3,7,negative
1795,Patch Set 7:Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/965/ : UNSTABLE,7,5348,2015/9/17 20:24,2015/7/21 9:48,2015/9/17 8:08,12,MERGED,5,218,3,5,7,negative
1801,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/958/ : UNSTABLE,3,5360,2015/9/15 11:54,2015/8/31 11:13,2015/9/15 4:11,7,MERGED,1,29,2,3,4,negative
1802,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/939/ : UNSTABLE,2,5360,2015/9/1 12:49,2015/8/31 11:13,2015/9/1 5:00,7,MERGED,1,29,2,3,4,negative
1804,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3333/ : UNSTABLE,1,5364,2015/9/16 17:11,2015/9/16 16:26,2015/9/16 16:26,0,MERGED,3,24,3,4,3,negative
1807,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/938/ : UNSTABLE,2,5372,2015/9/1 9:03,2015/8/31 12:25,2015/9/1 5:01,4,MERGED,1,20,2,3,5,negative
1808,Patch Set 5:Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/963/ : UNSTABLE,5,5372,2015/9/17 12:00,2015/8/31 12:25,2015/9/17 8:08,3,MERGED,1,20,3,5,5,negative
1809,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/957/ : UNSTABLE,3,5372,2015/9/15 7:56,2015/8/31 12:25,2015/9/15 4:11,3,MERGED,1,20,2,3,5,negative
1817,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/scout/job/org.eclipse.scout.rt_gerrit/2901/ : UNSTABLE,1,5382,2015/9/14 15:20,2015/9/14 9:25,2015/9/14 15:08,0,MERGED,4,260,2,3,4,negative
1818,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1713/ : UNSTABLE,1,5386,2015/9/16 16:26,2015/9/16 15:55,2015/9/16 15:56,0,MERGED,2,71,3,9,1,negative
1819,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1714/ : UNSTABLE,1,5386,2015/9/17 7:43,2015/9/16 15:55,2015/9/16 15:56,15,MERGED,2,71,3,9,1,negative
1820,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/960/ : UNSTABLE,5,5388,2015/9/15 16:10,2015/7/21 8:30,2015/9/15 4:11,11,MERGED,1,80,3,5,5,negative
1821,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/925/ : UNSTABLE,3,5388,2015/8/29 13:44,2015/7/21 8:30,2015/8/29 6:05,7,MERGED,1,80,2,3,5,negative
1822,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/934/ : UNSTABLE,4,5388,2015/9/1 0:58,2015/7/21 8:30,2015/8/31 10:16,14,MERGED,1,80,2,3,5,negative
1823,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/915/ : UNSTABLE,2,5388,2015/8/18 18:50,2015/7/21 8:30,2015/8/18 4:27,14,MERGED,1,32,2,3,5,negative
1824,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/7569/ : UNSTABLE,4,5398,2015/9/9 23:18,2015/8/28 21:44,2015/9/9 22:53,0,MERGED,10,386,3,6,6,negative
1826,Patch Set 1:I've just tried cloning a repository with a port:$ git clone ssh://user@127.0.0.1:2222/Cloning into '2222'...I don't think this behavior is really intended by git.git. Also:$ git clone ssh://user@pass@127.0.0.1/Cloning into 'pass@127.0.0.1'...This is definitly wrong. I'll go check in with the git.git mailing list and correct the issue there first.,1,5399,2015/7/27 9:57,2015/7/2 12:15,2015/7/2 12:53,597,MERGED,2,54,3,12,4,negative
1827,"Patch Set 1:agree, that sounds like a native git bug. Especially cloning into folders which contain a password seems to be wrong.",1,5399,2015/7/27 10:42,2015/7/2 12:15,2015/7/2 12:53,597,MERGED,2,54,3,12,4,negative
1831,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3305/ : UNSTABLE,1,5451,2015/9/9 15:15,2015/9/9 14:19,2015/9/9 14:19,0,MERGED,1,2,3,5,1,negative
1832,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/acceleo/job/master-gerrit/442/ : UNSTABLE,4,5457,2015/8/7 9:18,2015/7/15 7:05,2015/8/7 9:11,0,MERGED,7,439,3,4,8,negative
1833,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/acceleo/job/master-gerrit/398/ : UNSTABLE,1,5457,2015/7/15 14:44,2015/7/15 7:05,2015/7/15 14:41,0,MERGED,5,263,4,5,8,negative
1834,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1656/ : UNSTABLE,1,5458,2015/9/9 11:04,2015/9/9 10:36,2015/9/9 10:36,0,MERGED,3,116,2,3,3,negative
1835,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1655/ : UNSTABLE,1,5473,2015/9/9 10:12,2015/9/9 9:39,2015/9/9 9:39,0,MERGED,3,142,4,5,1,negative
1836,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1653/ : UNSTABLE,1,5474,2015/9/9 8:44,2015/9/9 8:06,2015/9/9 8:06,0,MERGED,1,37,4,6,1,negative
1837,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1654/ : UNSTABLE,1,5475,2015/9/9 9:59,2015/9/9 9:20,2015/9/9 9:20,0,MERGED,21,216,3,6,1,negative
1838,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1652/ : UNSTABLE,1,5476,2015/9/9 8:25,2015/9/9 7:49,2015/9/9 7:51,0,MERGED,7,34,4,5,1,negative
1842,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/emfstore/job/gerrit/132/ : UNSTABLE,3,5482,2015/9/8 11:59,2015/9/8 9:09,2015/9/8 11:44,0,MERGED,5,309,2,3,4,negative
1843,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/emfstore/job/gerrit/131/ : UNSTABLE,2,5482,2015/9/8 10:44,2015/9/8 9:09,2015/9/8 10:27,0,MERGED,4,147,2,3,4,negative
1844,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/emfstore/job/gerrit/129/ : UNSTABLE,1,5482,2015/9/8 9:31,2015/9/8 9:09,2015/9/8 9:09,0,MERGED,4,159,2,3,4,negative
1853,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3265/ : UNSTABLE,1,5533,2015/9/2 1:19,2015/9/1 1:35,2015/9/2 0:32,0,MERGED,4,40,3,6,1,negative
1855,"Patch Set 2:- I get prompted for a user/password when running the allgerrituitest- when adding an unexisting user, I get an exception, a more user friendly message would be better.- no confirmation before deleting a reviewer is a bit rude",2,5546,2015/9/1 20:35,2015/8/29 2:11,2015/8/31 14:54,29,MERGED,6,408,5,6,2,negative
1857,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/acceleo/job/master-gerrit/529/ : UNSTABLE,3,5580,2015/9/1 8:27,2015/8/31 16:07,2015/9/1 8:24,0,MERGED,3,132,2,3,4,negative
1858,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1605/ : UNSTABLE,1,5594,2015/8/25 12:49,2015/8/25 12:20,2015/8/25 12:20,0,MERGED,7,229,2,3,5,negative
1859,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1615/ : UNSTABLE,5,5594,2015/9/1 9:24,2015/8/25 12:20,2015/9/1 8:54,0,MERGED,7,247,4,6,5,negative
1867,Patch Set 1:sry forgot about this bug. looks good.,1,5614,2015/8/25 8:17,2015/8/24 16:19,2015/8/24 16:19,15,MERGED,1,4,4,7,1,negative
1868,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/921/ : UNSTABLE,1,5618,2015/8/24 13:44,2015/8/24 9:59,2015/8/24 9:59,3,MERGED,2,18,3,5,1,negative
1869,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3233/ : UNSTABLE,2,5620,2015/8/23 5:00,2015/8/23 2:26,2015/8/23 4:00,0,MERGED,16,474,2,3,4,negative
1870,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/7440/ : UNSTABLE,1,5625,2015/8/21 9:10,2015/8/18 19:47,2015/8/21 8:47,0,MERGED,12,642,3,10,4,negative
1871,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/7441/ : UNSTABLE,1,5625,2015/8/21 9:42,2015/8/18 19:47,2015/8/21 8:47,0,MERGED,12,642,3,10,4,negative
1873,"Patch Set 1: Code-Review+2 Verified+1Ah, I've read the bug, and seen the file. Odd that is ""worked for me"" .. but .. it is wrong, and you are doing it the right way. Thanks!",1,5632,2015/8/24 17:45,2015/8/24 15:25,2015/8/24 15:25,2,MERGED,1,6,3,4,1,negative
1874,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3236/ : UNSTABLE,2,5633,2015/8/24 14:54,2015/8/13 15:46,2015/8/24 13:59,0,MERGED,1,2,4,7,3,negative
1875,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3188/ : UNSTABLE,1,5633,2015/8/13 16:40,2015/8/13 15:46,2015/8/13 15:51,0,MERGED,1,2,4,6,3,negative
1876,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/emfstore/job/gerrit/99/ : UNSTABLE,1,5635,2015/8/17 11:10,2015/8/17 10:48,2015/8/17 10:48,0,MERGED,6,235,2,3,4,negative
1877,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/sirius/job/ecoretools.gerrit/19/ : UNSTABLE,1,5641,2015/8/19 11:35,2015/8/19 11:30,2015/8/19 11:30,0,MERGED,1,160,4,7,1,negative
1878,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/acceleo/job/master-gerrit/486/ : UNSTABLE,1,5645,2015/8/24 12:46,2015/8/24 8:40,2015/8/24 12:35,0,MERGED,2,281,3,9,1,negative
1883,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6656/ : UNSTABLE,5,5666,2015/1/20 16:38,2015/1/20 16:19,2015/1/20 16:19,0,MERGED,4,37,2,3,10,negative
1884,Patch Set 7: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6672/ : UNSTABLE,7,5666,2015/1/28 21:56,2015/1/20 17:51,2015/1/28 21:38,0,MERGED,4,41,2,3,10,negative
1885,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6647/ : UNSTABLE,2,5666,2015/1/18 2:06,2014/12/9 17:33,2015/1/18 1:48,0,MERGED,1,20,2,5,10,negative
1886,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6653/ : UNSTABLE,4,5666,2015/1/19 23:08,2014/12/9 17:33,2015/1/19 22:51,0,MERGED,3,29,2,3,10,negative
1887,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6538/ : UNSTABLE,1,5666,2014/12/9 17:53,2014/12/9 17:33,2014/12/9 17:33,0,MERGED,1,17,3,10,10,negative
1890,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6545/ : UNSTABLE,1,5666,2014/12/10 21:52,2014/12/9 17:33,2014/12/9 17:33,28,MERGED,1,17,3,10,10,negative
1891,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/6648/ : UNSTABLE,3,5666,2015/1/18 7:59,2014/12/9 17:33,2015/1/18 7:42,0,MERGED,2,23,2,3,10,negative
1893,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/7448/ : UNSTABLE,1,5671,2015/8/23 17:37,2015/8/23 17:13,2015/8/23 17:13,0,MERGED,2,6,3,7,1,negative
1896,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3226/ : UNSTABLE,1,5680,2015/8/22 2:23,2015/8/22 1:36,2015/8/22 1:37,0,MERGED,2,55,2,4,2,negative
1897,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3227/ : UNSTABLE,2,5680,2015/8/22 3:11,2015/8/22 1:36,2015/8/22 2:26,0,MERGED,2,55,3,4,2,negative
1898,Patch Set 8: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/923/ : UNSTABLE,8,5692,2015/6/19 19:16,2015/6/10 17:14,2015/6/19 18:56,0,MERGED,10,1761,2,4,25,negative
1899,Patch Set 12: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/941/ : UNSTABLE,12,5692,2015/7/16 18:51,2015/6/10 17:14,2015/7/16 18:26,0,MERGED,10,1541,2,3,25,negative
1900,Patch Set 10: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/939/ : UNSTABLE,10,5692,2015/7/14 22:01,2015/6/10 17:14,2015/7/14 21:41,0,MERGED,11,1857,2,3,25,negative
1901,Patch Set 18: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/950/ : UNSTABLE,18,5692,2015/7/22 21:31,2015/6/10 17:14,2015/7/22 21:11,0,MERGED,11,1896,3,5,25,negative
1902,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/903/ : UNSTABLE,1,5692,2015/6/10 1:03,2015/6/10 0:43,2015/6/10 0:43,0,MERGED,23,2252,3,5,25,negative
1903,Patch Set 14: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/943/ : UNSTABLE,14,5692,2015/7/16 23:14,2015/6/10 17:14,2015/7/16 22:53,0,MERGED,11,1876,2,3,25,negative
1904,Patch Set 11: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/940/ : UNSTABLE,11,5692,2015/7/14 22:21,2015/6/10 17:14,2015/7/14 21:44,0,MERGED,10,1540,3,5,25,negative
1905,Patch Set 7: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/922/ : UNSTABLE,7,5692,2015/6/18 18:55,2015/6/10 17:14,2015/6/18 18:35,0,MERGED,10,1753,2,3,25,negative
1906,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/920/ : UNSTABLE,5,5692,2015/6/15 23:12,2015/6/10 17:14,2015/6/15 22:53,0,MERGED,10,1694,3,5,25,negative
1907,Patch Set 17: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/949/ : UNSTABLE,17,5692,2015/7/22 19:36,2015/6/10 17:14,2015/7/22 18:55,0,MERGED,11,1882,2,3,25,negative
1908,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/919/ : UNSTABLE,4,5692,2015/6/15 22:03,2015/6/10 17:14,2015/6/15 21:44,0,MERGED,9,1644,2,3,25,negative
1909,Patch Set 16: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/948/ : UNSTABLE,16,5692,2015/7/22 19:16,2015/6/10 17:14,2015/7/22 18:54,0,MERGED,11,1882,2,3,25,negative
1910,Patch Set 9: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/924/ : UNSTABLE,9,5692,2015/6/23 18:03,2015/6/10 17:14,2015/6/23 17:43,0,MERGED,10,1795,3,5,25,negative
1911,Patch Set 13: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/942/ : UNSTABLE,13,5692,2015/7/16 19:12,2015/6/10 17:14,2015/7/16 18:35,0,MERGED,11,1858,3,5,25,negative
1912,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/910/ : UNSTABLE,3,5692,2015/6/11 22:21,2015/6/10 17:14,2015/6/11 21:47,0,MERGED,9,1572,3,5,25,negative
1914,Patch Set 23: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/955/ : UNSTABLE,23,5692,2015/7/29 1:09,2015/6/10 17:14,2015/7/29 0:48,0,MERGED,12,2450,3,5,25,negative
1916,Patch Set 15: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/944/ : UNSTABLE,15,5692,2015/7/16 23:35,2015/6/10 17:14,2015/7/16 23:07,0,MERGED,11,1882,3,6,25,negative
1917,Patch Set 19: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/951/ : UNSTABLE,19,5692,2015/7/22 23:44,2015/6/10 17:14,2015/7/22 23:24,0,MERGED,12,2011,3,5,25,negative
1919,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/905/ : UNSTABLE,2,5692,2015/6/10 18:01,2015/6/10 17:14,2015/6/10 17:14,0,MERGED,9,1978,3,4,25,negative
1920,Patch Set 22:Added comments to the new classes.I also added a test to CommentPopupDialogTest (testEditableHoverCommentAndEditorOpennedFirst()) while adding comments because one of the test cases was confusing and wasn't thorough enough.,22,5692,2015/7/24 22:39,2015/6/10 17:14,2015/7/24 22:37,0,MERGED,12,2579,3,6,25,negative
1921,Patch Set 22: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/954/ : UNSTABLE,22,5692,2015/7/24 22:58,2015/6/10 17:14,2015/7/24 22:37,0,MERGED,12,2579,3,6,25,negative
1923,Patch Set 21: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/953/ : UNSTABLE,21,5692,2015/7/23 23:04,2015/6/10 17:14,2015/7/23 22:43,0,MERGED,12,1973,2,3,25,negative
1924,Patch Set 6: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/921/ : UNSTABLE,6,5692,2015/6/18 1:01,2015/6/10 17:14,2015/6/18 0:41,0,MERGED,10,1753,2,3,25,negative
1925,Patch Set 7: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/913/ : UNSTABLE,7,5694,2015/6/12 18:37,2015/6/10 16:51,2015/6/12 17:56,0,MERGED,15,680,2,5,14,negative
1926,Patch Set 7: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/914/ : UNSTABLE,7,5694,2015/6/12 20:48,2015/6/10 16:51,2015/6/12 17:56,2,MERGED,15,680,2,5,14,negative
1927,Patch Set 9: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/917/ : UNSTABLE,9,5694,2015/6/15 20:43,2015/6/10 16:51,2015/6/15 20:24,0,MERGED,15,681,1,2,14,negative
1928,Patch Set 10: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/918/ : UNSTABLE,10,5694,2015/6/15 21:02,2015/6/10 16:51,2015/6/15 20:38,0,MERGED,16,682,3,5,14,negative
1929,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/909/ : UNSTABLE,5,5694,2015/6/11 22:00,2015/6/10 16:51,2015/6/11 21:40,0,MERGED,24,2253,2,3,14,negative
1930,Patch Set 2: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/906/ : UNSTABLE,2,5694,2015/6/10 18:25,2015/6/10 16:51,2015/6/10 17:13,1,MERGED,15,1082,2,3,14,negative
1931,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/904/ : UNSTABLE,1,5694,2015/6/10 17:28,2015/6/10 16:51,2015/6/10 16:51,0,MERGED,15,1082,2,3,14,negative
1932,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/908/ : UNSTABLE,4,5694,2015/6/10 18:52,2015/6/10 16:51,2015/6/10 18:30,0,MERGED,16,685,2,3,14,negative
1933,Patch Set 13: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/936/ : UNSTABLE,13,5694,2015/7/13 21:41,2015/6/10 16:51,2015/7/13 21:19,0,MERGED,16,682,3,6,14,negative
1934,Patch Set 6: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/911/ : UNSTABLE,6,5694,2015/6/11 22:41,2015/6/10 16:51,2015/6/11 21:47,0,MERGED,15,683,3,5,14,negative
1935,Patch Set 8: Code-Review-1Build Unstable https://hudson.eclipse.org/mylyn/job/gerrit-mylyn-reviews/915/ : UNSTABLE,8,5694,2015/6/15 17:37,2015/6/10 16:51,2015/6/15 17:04,0,MERGED,15,681,3,4,14,negative
1937,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/sirius/job/sirius.gerrit/4225/ : UNSTABLE,1,5706,2015/3/4 10:53,2015/3/4 10:01,2015/3/4 10:01,0,MERGED,6,104,2,3,6,negative
1938,Patch Set 2: Verified-1Build Unstable https://hudson.eclipse.org/sirius/job/sirius.gerrit/4240/ : UNSTABLE,2,5706,2015/3/4 16:31,2015/3/4 10:01,2015/3/4 15:24,1,MERGED,6,104,2,3,6,negative
1939,Patch Set 3: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/901/ : UNSTABLE,3,5708,2015/8/12 14:00,2015/8/9 11:07,2015/8/12 10:21,3,MERGED,1,34,2,3,4,negative
1940,Patch Set 4: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/908/ : UNSTABLE,4,5708,2015/8/13 14:57,2015/8/9 11:07,2015/8/13 7:49,7,MERGED,1,34,3,5,4,negative
1941,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/rcptt/job/rcptt-all-gerrit/887/ : UNSTABLE,1,5708,2015/8/9 15:41,2015/8/9 11:07,2015/8/9 11:10,4,MERGED,1,17,2,3,4,negative
1943,Patch Set 1:This seems like a perfectly good change but it very odd that it should pick up something outside of p2/osgi/bundle. How did you determine it was using the one from .cache?,1,5736,2015/8/13 15:18,2015/8/13 13:48,2015/8/13 13:48,1,MERGED,1,4,4,24,3,negative
1945,Patch Set 1:So... back to the real problem: why is it picking up anything else than what's in our target? Sounds like a bug in Tycho,1,5736,2015/8/13 19:29,2015/8/13 13:48,2015/8/13 13:48,5,MERGED,1,4,4,24,3,negative
1946,Patch Set 2: Code-Review+2 Verified+1Sorry Andrey  these log messages are just specializations of what was already there.  I want to avoid this NPE and spend time dealing with the underlying issue.,2,5740,2015/8/14 20:47,2015/8/13 16:57,2015/8/14 20:45,0,MERGED,1,33,4,5,2,negative
1953,"Patch Set 2:I'm currently on a holiday, will update the review in a week or two when I get back. Sorry for the delay.",2,5757,2015/7/11 11:09,2015/6/26 13:28,2015/6/26 13:28,357,MERGED,10,540,4,14,14,negative
1970,Patch Set 5: Code-Review-1Build Unstable https://hudson.eclipse.org/acceleo/job/master-gerrit/450/ : UNSTABLE,5,5759,2015/8/11 9:25,2015/8/4 14:26,2015/8/11 9:21,0,MERGED,34,18076,3,5,8,negative
1971,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/sirius/job/sirius.gerrit/4036/ : UNSTABLE,1,5761,2015/2/24 21:31,2015/2/24 16:18,2015/2/24 16:47,4,MERGED,8,116,3,4,4,negative
1972,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/ecp/job/gerrit/1494/ : UNSTABLE,1,5766,2015/8/13 14:06,2015/8/13 13:37,2015/8/13 13:37,0,MERGED,20,828,2,3,2,negative
1973,"Patch Set 12:> please avoid unnecessary rebases, it's better if the reviewer > deciding to accept a change does the final rebase otherwise we end > up in a rebase race and many unnecessary patchsetsI will. Sorry for the inconvenience.",12,5767,2015/8/14 12:21,2015/7/5 21:48,2015/8/14 11:00,1,MERGED,13,283,4,6,12,negative
1974,Patch Set 9: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/7390/ : UNSTABLE,9,5767,2015/8/4 13:56,2015/7/5 21:48,2015/8/4 12:24,1,MERGED,13,283,2,3,12,negative
1975,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/cdt/job/cdt-verify/3178/ : UNSTABLE,1,5769,2015/8/11 16:21,2015/8/11 14:08,2015/8/11 15:23,0,MERGED,2,37,2,4,3,negative
1977,Patch Set 8: Code-Review-1Build Unstable https://hudson.eclipse.org/egit/job/egit.gerrit/7412/ : UNSTABLE,8,5771,2015/8/14 10:52,2015/7/25 22:14,2015/8/14 10:27,0,MERGED,16,265,3,8,8,negative
1979,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/scout/job/org.eclipse.scout.rt_gerrit/2780/ : UNSTABLE,1,5786,2015/8/13 15:53,2015/8/11 13:10,2015/8/13 15:14,0,MERGED,25,1223,2,3,2,negative
1981,Patch Set 7: Code-Review-1Build Unstable https://hudson.eclipse.org/platform/job/eclipse.platform.ui-Gerrit/6124/ : UNSTABLE,7,5789,2015/7/27 14:46,2015/7/24 7:23,2015/7/27 14:06,0,MERGED,5,1724,3,4,9,negative
1982,Patch Set 2: Code-Review-1(2 comments)I haven't finished the review. More to come ...I found a small bug to be fixed,2,5796,2015/7/22 20:11,2015/7/16 21:38,2015/7/21 19:57,24,MERGED,3,489,3,6,5,negative
1986,Patch Set 1: Code-Review-1Build Unstable https://hudson.eclipse.org/platform/job/eclipse.platform.ui-Gerrit/6020/ : UNSTABLE,1,5862,2015/7/15 19:00,2015/7/15 18:38,2015/7/15 18:38,0,MERGED,3,47,3,4,2,negative
1991,Patch Set 1: Verified-1Build Unstable https://hudson.eclipse.org/sirius/job/sirius.gerrit.build-luna/61/ : SUCCESShttps://hudson.eclipse.org/sirius/job/sirius.gerrit.tests-luna/64/ : UNSTABLE,1,5888,2015/8/4 11:04,2015/8/4 10:20,2015/8/4 10:21,0,MERGED,3,18,4,9,1,negative
